"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
593,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",5,"8",1982,2003,"Low","Low","High","Med","None",0,"TA","Gd","Other","TA","High","No","High",816,0,"GasA","Ex","Y","High","TA","High","Low","Med",1985,"Fin",2,816,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",138000,1632,141.24038404636,0.00490196078431373,1,0,1,0,1,0,1,0,0,0
594,120,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",170,"Gd","TA","Other","Gd","High","Med","High",685,0,"GasA","Ex","Y","High","Gd","High","Low","High",2003,"Fin",2,420,"TA","TA","Y",140,0,0,"Low","None","None",0,"Med","Med_High",140000,1696,122.039436804829,0.00471698113207547,1,0,1,1,1,0,1,1,0,0
595,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"6",1975,1975,"Med","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1981,"Unf",1,280,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",110000,1848,177.386799920346,0.00541125541125541,1,0,1,0,0,0,1,0,0,0
596,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2005,2006,"Low","Low","VinylSd","Highest","BrkFace",238,"Gd","TA","Other","Gd","High","Gd","High",1422,0,"GasA","Ex","Y","High","Gd","High","TA","High",2005,"Fin",3,758,"TA","TA","Y",180,75,120,"Low","None","None",0,"High","High",319000,3640,175.310864919819,0.00383351588170865,2,0.000274725274725275,1,1,1,0,1,1,1,1
597,70,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",6,"7",1910,1993,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Ex","N","Med","TA","High","Low","Med",1930,"Unf",1,216,"TA","Fa","N",0,158,0,"Low","None","None",0,"Med","Med_High",114504,2052,120,0.00511695906432749,1,0,1,0,0,0,1,0,1,0
598,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2006,2007,"Low","Low","VinylSd","VinylSd","BrkFace",72,"Gd","TA","Other","Ex","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"Fin",3,648,"TA","TA","Y",120,16,0,"Low","None","None",0,"High","High",194201,2660,115.625873247405,0.00499286733238231,2,0.00037593984962406,1,1,0,0,1,1,1,0
599,20,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"6",1977,1977,"Low","Low","Highest","Med","BrkFace",459,"TA","TA","Stone","Gd","High","Med","Med",1283,147,"GasA","Ex","Y","High","Gd","High","TA","High",1977,"Fin",2,621,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",217500,3077,193.947356265953,0.0042501517911354,2,0.00032499187520312,1,1,1,1,1,0,0,0
600,160,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","High",6,"6",1980,1980,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","Gd","High","No","Low",81,612,"GasA","Med","Y","High","TA","High","TA","High",1980,"Fin",2,452,"TA","TA","Y",161,0,0,"Low","High","None",0,"Med","Med_High",151000,2272,68.1588043316392,0.0038560411311054,3,0.000440140845070423,1,0,1,1,1,1,0,0
601,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",2005,2005,"Low","Low","VinylSd","VinylSd","BrkFace",280,"Gd","TA","Other","Gd","High","Med","High",546,0,"GasA","Ex","Y","High","Ex","High","TA","Highest",2003,"Fin",2,736,"TA","TA","Y",179,60,0,"Low","None","None",0,"Med","Med_High",275000,2962,178.532291661477,0.00420168067226891,3,0.000337609723160027,1,1,1,0,1,1,1,0
602,50,"Othr","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Lowest","Fam","Low",6,"6",1937,1950,"Low","Low","Med","Low","None",0,"TA","Gd","Other","TA","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","Med",1979,"Unf",1,544,"TA","TA","P",0,162,126,"Low","None","None",0,"Med","Med_High",141000,2155,144.868329805051,0.00436363636363636,2,0.000464037122969838,0,0,0,0,1,0,1,1
603,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",8,"5",1992,1992,"Low","Low","High","Med","None",0,"Gd","TA","Other","Gd","High","Med","High",789,0,"GasA","Ex","Y","High","Gd","High","TA","High",1992,"Fin",2,506,"TA","TA","Y",120,150,0,"Low","None","None",0,"Med","Med",220000,2823,180.204790304656,0.00417754569190601,3,0.000354233085370174,1,0,1,0,1,1,1,0
604,160,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"5",2004,2005,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","Med",2004,"RFn",2,480,"TA","TA","Y",0,172,0,"Low","None","None",0,"Med","Med_High",151000,1800,86.4092191046818,0.00333333333333333,3,0,1,0,0,0,1,0,1,0
605,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",99,"Gd","TA","Other","Gd","High","Med","High",922,0,"GasA","Ex","Y","High","Gd","High","TA","High",2002,"RFn",2,530,"TA","TA","Y",192,36,0,"Low","None","None",0,"Med","Med_High",221000,2988,201.150342465235,0.00401606425702811,2,0.000334672021419009,1,1,1,0,1,1,1,0
606,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",7,"6",1965,1990,"Low","Low","High","Med","BrkFace",176,"TA","TA","Stone","TA","High","No","Low",454,0,"GasA","Med","Y","High","TA","High","Fa","High",1965,"Unf",2,486,"TA","TA","Y",0,42,189,"Low","None","None",0,"Med","Med_High",205000,2754,201.619037896906,0.00352467270896274,3,0.00108932461873638,1,1,1,0,1,0,1,1
607,20,"RL","Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Fam","Med",5,"5",1996,1996,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","High",732,0,"GasA","Med","Y","High","Gd","High","Low","Med",2000,"Unf",2,576,"TA","TA","Y",168,0,0,"Low","High","None",0,"Med","Med_High",152000,2080,193.642285895623,0.00576923076923077,1,0,1,0,1,0,1,1,0,0
608,20,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Low","Fam","High",5,"8",1948,2002,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","High",603,0,"GasA","Ex","Y","High","Ex","High","Low","High",1948,"Unf",1,230,"TA","TA","Y",103,0,0,"Low","None","None",0,"Med","Med_High",225000,2904,166.317608663278,0.00398406374501992,3,0,1,0,1,0,1,1,0,0
609,70,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med_High","Fam","High",8,"6",1934,1998,"Low","Low","Highest","Low","None",0,"TA","TA","Other","Gd","High","Med","Low",428,0,"GasA","Med","Y","High","TA","High","TA","Med",1934,"Unf",2,380,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",359100,4159,188.308657865101,0.00313087038196619,3,0.000480884828083674,1,0,1,0,1,0,0,0
610,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"5",1961,1961,"Low","Low","VinylSd","VinylSd","None",192,"TA","Po","Stone","TA","High","Med","Low",903,0,"GasA","Med","Y","High","TA","High","Low","High",1961,"Unf",1,261,"TA","TA","Y",64,0,0,"Low","None","None",0,"Med","Med_High",118500,2058,150.123509805214,0.00485908649173955,1,0,1,1,1,0,1,1,0,0
611,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",9,"5",2000,2000,"Med","Low","VinylSd","VinylSd","BrkFace",204,"Gd","TA","Other","Ex","High","Med","High",904,0,"GasA","Ex","Y","High","Ex","High","Ex","High",2000,"Fin",3,736,"TA","TA","Y",253,142,0,"Low","None","None",0,"Med","Med_High",313000,3593,177.976535147108,0.00371574547143521,3,0.00055663790704147,1,1,1,0,1,1,1,0
612,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"6",1978,1978,"Low","Low","High","Med","BrkFace",233,"TA","TA","Stone","Gd","High","Med","Med",605,0,"GasA","Med","Y","High","TA","High","TA","High",1978,"Unf",2,564,"TA","TA","Y",0,0,0,"Low","Med","Shed",500,"Med","Med_High",148000,2064,173.089147544619,0.00581395348837209,2,0.000484496124031008,1,1,1,0,1,0,0,0
613,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",8,"5",2001,2001,"Low","Low","VinylSd","VinylSd","BrkFace",108,"Gd","TA","Other","Gd","High","Med","High",990,0,"GasA","Ex","Y","High","Ex","High","TA","Highest",2001,"RFn",2,531,"TA","TA","Y",160,122,0,"Low","None","None",0,"Med","Med_High",261500,3171,184.074030215337,0.00373931623931624,3,0.000315357931251971,1,1,1,0,1,1,1,0
614,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",5,"5",2007,2007,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",206,0,"GasA","Ex","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",0,30,0,"Low","None","None",0,"High","High",147000,2240,161.662424144248,0.00535714285714286,1,0,1,0,1,0,0,0,1,0
615,180,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",4,"6",1972,1972,"Low","Low","CemntBd","Highest","None",0,"TA","TA","Stone","Gd","High","Med","Low",150,480,"GasA","Ex","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",96,24,0,"Low","None","None",0,"Med","Med_High",75500,1260,59.6134691526156,0.00476190476190476,1,0,1,0,1,1,0,1,1,0
616,85,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",6,"7",1963,1963,"Low","Low","Med","Low","BrkFace",156,"TA","Gd","Other","TA","High","Gd","High",763,0,"GasA","Ex","Y","High","Gd","High","Low","High",1963,"RFn",2,480,"TA","TA","Y",120,0,0,"Low","Med","None",0,"Med","Med",137500,1990,173.808315196469,0.00569259962049336,1,0,1,1,1,0,1,1,0,0
617,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",2002,2003,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",457,0,"GasA","Ex","Y","High","Gd","High","TA","High",2002,"Fin",2,393,"TA","TA","Y",100,75,0,"Low","None","None",0,"Med","Med_High",183200,2292,153.124828563324,0.0046388336646786,3,0.00043630017452007,1,0,1,0,1,1,1,0
618,45,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med_Low","Fam","1.5Unf",6,"6",1954,1954,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","Low","Med",1962,"Unf",2,528,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",105500,1664,144.011763891829,0.00480769230769231,1,0,1,0,0,0,1,0,0,0
619,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",9,"5",2007,2007,"Med","Low","CemntBd","Highest","BrkFace",452,"Ex","TA","Other","Ex","High","Med","High",48,0,"GasA","Ex","Y","High","Gd","High","TA","High",2007,"Unf",3,774,"TA","TA","Y",0,108,260,"Low","None","None",0,"High","High",314813,3650,198.138799697426,0.00492341356673961,2,0.000273972602739726,1,1,1,0,1,0,1,1
620,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",8,"5",2003,2003,"Med","Low","VinylSd","VinylSd","Stone",226,"Gd","TA","Other","Gd","High","Gd","High",871,0,"GasA","Ex","Y","High","Gd","High","TA","High",2003,"Fin",3,749,"TA","TA","Y",168,0,0,"Low","None","None",0,"Med","Med_High",305000,3744,195.652609548984,0.00442086648983201,3,0.000534188034188034,1,1,1,0,1,1,0,0
621,30,"RL","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",3,"Low",1914,1950,"Low","Low","High","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",41,0,"GasA","Med","N","Med","TA","High","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","None","None",0,"Med","Med_High",67000,1728,135.818500317942,0.00578703703703704,1,0,0,0,1,0,0,0,0,0
622,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"7",1974,1997,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",956,182,"GasA","Med","Y","High","TA","High","TA","High",1974,"RFn",2,624,"TA","TA","Y",38,243,0,"Low","None","None",0,"Med","Med_High",240000,4136,193.923048454133,0.00344299923488906,3,0.000241779497098646,1,0,1,1,1,1,1,0
623,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"6",1977,1977,"Low","Low","Highest","Med","BrkFace",153,"TA","TA","Stone","TA","High","No","Low",560,0,"GasA","Med","Y","High","TA","High","Low","Med",1986,"Unf",2,484,"TA","TA","Y",192,0,0,"Low","None","None",0,"Med","Med_High",135000,1960,155.047605557803,0.00612244897959184,1,0,1,1,1,0,1,1,0,0
624,160,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",6,"5",2000,2000,"Low","Low","Med","Low","BrkFace",513,"Gd","TA","Other","Gd","High","No","High",420,0,"GasA","Ex","Y","High","Gd","High","TA","Med",2000,"Unf",2,440,"TA","TA","Y",0,32,0,"Low","None","None",0,"Med","Med_High",168500,2268,95.3524002496597,0.00264550264550265,3,0.000440917107583774,1,1,1,0,1,0,1,0
625,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",1972,1972,"Low","Low","VinylSd","VinylSd","None",288,"TA","TA","Stone","TA","High","No","Low",247,0,"GasA","Med","Y","High","TA","Med","TA","High",1972,"RFn",2,484,"TA","TA","Y",148,0,147,"Low","None","None",0,"Med","Med_High",165150,2522,181.980390271856,0.00446927374301676,3,0.000396510705789056,1,1,1,0,1,1,0,1
626,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"6",1962,1962,"Med","Low","Med","Low","BrkFace",261,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","High",1962,"Unf",2,440,"TA","TA","Y",0,0,385,"Low","None","None",0,"Med","Med_High",160000,2232,187,0.00448028673835125,2,0,1,1,0,0,1,0,0,1
627,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1960,1978,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","Med","TA","High",1960,"RFn",1,286,"TA","TA","Y",0,0,0,"Low","Med","Shed",600,"Med","Med_High",139900,2400,187.353284865787,0.00421940928270042,1,0.000416666666666667,1,0,0,0,1,0,0,0
628,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"6",1955,1972,"Low","Low","Low","Lowest","BrkFace",164,"TA","TA","Stone","TA","High","Med","Low",674,132,"GasA","Ex","Y","High","TA","High","TA","Med",1955,"RFn",1,364,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",153000,2676,177.979589711327,0.00460526315789474,1,0.000747384155455904,1,1,1,1,1,0,0,0
629,60,"RL","Pave","None","IRG","HLS","AllPub","NotCulD","Othr","Med_Low","Fam","High",5,"5",1969,1969,"Low","Low","Highest","Med","BrkFace",192,"TA","TA","Other","Gd","High","Med","Low",650,0,"GasA","Med","Y","High","Fa","High","TA","High",1969,"Unf",2,504,"TA","TA","Y",335,0,0,"Low","None","None",0,"Med","Med",135000,3120,177.731146842499,0.00432692307692308,3,0.000641025641025641,1,1,1,0,1,1,0,0
630,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"5",1964,1964,"Low","High","Highest","Low","BrkFace",259,"TA","TA","Stone","TA","High","Gd","High",624,336,"GasA","Med","Y","High","TA","High","Low","High",1964,"RFn",2,520,"TA","TA","Y",176,0,0,"Low","High","None",0,"Med","Med_High",168500,2598,176.97368056467,0.00444444444444444,2,0,1,1,1,1,1,1,0,0
631,70,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",5,"6",1880,1991,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","None","Med","No","Med",0,0,"GasA","Med","Y","Med","Ex","High","Low","Med",1937,"Unf",1,240,"Fa","Po","N",0,0,0,"Low","Med","None",0,"Med","Med",124000,2386,144.868329805051,0.00457142857142857,1,0,1,0,0,0,1,0,0,0
632,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","fmCon","Med",8,"5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",108,"Gd","TA","Other","Gd","High","Med","High",24,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"RFn",2,627,"TA","TA","Y",156,73,0,"Low","None","None",0,"Med","Med_High",209500,3108,101.749538743817,0.00386100386100386,2,0.000321750321750322,1,1,1,0,1,1,1,0
633,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",1977,1977,"Med","Low","Highest","Med","BrkFace",209,"TA","Gd","Stone","TA","High","No","Med",822,0,"GasA","Med","Y","High","TA","High","TA","High",1977,"Fin",2,544,"TA","TA","Y",192,0,0,"Low","None","None",0,"Med","Med",82500,2797,194.087121146357,0.00425230333097094,2,0.000357525920629246,1,1,1,0,1,1,0,0
634,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1954,2005,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",480,468,"GasA","Med","Y","High","TA","High","Low","High",1954,"Unf",1,260,"TA","TA","Y",390,0,0,"Low","None","None",0,"Med","Med_High",139400,2112,176.176920308357,0.00568181818181818,1,0,1,0,1,1,1,1,0,0
635,90,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","fmCon","Low",6,"5",1980,1980,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","High",1056,0,"GasA","Med","Y","High","TA","High","Low","Med",1980,"Unf",2,576,"TA","TA","Y",264,56,0,"Low","High","Shed",600,"Med","Med_High",144000,2112,147.540409383723,0.00378787878787879,0,0,1,0,1,0,1,1,1,0
636,190,"Othr","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_Low","fmCon","High",6,"7",1914,1995,"Med","Low","VinylSd","VinylSd","None",0,"Fa","TA","Stone","TA","Med","No","Low",256,0,"GasA","Ex","Y","Med","Fa","High","Low","Low",9999,"None",0,0,"None","None","N",0,110,0,"Low","None","None",0,"Med","Med",200000,4320,164.383906805599,0.00486111111111111,2,0,1,0,1,0,0,0,1,0
637,30,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",2,"Low",1936,1950,"Low","Low","Low","Lowest","None",0,"Fa","Po","BrkTil","TA","Med","No","Med",0,0,"Grav","Med","N","Med","Fa","Med","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","None","None",0,"Med","Med_High",60000,1064,129.230428862432,0.005,1,0.00093984962406015,0,0,0,0,0,0,0,0
638,190,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","fmCon","Low",5,"4",1954,1954,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","Med","Gd","High","Low","Highest",1954,"Unf",1,256,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",93000,2198,127.459666924148,0.00504686373467916,2,0,1,0,0,0,1,0,0,0
639,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"7",1910,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","None","High","No","Med",0,0,"GasA","Med","Y","Med","TA","High","Low","Low",9999,"None",0,0,"None","None","P",328,0,0,"Low","Med","None",0,"Med","Med_High",85000,1592,160.685644578025,0.0050251256281407,1,0,0,0,0,0,0,1,0,0
640,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",8,"5",2006,2006,"Med","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",1154,0,"GasA","Ex","Y","High","Ex","High","TA","High",2006,"Fin",3,648,"TA","TA","Y",312,0,0,"Low","None","None",0,"High","High",264561,3087,116.103090257134,0.00446713465220166,2,0.000323939099449304,1,0,1,0,1,1,0,0
641,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2003,2004,"Med","Low","Med","Low","BrkFace",472,"Ex","TA","Other","Ex","High","Gd","High",1218,0,"GasA","Ex","Y","High","Ex","High","TA","High",2003,"RFn",2,588,"TA","TA","Y",185,140,0,"Low","None","None",0,"Med","Med_High",274000,3036,174.592184453451,0.00395256916996047,2,0.000329380764163373,1,1,1,0,1,1,1,0
642,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"5",2001,2001,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",738,0,"GasA","Ex","Y","High","Gd","High","TA","High",2001,"Fin",2,650,"TA","TA","Y",0,235,0,"Low","None","None",0,"Med","Med_High",226000,2986,146.291877624757,0.00362882322446864,3,0.000334896182183523,1,0,1,0,1,0,1,0
643,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",8,"7",1972,1995,"Low","Low","Highest","Low","None",0,"Gd","TA","Stone","Gd","High","Gd","High",1410,0,"GasA","Med","Y","High","Ex","High","TA","High",1972,"Fin",2,538,"TA","TA","Y",269,111,0,"Low","Med","None",0,"Med","Med_High",345000,4656,192.728501222091,0.00332840236686391,3,0.000644329896907216,1,0,1,0,1,1,1,0
644,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",5,"5",1969,1969,"Med","Low","Med","Med","BrkFace",263,"TA","TA","Stone","TA","High","No","Low",493,287,"GasA","Ex","Y","High","TA","Med","Low","High",1969,"Fin",2,462,"TA","TA","Y",208,0,0,"Low","Med","None",0,"Med","Med_High",152000,2400,183.889364229453,0.00432098765432099,3,0,1,1,1,1,1,1,0,0
645,20,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",9,"5",2009,2009,"Low","Low","CemntBd","Highest","Stone",162,"Ex","TA","Other","Ex","High","Med","High",1121,0,"GasA","Ex","Y","High","Ex","High","TA","High",2009,"Fin",3,478,"TA","TA","Y",195,130,0,"Low","None","None",0,"High","High",370878,3532,180.848839325263,0.00396375990939977,3,0.00028312570781427,1,1,1,0,1,1,1,0
646,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"5",1971,1971,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",282,35,"GasA","Med","Y","High","TA","High","Low","Med",1979,"Unf",2,576,"TA","TA","Y",0,312,0,"Low","None","None",0,"Med","Med_High",143250,1962,174.104448991605,0.00509683995922528,2,0,1,0,1,1,1,0,1,0
647,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1950,1950,"Med","Low","Med","Low","None",0,"TA","TA","Stone","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","Med","Low","Med",1950,"Unf",2,420,"TA","TA","Y",0,27,0,"Low","None","None",0,"Med","Med_High",98300,1048,144.852813742386,0.0066793893129771,1,0,0,0,0,0,1,0,1,0
648,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",6,"5",1953,1953,"Med","Low","Med","Low","Stone",216,"TA","TA","Stone","TA","High","Med","Low",500,0,"GasA","Ex","Y","High","TA","High","TA","High",1953,"RFn",2,495,"TA","TA","Y",0,0,287,"Low","None","None",0,"Med","Med_High",155000,2188,187.235023353056,0.00457038391224863,1,0.000914076782449726,1,1,1,0,1,0,0,1
649,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",6,"5",1966,1966,"Low","Low","Med","Low","BrkFace",351,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","High",1966,"Unf",2,442,"TA","TA","Y",0,124,0,"Low","None","None",0,"Med","Med_High",155000,2595,157.749643873921,0.00380641653072322,2,0.000385356454720617,1,1,0,0,1,0,1,0
650,180,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","Low",4,"6",1970,1970,"Low","Low","CemntBd","Highest","None",0,"TA","TA","Stone","Gd","High","Med","Low",131,499,"GasA","Med","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",84500,1260,65,0.00476190476190476,1,0,1,0,1,1,0,0,0,0
651,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"6",2007,2007,"Low","Low","CemntBd","Highest","BrkFace",261.6724,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2007,"RFn",2,562,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",205950,2478,155.1387818866,0.0042042042042042,3,0,1,1,0,0,1,0,0,0
652,70,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",4,"5",1940,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",0,0,"GasA","Med","Y","High","TA","High","TA","Med",1940,"Unf",1,296,"Fa","Po","P",120,0,0,"Low","Med","None",0,"Med","Med_High",108000,2265,155.310020459551,0.00463576158940397,1,0.000441501103752759,0,0,0,0,1,1,0,0
