"Id","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","DtSold"
479,"RFn",3,826,"TA","TA","Y",208,44,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
480,"Unf",2,672,"TA","TA","Y",0,72,0,0,0,0,"None","MnPrv","None",0,"WD","Alloca",2007-03-01
481,"Fin",3,772,"TA","TA","Y",519,112,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
482,"Fin",3,874,"TA","TA","Y",206,49,0,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
483,"Unf",1,164,"Fa","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
484,"Unf",2,402,"TA","TA","Y",0,125,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
485,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
486,"Unf",1,264,"TA","TA","Y",0,80,120,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
487,"RFn",2,515,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
488,"Unf",2,487,"TA","TA","Y",224,0,0,0,180,0,"None","None","None",0,"WD","Normal",2007-02-01
489,"Unf",2,520,"TA","Fa","N",142,0,0,0,0,0,"None","None","None",0,"ConLD","Normal",2006-05-01
490,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
491,"Fin",1,336,"TA","TA","Y",141,24,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
492,"Unf",1,240,"TA","TA","Y",0,0,32,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-08-01
493,"RFn",2,429,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"New","Partial",2006-05-01
494,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
495,"Unf",1,273,"TA","TA","Y",144,20,80,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
496,"None",0,0,"None","None","N",0,523,115,0,0,0,"None","GdWo","None",0,"WD","Abnorml",2009-11-01
497,"RFn",2,546,"TA","TA","Y",264,75,291,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
498,"Unf",1,240,"TA","TA","N",0,100,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-06-01
499,"Fin",1,288,"TA","TA","Y",64,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-06-01
500,"Fin",1,297,"TA","TA","Y",12,285,0,0,0,0,"None","MnWw","Shed",480,"WD","Normal",2007-06-01
501,"Unf",1,264,"TA","TA","Y",144,28,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
502,"RFn",2,603,"TA","TA","Y",0,108,0,0,0,0,"None","None","None",0,"WD","Normal",2008-02-01
503,"Unf",2,461,"Fa","Fa","Y",0,0,184,0,0,0,"None","GdPrv","Shed",400,"WD","Normal",2007-04-01
504,"Fin",2,484,"TA","TA","Y",0,54,0,0,161,0,"None","GdWo","None",0,"WD","Normal",2010-03-01
505,"Unf",2,440,"TA","TA","Y",260,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
506,"Unf",2,400,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,"COD","Normal",2009-07-01
507,"RFn",2,471,"TA","TA","Y",182,81,0,0,0,0,"None","None","None",0,"WD","Normal",2006-09-01
508,"Fin",2,676,"TA","TA","Y",0,102,0,0,0,0,"None","None","None",0,"New","Partial",2009-09-01
509,"Unf",2,360,"TA","TA","N",0,0,116,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
510,"RFn",1,270,"TA","TA","Y",224,88,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-07-01
511,"Unf",1,288,"TA","TA","Y",324,42,0,0,168,0,"None","None","Shed",2000,"WD","Normal",2009-06-01
512,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,"None","None","None",0,"New","Partial",2006-03-01
513,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
514,"Unf",2,484,"TA","TA","Y",120,0,158,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
515,"Unf",1,200,"Po","Po","Y",0,0,112,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-06-01
516,"Fin",3,900,"TA","TA","Y",156,54,0,0,0,0,"None","None","None",0,"New","Partial",2009-09-01
517,"RFn",2,583,"TA","TA","Y",0,104,0,0,0,0,"None","GdPrv","None",0,"COD","Abnorml",2009-08-01
518,"RFn",3,889,"TA","TA","Y",220,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
519,"RFn",2,546,"TA","TA","Y",0,36,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-05-01
520,"Unf",1,282,"TA","TA","Y",0,0,0,0,145,0,"None","MnPrv","None",0,"WD","Normal",2009-06-01
521,"None",0,0,"None","None","N",220,114,210,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
522,"Unf",1,336,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
523,"Unf",2,420,"TA","TA","Y",0,24,36,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
524,"Fin",3,884,"TA","TA","Y",208,406,0,0,0,0,"None","None","None",0,"New","Partial",2007-10-01
525,"Fin",3,834,"TA","TA","Y",239,60,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
526,"Unf",2,453,"TA","TA","Y",38,144,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
527,"Unf",1,252,"TA","TA","Y",261,0,156,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
528,"Fin",3,858,"TA","TA","Y",126,66,0,0,0,0,"None","None","None",0,"New","Partial",2008-11-01
529,"None",0,0,"None","None","N",0,0,144,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
530,"RFn",2,484,"TA","TA","Y",0,0,200,0,0,0,"None","None","None",0,"WD","Alloca",2007-03-01
531,"RFn",2,600,"TA","TA","Y",224,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-08-01
532,"Fin",2,502,"TA","Fa","Y",0,0,84,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
533,"Unf",1,392,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
534,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-01-01
535,"Fin",2,403,"TA","TA","Y",100,35,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
536,"None",0,0,"None","None","N",85,0,148,0,0,0,"None","None","None",0,"WD","Normal",2008-01-01
537,"Fin",2,527,"TA","TA","Y",120,155,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
538,"Unf",2,576,"TA","TA","Y",216,0,0,0,0,0,"None","MnWw","None",0,"COD","Normal",2008-04-01
539,"Unf",1,336,"TA","TA","Y",466,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
540,"RFn",2,670,"TA","TA","Y",180,0,0,0,0,0,"None","MnPrv","Shed",2000,"WD","Normal",2010-05-01
541,"Fin",3,765,"TA","TA","Y",270,68,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
542,"Fin",3,648,"TA","TA","Y",0,56,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
543,"Fin",2,583,"TA","TA","Y",78,73,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
544,"Fin",1,367,"TA","TA","Y",120,40,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
545,"RFn",2,426,"TA","TA","Y",100,24,0,0,0,0,"None","None","None",0,"New","Partial",2006-09-01
546,"Unf",3,786,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-02-01
547,"Unf",2,440,"TA","TA","Y",0,38,0,144,0,0,"None","None","None",0,"WD","Normal",2007-05-01
548,"Unf",2,624,"TA","TA","Y",104,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
549,"RFn",2,720,"TA","TA","Y",140,50,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-06-01
550,"Fin",2,615,"TA","TA","Y",182,182,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
551,"RFn",2,440,"TA","TA","Y",0,55,0,0,200,0,"None","None","None",0,"COD","Abnorml",2008-10-01
552,"Fin",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
553,"RFn",3,908,"TA","TA","Y",169,39,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
554,"Fin",2,520,"TA","TA","N",0,96,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-05-01
555,"RFn",3,871,"TA","TA","Y",320,62,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
556,"Unf",1,280,"TA","TA","Y",0,0,116,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
557,"Fin",1,299,"TA","TA","Y",268,0,0,0,122,0,"None","MnWw","None",0,"WD","Normal",2006-05-01
558,"Unf",1,570,"TA","TA","Y",0,47,120,0,0,0,"None","None","None",0,"COD","Normal",2006-09-01
559,"Unf",2,406,"TA","TA","Y",264,22,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
560,"Fin",2,420,"TA","TA","Y",143,20,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
561,"Unf",2,528,"TA","TA","Y",0,0,0,0,95,0,"None","None","None",0,"WD","Normal",2010-05-01
562,"RFn",2,418,"TA","TA","Y",240,38,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
563,"None",0,0,"None","None","Y",144,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
564,"Fin",2,396,"TA","TA","N",72,36,0,0,144,0,"None","None","None",0,"WD","Normal",2008-07-01
565,"RFn",2,590,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
566,"Unf",1,216,"TA","TA","Y",0,66,136,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
567,"Fin",3,656,"TA","TA","Y",144,39,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
568,"RFn",2,532,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
569,"Fin",2,612,"Gd","TA","Y",349,40,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
570,"Unf",2,600,"TA","TA","Y",42,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-12-01
571,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
572,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-10-01
573,"RFn",2,650,"TA","TA","Y",208,114,0,0,0,0,"None","None","None",0,"New","Partial",2009-07-01
574,"RFn",2,400,"TA","TA","Y",100,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-12-01
575,"Unf",1,288,"TA","TA","Y",35,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-12-01
576,"Unf",1,336,"TA","TA","Y",158,0,102,0,0,0,"None","None","None",0,"COD","Abnorml",2008-10-01
577,"Unf",1,216,"TA","TA","Y",0,50,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
578,"RFn",2,564,"TA","TA","Y",160,68,240,0,0,0,"None","None","None",0,"WD","Abnorml",2006-05-01
579,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-02-01
580,"Unf",1,352,"Fa","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
581,"Unf",2,572,"TA","TA","Y",216,110,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
582,"RFn",3,1390,"TA","TA","Y",0,90,0,0,0,0,"None","None","None",0,"New","Partial",2009-08-01
583,"None",0,0,"None","None","Y",0,32,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
584,"Unf",2,880,"Gd","TA","Y",105,502,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
585,"Unf",1,240,"TA","TA","Y",0,0,54,0,120,0,"None","None","None",0,"WD","Normal",2009-07-01
586,"RFn",3,880,"TA","TA","Y",326,66,0,0,0,0,"None","None","None",0,"New","Partial",2006-03-01
587,"Fin",1,275,"TA","TA","N",0,0,112,0,0,0,"None","MnWw","None",0,"WD","Normal",2008-05-01
588,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
589,"Unf",1,452,"TA","TA","Y",0,48,0,0,60,0,"None","None","None",0,"WD","Partial",2009-06-01
590,"Unf",1,308,"TA","TA","P",0,0,0,0,0,0,"None","None","Shed",600,"WD","Normal",2008-08-01
591,"RFn",2,520,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"WD","Normal",2008-09-01
592,"RFn",3,842,"TA","TA","Y",382,274,0,0,0,0,"None","None","None",0,"ConLI","Normal",2009-06-01
593,"Fin",2,816,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
594,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
595,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-04-01
596,"Fin",3,758,"TA","TA","Y",180,75,0,0,120,0,"None","None","None",0,"New","Partial",2006-08-01
597,"Unf",1,216,"TA","Fa","N",0,158,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
598,"Fin",3,648,"TA","TA","Y",120,16,0,0,0,0,"None","None","None",0,"New","Partial",2007-02-01
599,"Fin",2,621,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
600,"Fin",2,452,"TA","TA","Y",161,0,0,0,0,0,"None","GdPrv","None",0,"COD","Normal",2008-07-01
601,"Fin",2,736,"TA","TA","Y",179,60,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
602,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,"None","None","None",0,"WD","Normal",2007-12-01
603,"Fin",2,506,"TA","TA","Y",120,150,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-02-01
604,"RFn",2,480,"TA","TA","Y",0,172,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
605,"RFn",2,530,"TA","TA","Y",192,36,0,0,0,0,"None","None","None",0,"WD","Normal",2008-09-01
606,"Unf",2,486,"TA","TA","Y",0,42,0,0,189,0,"None","None","None",0,"WD","Normal",2009-10-01
607,"Unf",2,576,"TA","TA","Y",168,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-11-01
608,"Unf",1,230,"TA","TA","Y",103,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
609,"Unf",2,380,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Alloca",2007-09-01
610,"Unf",1,261,"TA","TA","Y",64,0,39,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
611,"Fin",3,736,"TA","TA","Y",253,142,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
612,"Unf",2,564,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","Shed",500,"WD","Normal",2007-07-01
613,"RFn",2,531,"TA","TA","Y",160,122,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
614,"None",0,0,"None","None","Y",0,30,0,0,0,0,"None","None","None",0,"New","Partial",2007-12-01
615,"None",0,0,"None","None","Y",96,24,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
616,"RFn",2,480,"TA","TA","Y",120,0,0,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2010-05-01
617,"Fin",2,393,"TA","TA","Y",100,75,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
618,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
619,"Unf",3,774,"TA","TA","Y",0,108,0,0,260,0,"None","None","None",0,"New","Partial",2007-07-01
620,"Fin",3,749,"TA","TA","Y",168,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
621,"None",0,0,"None","None","N",0,0,100,0,0,0,"None","None","None",0,"WD","Normal",2008-09-01
622,"RFn",2,624,"TA","TA","Y",38,243,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
623,"Unf",2,484,"TA","TA","Y",192,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
624,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
625,"RFn",2,484,"TA","TA","Y",148,0,0,0,147,0,"None","None","None",0,"WD","Normal",2006-11-01
626,"Unf",2,440,"TA","TA","Y",0,0,0,0,385,0,"None","None","None",0,"WD","Normal",2010-02-01
627,"RFn",1,286,"TA","TA","Y",0,0,36,0,0,0,"None","GdWo","Shed",600,"WD","Normal",2007-08-01
628,"RFn",1,364,"TA","TA","Y",0,0,189,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
629,"Unf",2,504,"TA","TA","Y",335,0,0,0,0,0,"None","None","None",0,"WD","Family",2007-09-01
630,"RFn",2,520,"TA","TA","Y",176,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-06-01
631,"Unf",1,240,"Fa","Po","N",0,0,293,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2006-06-01
632,"RFn",2,627,"TA","TA","Y",156,73,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
633,"Fin",2,544,"TA","TA","Y",192,0,0,0,0,0,"None","None","None",0,"WD","Family",2009-04-01
634,"Unf",1,260,"TA","TA","Y",390,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
635,"Unf",2,576,"TA","TA","Y",264,56,0,0,0,0,"None","GdPrv","Shed",600,"WD","Normal",2010-06-01
636,"None",0,0,"None","None","N",0,110,0,0,0,0,"None","None","None",0,"WD","Abnorml",2007-03-01
637,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,"ConLw","Normal",2009-01-01
638,"Unf",1,256,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
639,"None",0,0,"None","None","P",328,0,164,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-05-01
640,"Fin",3,648,"TA","TA","Y",312,0,0,0,0,0,"None","None","None",0,"New","Partial",2006-10-01
641,"RFn",2,588,"TA","TA","Y",185,140,0,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
642,"Fin",2,650,"TA","TA","Y",0,235,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
643,"Fin",2,538,"TA","TA","Y",269,111,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-07-01
644,"Fin",2,462,"TA","TA","Y",208,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-04-01
645,"Fin",3,478,"TA","TA","Y",195,130,0,0,0,0,"None","None","None",0,"New","Partial",2009-10-01
646,"Unf",2,576,"TA","TA","Y",0,312,40,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
647,"Unf",2,420,"TA","TA","Y",0,27,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
648,"RFn",2,495,"TA","TA","Y",0,0,0,0,287,0,"None","None","None",0,"WD","Normal",2008-06-01
649,"Unf",2,442,"TA","TA","Y",0,124,216,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
650,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-12-01
651,"RFn",2,562,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
652,"Unf",1,296,"Fa","Po","P",120,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-10-01
653,"RFn",2,512,"TA","TA","Y",0,120,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
654,"Unf",1,216,"TA","TA","Y",57,0,239,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-06-01
655,"Fin",3,839,"TA","TA","Y",236,46,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
656,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Family",2010-03-01
657,"RFn",1,312,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-08-01
658,"RFn",1,270,"TA","TA","P",0,0,112,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-02-01
659,"Unf",1,330,"TA","TA","Y",192,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2010-01-01
660,"Fin",2,480,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-03-01
661,"RFn",2,550,"TA","TA","Y",0,113,252,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
662,"RFn",3,711,"TA","TA","Y",517,76,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
663,"RFn",2,576,"TA","TA","Y",0,0,240,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
664,"RFn",2,588,"TA","TA","Y",0,0,180,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-04-01
665,"Fin",3,1134,"TA","TA","Y",192,267,0,0,0,0,"None","None","None",0,"New","Partial",2006-01-01
666,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,"None","None","None",0,"WD","Normal",2006-11-01
667,"Unf",2,596,"TA","TA","Y",0,265,0,0,0,0,"None","None","None",0,"WD","Abnorml",2007-08-01
668,"RFn",2,575,"TA","TA","Y",224,42,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
669,"Unf",2,576,"TA","TA","Y",304,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-11-01
670,"Unf",1,252,"TA","Fa","Y",0,0,67,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
671,"Fin",2,540,"TA","TA","Y",100,35,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
672,"Unf",1,300,"TA","TA","Y",147,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
673,"RFn",2,546,"TA","TA","Y",198,42,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
674,"Fin",2,416,"TA","TA","Y",0,87,0,0,200,0,"None","None","None",0,"WD","Normal",2007-06-01
675,"RFn",1,384,"TA","TA","Y",426,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
676,"Unf",2,440,"TA","TA","Y",28,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
677,"Unf",3,779,"Fa","Fa","N",0,0,90,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
678,"Unf",1,240,"Fa","Fa","N",316,0,120,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
679,"Fin",3,834,"TA","TA","Y",322,82,0,0,0,0,"None","None","None",0,"New","Partial",2009-07-01
680,"Unf",2,572,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-10-01
681,"RFn",1,264,"TA","TA","Y",80,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
682,"Unf",1,281,"TA","TA","Y",0,0,56,0,0,0,"None","None","None",0,"WD","Abnorml",2009-07-01
683,"Unf",2,431,"TA","TA","Y",307,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
684,"Fin",3,702,"TA","TA","Y",257,45,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
685,"Fin",2,486,"TA","TA","Y",0,81,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
686,"Fin",2,577,"TA","TA","Y",219,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-09-01
687,"Fin",2,578,"TA","TA","Y",144,105,0,0,0,0,"None","None","None",0,"New","Partial",2007-08-01
688,"Unf",2,480,"TA","TA","Y",0,60,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
689,"RFn",2,567,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"New","Partial",2007-10-01
690,"RFn",2,460,"TA","TA","Y",192,28,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
691,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
692,"Fin",3,832,"TA","TA","Y",382,50,0,0,0,0,"None","None","None",0,"WD","Normal",2007-01-01
693,"RFn",2,628,"TA","TA","Y",320,27,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
694,"Unf",1,326,"TA","TA","Y",0,0,112,0,0,0,"None","None","None",0,"WD","Abnorml",2006-12-01
695,"Unf",2,576,"TA","TA","Y",112,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-04-01
696,"Unf",2,551,"TA","TA","Y",125,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
697,"Unf",1,205,"TA","TA","Y",0,0,129,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
698,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-09-01
699,"Unf",1,336,"TA","TA","Y",416,144,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-04-01
700,"RFn",2,530,"TA","TA","Y",156,158,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
701,"Fin",3,765,"TA","TA","Y",270,78,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
702,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Normal",2006-07-01
703,"Fin",3,666,"TA","TA","Y",324,100,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
704,"Unf",2,672,"TA","TA","N",344,0,40,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-05-01
705,"RFn",2,606,"TA","TA","Y",0,35,0,144,0,0,"None","None","None",0,"WD","Normal",2010-05-01
706,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","Othr",3500,"WD","Normal",2010-07-01
707,"Unf",2,739,"TA","TA","Y",380,48,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
708,"Fin",2,550,"TA","TA","Y",192,38,0,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
709,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,"None","None","None",0,"New","Partial",2007-07-01
710,"Unf",1,408,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2008-12-01
711,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
712,"RFn",1,384,"TA","TA","N",68,0,98,0,0,0,"None","None","None",0,"WD","Abnorml",2010-01-01
713,"Fin",2,472,"TA","TA","Y",168,120,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
714,"Unf",2,576,"TA","TA","Y",0,288,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
715,"RFn",2,475,"TA","TA","Y",0,44,0,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
716,"RFn",2,478,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-08-01
717,"Unf",2,704,"TA","TA","P",0,48,143,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
718,"Unf",2,439,"TA","TA","Y",224,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-11-01
