"Id","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt"
435,"Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None","None"
436,"Ex","Y","SBrkr",827,834,0,1661,1,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd","1996"
437,"TA","Y","FuseA",734,384,0,1118,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1990"
438,"Gd","Y","SBrkr",904,0,0,904,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1926"
439,"TA","N","SBrkr",694,0,0,694,0,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd","1990"
440,"Gd","Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd","2005"
441,"Ex","Y","SBrkr",2402,0,0,2402,1,0,2,0,2,1,"Ex",10,"Typ",2,"Gd","Attchd","2008"
442,"TA","N","FuseF",1440,0,0,1440,0,0,2,0,4,2,"Fa",8,"Typ",0,"None","None","None"
443,"TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","1930"
444,"Ex","Y","SBrkr",1258,0,0,1258,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2007"
445,"Ex","Y","SBrkr",933,975,0,1908,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","1994"
446,"Fa","Y","SBrkr",1689,0,0,1689,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","1956"
447,"Ex","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd","1966"
448,"Gd","Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","Attchd","1998"
449,"TA","Y","SBrkr",780,596,0,1376,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","1937"
450,"Ex","Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,"TA",6,"Typ",0,"None","Detchd","1981"
451,"Ex","Y","FuseA",813,0,0,813,0,0,1,0,2,1,"Gd",5,"Typ",0,"None","Detchd","1932"
452,"TA","Y","SBrkr",1533,0,0,1533,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","1975"
453,"Ex","Y","SBrkr",888,868,0,1756,1,0,2,1,3,1,"TA",7,"Typ",0,"None","Attchd","1996"
454,"Ex","Y","SBrkr",786,804,0,1590,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2008"
455,"TA","Y","SBrkr",1728,0,0,1728,2,0,2,0,4,2,"TA",8,"Typ",0,"None","Detchd","1976"
456,"Fa","Y","SBrkr",1242,0,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1973"
457,"Fa","N","SBrkr",624,720,0,1344,0,0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd","1916"
458,"Ex","Y","SBrkr",1663,0,0,1663,1,0,1,0,2,1,"Gd",6,"Min1",2,"Gd","Attchd","1954"
459,"Fa","Y","SBrkr",833,833,0,1666,0,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","1925"
460,"TA","Y","SBrkr",979,224,0,1203,1,0,1,0,3,1,"Gd",5,"Typ",1,"TA","Detchd","1950"
461,"Ex","Y","SBrkr",832,1103,0,1935,1,0,2,1,3,1,"TA",8,"Typ",0,"None","BuiltIn","2009"
462,"Ex","Y","SBrkr",575,560,0,1135,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","1971"
463,"Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Detchd","1965"
464,"Fa","Y","FuseA",849,811,0,1660,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd","1939"
465,"TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"TA",5,"Typ",0,"None","None","None"
466,"Ex","Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd","2004"
467,"TA","Y","SBrkr",1277,0,0,1277,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd","1970"
468,"Ex","Y","SBrkr",888,756,0,1644,0,0,1,1,3,1,"Gd",7,"Typ",2,"Gd","Attchd","1942"
469,"Ex","Y","SBrkr",1634,0,0,1634,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
470,"Ex","Y","SBrkr",832,878,0,1710,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","1993"
471,"TA","Y","SBrkr",1502,0,0,1502,1,0,1,1,1,1,"Gd",4,"Typ",0,"None","Attchd","1985"
472,"TA","Y","SBrkr",1161,808,0,1969,0,0,2,1,3,1,"TA",8,"Typ",1,"Gd","Attchd","1977"
473,"Ex","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment","2005"
474,"Ex","Y","SBrkr",1976,0,0,1976,1,0,2,0,2,1,"Gd",7,"Typ",1,"Ex","Attchd","2006"
475,"Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,"Typ",0,"None","Attchd","2000"
476,"TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1996"
477,"Ex","Y","SBrkr",1493,0,0,1493,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1997"
478,"Ex","Y","SBrkr",2069,574,0,2643,0,0,2,1,3,1,"Ex",9,"Typ",1,"Gd","BuiltIn","2006"
479,"Ex","Y","SBrkr",1718,0,0,1718,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2007"
480,"TA","Y","SBrkr",1131,0,0,1131,0,0,1,0,2,1,"TA",7,"Typ",0,"None","Detchd","1995"
481,"Ex","Y","SBrkr",1850,0,0,1850,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2004"
482,"Ex","Y","SBrkr",1792,0,0,1792,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","2003"
483,"Ex","Y","SBrkr",916,910,0,1826,1,0,1,1,4,1,"Ex",7,"Min2",1,"Gd","Attchd","1915"
484,"Ex","Y","SBrkr",1216,0,0,1216,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd","1998"
485,"Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","1963"
486,"Gd","Y","SBrkr",1113,0,0,1113,0,0,1,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd","1950"
487,"TA","Y","SBrkr",1073,0,0,1073,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1965"
488,"Gd","Y","SBrkr",1484,0,0,1484,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","1971"
489,"TA","N","FuseA",1766,648,0,2414,0,0,2,0,3,2,"TA",10,"Mod",1,"Gd","Attchd","1970"
490,"TA","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd","1970"
491,"TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn","1976"
492,"TA","Y","FuseA",958,620,0,1578,1,0,1,0,3,1,"Fa",5,"Typ",2,"TA","Attchd","1941"
493,"Gd","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"TA",8,"Typ",0,"None","Attchd","2006"
494,"TA","Y","FuseA",1269,0,0,1269,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd","1964"
495,"Gd","Y","FuseA",886,0,0,886,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1938"
496,"TA","N","FuseA",720,0,0,720,0,0,1,0,2,1,"TA",4,"Typ",0,"None","None","None"
497,"Ex","Y","SBrkr",3228,0,0,3228,1,0,3,0,4,1,"Gd",10,"Typ",1,"Gd","Attchd","1992"
498,"Ex","Y","SBrkr",1133,687,0,1820,1,0,2,0,4,1,"TA",8,"Typ",0,"None","Detchd","1925"
499,"Ex","Y","SBrkr",899,0,0,899,0,0,1,0,3,1,"Gd",5,"Typ",0,"None","Attchd","1967"
500,"Fa","Y","SBrkr",912,0,0,912,0,1,1,0,2,1,"TA",5,"Typ",0,"None","Attchd","1958"
501,"TA","Y","SBrkr",672,546,0,1218,0,0,1,1,3,1,"TA",7,"Typ",0,"None","Detchd","1973"
502,"Gd","Y","SBrkr",866,902,0,1768,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2005"
503,"Ex","Y","SBrkr",1214,0,0,1214,1,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1965"
504,"TA","Y","SBrkr",1801,0,0,1801,1,0,2,0,1,1,"TA",6,"Typ",2,"TA","Attchd","1959"
505,"TA","Y","SBrkr",855,467,0,1322,0,1,2,1,3,1,"TA",6,"Typ",1,"Fa","Attchd","1974"
506,"Gd","Y","SBrkr",960,1000,0,1960,0,0,2,0,4,2,"TA",10,"Typ",0,"None","Detchd","1952"
507,"Ex","Y","SBrkr",1065,846,0,1911,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1993"
508,"Ex","Y","SBrkr",1218,0,0,1218,0,0,2,0,2,1,"Gd",4,"Typ",0,"None","Attchd","2009"
509,"Ex","Y","SBrkr",689,689,0,1378,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","1928"
510,"Ex","Y","SBrkr",1041,0,0,1041,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1959"
511,"Ex","Y","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"TA",6,"Min1",2,"TA","CarPort","1951"
512,"Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2005"
513,"TA","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1964"
514,"TA","Y","SBrkr",1080,0,0,1080,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd","1983"
515,"Fa","N","SBrkr",789,0,0,789,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1926"
516,"Ex","Y","SBrkr",2020,0,0,2020,1,0,2,1,3,1,"Ex",9,"Typ",1,"Gd","Attchd","2009"
517,"TA","Y","SBrkr",1378,741,0,2119,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1972"
518,"Ex","Y","SBrkr",1277,1067,0,2344,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1996"
519,"Ex","Y","SBrkr",882,914,0,1796,1,0,2,1,3,1,"TA",7,"Typ",0,"None","Attchd","1998"
520,"Ex","Y","SBrkr",1276,804,0,2080,0,0,1,1,3,1,"Gd",9,"Typ",2,"Gd","Detchd","1926"
521,"TA","N","FuseA",694,600,0,1294,0,0,2,0,3,2,"TA",7,"Typ",0,"None","None","None"
522,"Ex","Y","FuseA",1244,0,0,1244,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","1957"
523,"Ex","Y","SBrkr",1004,660,0,1664,0,0,2,0,3,1,"TA",7,"Typ",2,"Gd","Detchd","1950"
524,"Ex","Y","SBrkr",3138,1538,0,4676,1,0,3,1,3,1,"Ex",11,"Typ",1,"Gd","BuiltIn","2007"
525,"Ex","Y","SBrkr",1383,1015,0,2398,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1996"
526,"Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","2005"
527,"TA","Y","SBrkr",928,0,0,928,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1956"
528,"Ex","Y","SBrkr",1476,1237,0,2713,1,0,2,1,3,1,"Ex",11,"Typ",1,"Gd","Attchd","2008"
529,"Ex","Y","SBrkr",605,0,0,605,1,0,1,0,2,1,"TA",5,"Typ",0,"None","None","None"
530,"TA","Y","SBrkr",2515,0,0,2515,1,0,3,0,4,2,"TA",9,"Maj1",2,"TA","Attchd","1975"
531,"Ex","Y","SBrkr",1509,0,0,1509,1,0,2,0,3,1,"Gd",5,"Typ",1,"Fa","Attchd","1988"
532,"Ex","Y","SBrkr",751,611,0,1362,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd","1920"
533,"Ex","Y","SBrkr",827,0,0,827,0,0,1,0,2,1,"TA",5,"Mod",1,"Po","Detchd","1967"
534,"Fa","N","FuseF",334,0,0,334,0,0,1,0,1,1,"Fa",2,"Typ",0,"None","None","None"
535,"Ex","Y","SBrkr",707,707,0,1414,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd","2004"
536,"TA","Y","SBrkr",820,527,0,1347,1,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None"
537,"Ex","Y","SBrkr",880,844,0,1724,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd","1998"
538,"TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1980"
539,"TA","Y","SBrkr",1159,0,0,1159,0,0,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","1968"
540,"Ex","Y","SBrkr",1601,0,0,1601,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","2001"
541,"Ex","Y","SBrkr",1838,0,0,1838,1,0,2,0,2,1,"Ex",8,"Typ",1,"Gd","Attchd","2006"
542,"Ex","Y","SBrkr",997,1288,0,2285,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn","2000"
543,"Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",7,"Maj1",1,"TA","Attchd","1998"
544,"Ex","Y","SBrkr",767,0,0,767,1,0,1,0,1,1,"TA",4,"Typ",0,"None","Attchd","1998"
545,"Ex","Y","SBrkr",664,832,0,1496,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
546,"Gd","Y","SBrkr",1377,806,0,2183,0,0,2,1,4,1,"Gd",9,"Typ",0,"None","Attchd","1988"
547,"Ex","Y","FuseA",915,720,0,1635,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd","1950"
548,"Ex","Y","SBrkr",768,0,0,768,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1987"
549,"TA","Y","SBrkr",825,0,0,825,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1963"
550,"Ex","Y","SBrkr",912,1182,0,2094,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","2003"
551,"TA","Y","SBrkr",1069,0,0,1069,0,0,2,0,2,1,"TA",4,"Typ",0,"None","Attchd","1977"
552,"Gd","Y","FuseA",928,0,0,928,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1957"
553,"Ex","Y","SBrkr",1717,0,0,1717,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
554,"Ex","Y","SBrkr",1126,0,0,1126,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Detchd","2002"
555,"Ex","Y","SBrkr",1006,1040,0,2046,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn","2003"
556,"TA","Y","FuseA",1048,0,0,1048,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","1922"
557,"TA","Y","FuseA",1092,0,0,1092,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","1957"
558,"Gd","Y","SBrkr",897,439,0,1336,0,0,1,1,3,1,"TA",7,"Typ",0,"None","CarPort","1994"
559,"Ex","Y","SBrkr",729,717,0,1446,0,1,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1996"
560,"Ex","Y","SBrkr",1557,0,0,1557,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","2003"
561,"TA","Y","SBrkr",1392,0,0,1392,1,0,1,1,3,1,"TA",5,"Mod",1,"Gd","Detchd","1957"
562,"Gd","Y","SBrkr",1389,0,0,1389,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","1975"
563,"Ex","Y","SBrkr",996,0,0,996,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","None","None"
564,"Ex","Y","SBrkr",1163,511,0,1674,0,0,2,0,4,1,"TA",8,"Typ",1,"Gd","Detchd","1955"
565,"Ex","Y","SBrkr",1166,1129,0,2295,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","1992"
566,"TA","N","FuseF",841,806,0,1647,1,0,1,1,4,1,"Fa",6,"Typ",0,"None","Detchd","1920"
567,"Ex","Y","SBrkr",1134,1370,0,2504,0,0,2,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn","2005"
568,"Ex","Y","SBrkr",1535,0,0,1535,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2004"
569,"Ex","Y","SBrkr",1496,636,0,2132,1,0,1,1,1,1,"Gd",5,"Min2",1,"Gd","BuiltIn","1983"
570,"TA","Y","SBrkr",943,0,0,943,1,0,1,0,2,1,"TA",4,"Typ",2,"TA","Detchd","1979"
571,"TA","Y","SBrkr",1728,0,0,1728,0,0,2,0,6,2,"TA",10,"Typ",0,"None","Detchd","1987"
572,"Ex","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"Gd",4,"Typ",0,"None","Attchd","1959"
573,"Gd","Y","SBrkr",846,846,0,1692,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2009"
574,"Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","BuiltIn","2000"
575,"TA","Y","SBrkr",576,533,0,1109,0,1,1,0,3,1,"TA",5,"Typ",0,"None","BuiltIn","1971"
576,"TA","Y","SBrkr",832,384,0,1216,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1947"
577,"Gd","Y","SBrkr",877,600,0,1477,0,1,2,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","1928"
578,"Ex","Y","SBrkr",1320,0,0,1320,1,0,1,0,3,1,"TA",6,"Typ",2,"Fa","Attchd","1966"
579,"Ex","Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Detchd","2007"
580,"Ex","N","FuseF",1050,745,0,1795,0,0,2,0,4,1,"TA",7,"Typ",0,"None","Attchd","1954"
581,"Ex","Y","SBrkr",1429,0,0,1429,0,1,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd","1960"
582,"Ex","Y","SBrkr",2042,0,0,2042,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","2009"
583,"TA","Y","SBrkr",816,0,0,816,1,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None"
584,"Gd","Y","SBrkr",1521,1254,0,2775,0,0,3,1,3,1,"Gd",9,"Typ",1,"Gd","Detchd","1988"
585,"Ex","Y","SBrkr",989,584,0,1573,0,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","1935"
586,"Ex","Y","SBrkr",2028,0,0,2028,1,0,2,0,2,1,"Gd",7,"Typ",2,"Gd","Attchd","2005"
587,"Ex","Y","SBrkr",838,0,0,838,1,0,1,0,2,1,"Fa",5,"Typ",0,"None","Detchd","1961"
588,"TA","Y","SBrkr",860,0,0,860,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1996"
589,"Ex","Y","SBrkr",1473,0,0,1473,2,0,1,0,1,1,"Ex",5,"Typ",2,"Gd","Attchd","1968"
590,"TA","Y","FuseA",779,0,156,935,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1988"
591,"Ex","Y","SBrkr",770,812,0,1582,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2004"
592,"Ex","Y","SBrkr",1728,568,0,2296,1,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn","2008"
593,"Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1985"
594,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",0,"None","Attchd","2003"
595,"TA","Y","SBrkr",924,0,0,924,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1981"
596,"Ex","Y","SBrkr",1826,0,0,1826,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","2005"
597,"Ex","N","FuseA",684,684,0,1368,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","1930"
598,"Ex","Y","SBrkr",1402,0,0,1402,0,2,0,2,2,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
599,"Ex","Y","SBrkr",1647,0,0,1647,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1977"
600,"TA","Y","SBrkr",716,840,0,1556,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1980"
601,"Ex","Y","SBrkr",1058,846,0,1904,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","BuiltIn","2003"
602,"TA","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd","1979"
603,"Ex","Y","SBrkr",927,988,0,1915,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1992"
604,"Ex","Y","SBrkr",600,600,0,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","2004"
605,"Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","2002"
606,"TA","Y","SBrkr",1186,800,0,1986,0,0,2,1,3,1,"TA",7,"Typ",3,"Fa","Attchd","1965"
607,"Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","2000"
608,"Ex","Y","SBrkr",1112,896,0,2008,1,0,3,0,3,1,"Ex",8,"Typ",0,"None","Attchd","1948"
609,"TA","Y","SBrkr",1940,1254,0,3194,0,0,2,1,4,1,"TA",10,"Typ",2,"Gd","Basment","1934"
610,"Gd","Y","SBrkr",1029,0,0,1029,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1961"
611,"Ex","Y","SBrkr",1476,677,0,2153,1,0,2,1,3,1,"Ex",8,"Typ",2,"Ex","Attchd","2000"
612,"TA","Y","SBrkr",1032,0,0,1032,0,1,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1978"
613,"Ex","Y","SBrkr",1299,573,0,1872,1,0,2,1,3,1,"Ex",7,"Typ",1,"TA","BuiltIn","2001"
614,"Ex","Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,"None","None","None"
615,"Ex","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None","None"
616,"Ex","Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Attchd","1963"
617,"Ex","Y","SBrkr",807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2002"
618,"Gd","Y","SBrkr",832,0,0,832,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","Detchd","1962"
619,"Ex","Y","SBrkr",1828,0,0,1828,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","2007"
620,"Ex","Y","SBrkr",1482,780,0,2262,1,0,2,1,4,1,"Gd",10,"Typ",2,"Gd","Attchd","2003"
621,"TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"None","None","None"
622,"TA","Y","SBrkr",1548,1066,0,2614,0,0,2,1,4,1,"TA",9,"Typ",1,"TA","Attchd","1974"
623,"TA","Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1986"
624,"Ex","Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,"TA","Detchd","2000"
625,"Gd","Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,"TA",8,"Min2",1,"TA","Attchd","1972"
626,"TA","Y","SBrkr",1116,0,0,1116,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd","1962"
627,"TA","Y","SBrkr",1422,0,0,1422,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Attchd","1960"
628,"Ex","Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,"Gd","Basment","1955"
629,"TA","Y","SBrkr",1040,1040,0,2080,0,1,1,2,5,1,"Fa",9,"Typ",2,"TA","Attchd","1969"
630,"TA","Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1964"
631,"TA","Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"Ex",8,"Typ",0,"None","Detchd","1937"
632,"Ex","Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2006"
633,"TA","Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1977"
634,"TA","Y","SBrkr",1056,0,0,1056,0,1,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1954"
635,"Gd","Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,"None","Detchd","1980"
636,"Ex","Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ",0,"None","None","None"
637,"Fa","N","FuseA",800,0,0,800,0,0,1,0,1,1,"Fa",4,"Maj1",1,"Po","None","None"
638,"TA","Y","FuseA",811,576,0,1387,0,0,2,0,3,2,"Gd",7,"Typ",0,"None","BuiltIn","1954"
639,"Gd","Y","FuseA",796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ",0,"None","None","None"
640,"Ex","Y","SBrkr",1567,0,0,1567,1,0,2,0,1,1,"Ex",7,"Typ",1,"Gd","Attchd","2006"
641,"Ex","Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"Ex",6,"Typ",1,"Gd","Attchd","2003"
642,"Ex","Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","2001"
643,"Gd","Y","SBrkr",2000,704,0,2704,1,0,2,1,4,1,"Ex",9,"Typ",3,"TA","Attchd","1972"
644,"Ex","Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"None","Attchd","1969"
645,"Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd","2009"
646,"TA","Y","SBrkr",981,0,0,981,1,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd","1979"
647,"Gd","Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,"None","Detchd","1950"
648,"Ex","Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ",2,"Gd","Attchd","1953"
649,"TA","Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd","1966"
650,"Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None","None"
651,"Ex","Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
652,"TA","Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","1940"
653,"Ex","Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","1996"
