"Id" "GarageCars" "GarageArea" "WoodDeckSF" "OpenPorchSF" "EnclosedPorch" "X3SsnPorch" "ScreenPorch" "PoolArea" "MiscVal" "DtSold" "PavedDrive.fP" "PavedDrive.fY" "SaleType.fCon" "SaleType.fConLD" "SaleType.fConLI" "SaleType.fConLw" "SaleType.fCWD" "SaleType.fNew" "SaleType.fOth" "SaleType.fWD" "GarageFinish.fNone" "GarageFinish.fRFn" "GarageFinish.fUnf" "GarageCond.fFa" "GarageCond.fGd" "GarageCond.fNone" "GarageCond.fPo" "GarageCond.fTA" "GarageQual.fFa" "GarageQual.fGd" "GarageQual.fNone" "GarageQual.fPo" "GarageQual.fTA" "PoolQC.fFa" "PoolQC.fGd" "PoolQC.fNone" "Fence.fGdWo" "Fence.fMnPrv" "Fence.fMnWw" "Fence.fNone" "MiscFeature.fNone" "MiscFeature.fOthr" "MiscFeature.fShed" "MiscFeature.fTenC"
"268" 268 1 240 262 24 0 0 0 0 0 2008-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"269" 269 1 924 0 25 0 0 0 0 0 2008-02-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0
"270" 270 1 504 370 30 0 0 0 0 0 2007-05-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
"271" 271 3 1053 192 51 0 0 0 0 0 2006-08-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"272" 272 2 439 81 0 0 0 0 0 0 2008-04-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"273" 273 3 671 132 57 0 0 0 0 0 2010-04-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"274" 274 1 338 289 0 0 0 0 0 0 2009-04-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"275" 275 1 264 168 0 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"276" 276 2 672 74 0 0 0 144 0 0 2009-10-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"277" 277 2 573 100 150 0 0 0 0 0 2010-04-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"278" 278 2 400 0 0 0 0 0 0 0 2010-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"279" 279 3 732 124 98 0 0 142 0 0 2007-05-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"280" 280 2 505 288 117 0 0 0 0 0 2008-03-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"281" 281 2 575 0 84 0 196 0 0 0 2007-01-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"282" 282 2 572 0 120 0 0 0 0 0 2006-05-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"283" 283 2 626 172 62 0 0 0 0 0 2009-04-01 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"284" 284 3 898 210 150 0 0 0 0 0 2009-12-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"285" 285 2 529 0 0 52 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"286" 286 2 528 0 54 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"287" 287 2 440 0 0 0 0 128 0 0 2006-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
"288" 288 0 0 0 0 0 0 0 0 0 2006-06-01 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0
"289" 289 1 280 0 0 0 0 0 0 0 2010-02-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"290" 290 1 384 0 0 0 0 259 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"291" 291 2 685 0 51 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0
"292" 292 0 0 0 184 0 0 0 0 0 2008-03-01 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0
"293" 293 1 281 0 0 0 0 160 0 0 2009-01-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"294" 294 2 539 0 250 0 0 0 0 0 2006-03-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"295" 295 2 418 110 0 0 0 0 0 0 2009-10-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"296" 296 2 588 120 0 0 0 0 0 0 2006-03-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
"297" 297 1 282 289 0 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"298" 298 2 576 0 10 0 0 198 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"299" 299 2 539 224 0 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"300" 300 1 300 0 36 0 0 0 0 0 2009-08-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
"301" 301 1 375 0 0 0 0 0 0 0 2006-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"302" 302 2 683 208 50 0 0 0 0 0 2007-05-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"303" 303 3 843 468 81 0 0 0 0 0 2006-01-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"304" 304 2 552 256 0 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0
"305" 305 3 870 302 0 0 0 0 0 0 2008-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"306" 306 3 888 168 0 0 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"307" 307 3 746 127 44 224 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"308" 308 0 0 0 144 0 0 0 0 0 2008-03-01 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0
"309" 309 2 539 158 0 0 0 0 0 0 2009-03-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"310" 310 3 708 208 175 0 0 0 0 0 2006-11-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"311" 311 2 420 190 63 0 0 0 0 0 2006-05-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"312" 312 1 240 0 0 0 0 0 0 0 2009-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"313" 313 2 410 0 0 0 0 271 0 0 2006-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"314" 314 2 513 0 0 0 0 0 0 0 2009-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"315" 315 2 546 0 0 234 0 0 0 0 2006-08-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0
"316" 316 2 432 100 51 0 0 0 0 0 2009-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"317" 317 2 484 288 195 0 0 0 0 0 2009-08-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
"318" 318 3 1025 208 46 0 0 0 0 0 2007-12-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"319" 319 3 656 340 60 144 0 0 0 0 2009-04-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"320" 320 2 588 233 48 0 0 0 0 0 2009-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"321" 321 3 840 240 154 0 0 0 0 0 2006-09-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"322" 322 3 872 184 154 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"323" 323 2 576 201 96 0 0 0 0 0 2007-08-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"324" 324 1 220 142 98 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0
"325" 325 2 564 240 0 0 0 0 0 0 2010-06-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"326" 326 2 360 0 0 244 0 0 0 0 2007-12-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"327" 327 2 473 122 30 0 0 0 0 0 2008-05-01 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"328" 328 1 292 0 45 0 0 0 0 0 2006-04-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"329" 329 2 441 0 60 268 0 0 0 0 2009-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"330" 330 1 189 0 0 137 0 0 0 0 2009-07-01 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
"331" 331 1 352 155 0 0 0 0 0 0 2007-11-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"332" 332 1 308 0 0 0 0 0 0 0 2007-08-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"333" 333 3 880 0 0 0 0 0 0 0 2009-10-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"334" 334 2 484 192 30 0 0 0 0 0 2008-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"335" 335 2 472 100 38 0 0 0 0 0 2008-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"336" 336 2 529 670 0 0 0 0 0 700 2008-08-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0
"337" 337 3 676 178 51 0 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"338" 338 2 532 192 74 0 0 0 0 0 2008-12-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"339" 339 2 440 108 45 0 0 0 0 400 2006-05-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0
"340" 340 1 297 0 0 0 0 234 0 0 2009-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"341" 341 2 431 135 0 0 0 0 0 0 2010-04-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"342" 342 1 294 250 0 24 0 0 0 0 2009-09-01 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"343" 343 2 400 0 0 0 0 0 0 0 2006-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"344" 344 2 564 495 72 0 0 0 0 0 2008-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"345" 345 1 336 182 0 0 0 0 0 0 2010-04-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"346" 346 1 312 0 0 0 0 0 0 0 2006-10-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"347" 347 1 301 0 0 0 0 0 0 15500 2007-04-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
"348" 348 2 498 0 40 0 0 0 0 0 2009-12-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"349" 349 2 474 0 27 0 0 0 0 0 2008-10-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"350" 350 3 706 0 0 0 0 0 0 0 2006-04-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"351" 351 2 617 210 54 0 0 0 0 0 2007-12-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"352" 352 2 445 0 80 0 0 184 0 0 2006-12-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"353" 353 1 200 48 0 0 0 0 0 0 2008-03-01 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"354" 354 2 484 106 0 0 0 0 0 0 2010-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"355" 355 1 240 0 0 108 0 0 0 0 2006-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"356" 356 2 521 0 26 0 0 0 0 0 2007-08-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"357" 357 2 400 120 26 0 0 0 0 0 2009-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"358" 358 2 528 536 90 0 0 0 0 0 2007-08-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"359" 359 1 288 168 0 294 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"360" 360 2 592 208 75 0 0 374 0 0 2006-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"361" 361 2 470 0 0 0 0 192 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"362" 362 1 240 0 0 0 0 0 0 0 2008-07-01 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"363" 363 2 672 0 0 177 0 0 0 0 2009-07-01 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"364" 364 1 264 250 0 0 0 0 0 0 2009-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"365" 365 2 566 306 111 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"366" 366 1 468 0 128 218 0 0 0 0 2009-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"367" 367 2 514 0 76 0 0 185 0 0 2009-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"368" 368 1 296 64 110 0 0 0 0 0 2008-12-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"369" 369 1 244 0 98 0 0 0 0 0 2010-03-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"370" 370 2 576 364 17 0 0 182 0 0 2010-03-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"371" 371 2 460 100 40 0 0 0 0 0 2006-01-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"372" 372 2 680 0 59 0 0 0 0 0 2008-07-01 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"373" 373 1 264 353 0 0 0 90 0 0 2010-02-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"374" 374 1 270 66 0 0 0 0 0 0 2009-11-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0
"375" 375 2 434 100 48 0 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"376" 376 0 0 0 0 0 0 0 0 0 2009-03-01 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0
"377" 377 2 576 0 0 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"378" 378 2 610 159 214 0 0 0 0 0 2007-12-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"379" 379 3 834 113 0 0 0 0 0 0 2010-06-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"380" 380 2 463 100 63 0 0 0 0 0 2009-06-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"381" 381 1 308 0 0 242 0 0 0 0 2010-05-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"382" 382 2 572 216 121 0 0 0 0 0 2006-08-01 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"383" 383 2 639 144 53 0 0 0 0 0 2007-04-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"384" 384 2 360 0 0 91 0 0 0 0 2009-10-01 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0
"385" 385 2 501 216 231 0 0 0 0 0 2007-06-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"386" 386 2 430 146 20 0 0 144 0 0 2010-04-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"387" 387 0 0 0 151 0 0 0 0 0 2006-05-01 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0
"388" 388 1 352 296 0 0 0 0 0 0 2009-10-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0
"389" 389 2 577 120 25 0 0 0 0 0 2008-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"390" 390 3 846 196 134 0 0 0 0 0 2008-08-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"391" 391 1 384 0 130 112 0 0 0 0 2008-04-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
"392" 392 2 560 125 192 0 0 0 0 0 2009-06-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"393" 393 1 294 0 0 0 0 0 0 1200 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0
"394" 394 0 0 0 0 0 0 0 0 0 2006-04-01 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0
"395" 395 1 240 0 39 0 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"396" 396 1 596 44 0 0 0 0 0 0 2010-06-01 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"397" 397 2 600 215 0 0 0 0 0 0 2009-09-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"398" 398 1 264 0 168 0 0 0 0 0 2007-07-01 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"399" 399 1 338 0 0 0 0 0 0 0 2007-11-01 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0
"400" 400 2 438 0 168 0 0 0 0 0 2009-10-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"401" 401 2 500 120 30 0 0 224 0 0 2008-12-01 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"402" 402 2 400 0 0 0 0 0 0 0 2006-07-01 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
"403" 403 1 240 168 0 0 0 0 0 0 2008-08-01 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
