"","Id","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating"
"730",730,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",152,"Unf",0,628,780,"GasA"
"731",731,1996,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1180,"Unf",0,415,1595,"GasA"
"732",732,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"Gd","TA","PConc","Ex","TA","Av","GLQ",786,"Unf",0,82,868,"GasA"
"733",733,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",0,901,1153,"GasA"
"734",734,1983,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Unf",0,270,864,"GasA"
"735",735,1968,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,948,948,"GasA"
"736",736,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",0,490,880,"GasW"
"737",737,1950,"Gable","CompShg","Stucco","Stone","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA"
"738",738,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,893,893,"GasA"
"739",739,1988,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",1200,"None",0,0,1200,"GasA"
"740",740,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,864,864,"GasA"
"741",741,2002,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,264,264,"GasA"
"742",742,1996,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",832,"Unf",0,80,912,"GasA"
"743",743,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"GasA"
"744",744,1999,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",0,76,520,"GasA"
"745",745,1993,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",733,"Unf",0,604,1337,"GasA"
"746",746,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",575,"ALQ",80,487,1142,"GasA"
"747",747,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,652,952,"GasA"
"748",748,2003,"Mansard","CompShg","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",0,1240,1240,"GasW"
"749",749,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",0,801,1720,"GasA"
"750",750,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"Wall"
"751",751,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,576,576,"GasA"
"752",752,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,660,660,"GasA"
"753",753,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",1200,"Unf",0,279,1479,"GasA"
"754",754,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1030,1030,"GasA"
"755",755,2005,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",439,"LwQ",472,115,1026,"GasA"
"756",756,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",894,"TA","TA","PConc","Gd","TA","No","GLQ",381,"Unf",0,348,729,"GasA"
"757",757,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",0,846,866,"GasA"
"758",758,1978,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",438,"Unf",0,234,672,"GasA"
"759",759,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",549,"Unf",0,195,744,"GasA"
"760",760,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",56,"ALQ",64,1198,1318,"GasA"
"761",761,1959,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",612,"Unf",0,252,864,"GasA"
"762",762,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",405,"Unf",0,740,1145,"GasA"
"763",763,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,732,756,"GasA"
"764",764,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",0,89,1252,"GasA"
"765",765,1996,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"GasA"
"766",766,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",284,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1498,1498,"GasA"
"767",767,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",42,"TA","TA","CBlock","Gd","TA","No","GLQ",394,"Unf",0,586,980,"GasA"
"768",768,1985,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",660,"Unf",0,323,983,"GasA"
"769",769,2005,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1836,1860,"GasA"
"770",770,2003,"Hip","CompShg","CemntBd","Wd Shng","BrkFace",603,"Ex","TA","PConc","Gd","TA","Gd","ALQ",1416,"Unf",0,234,1650,"GasA"
"771",771,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",685,"Unf",0,173,858,"GasA"
"772",772,1951,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","Fa","No","LwQ",836,"None",0,0,836,"GasA"
"773",773,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",127,480,1029,"GasA"
"774",774,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,"TA","TA","CBlock","TA","TA","No","Rec",456,"Unf",0,456,912,"GasA"
"775",775,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"GasA"
"776",776,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",320,"TA","TA","PConc","Ex","TA","No","GLQ",866,"Unf",0,338,1204,"GasA"
"777",777,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",0,1594,1614,"GasA"
"778",778,1974,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",762,"Unf",0,102,864,"GasA"
"779",779,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",320,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"780",780,1977,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ",975,"None",0,0,975,"GasA"
"781",781,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1237,1237,"GasA"
"782",782,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",387,"Unf",0,374,761,"GasA"
"783",783,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"GasA"
"784",784,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,"TA","Gd","PConc","Gd","TA","Av","GLQ",1097,"None",0,0,1097,"GasA"
"785",785,2001,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA"
"786",786,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",251,"LwQ",630,491,1372,"GasA"
"787",787,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",686,"None",0,0,686,"GasA"
"788",788,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",656,"Unf",0,300,956,"GasA"
"789",789,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA"
"790",790,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"GasA"
"791",791,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ",16,"Unf",0,1129,1145,"GasA"
"792",792,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",539,"Unf",0,490,1029,"GasA"
"793",793,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",862,"Unf",0,255,1117,"GasA"
"794",794,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1496,1496,"GasA"
"795",795,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,712,712,"GasA"
"796",796,1981,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,650,650,"GasA"
"797",797,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",148,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,660,660,"GasA"
"798",798,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",570,"Unf",0,203,773,"GasA"
"799",799,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",860,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1926,1926,"GasA"
"800",800,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,"TA","TA","BrkTil","Gd","TA","No","ALQ",569,"Unf",0,162,731,"GasA"
"801",801,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",462,"Unf",0,154,616,"GasA"
"802",802,1990,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",197,"Unf",0,999,1196,"GasA"
"803",803,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",648,"Unf",0,80,728,"GasA"
"804",804,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",424,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1734,1734,"GasA"
"805",805,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",812,"Unf",0,124,936,"GasA"
"806",806,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1417,1417,"GasA"
"807",807,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Av","ALQ",400,"Rec",480,100,980,"GasA"
"808",808,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1309,"Unf",0,15,1324,"GasA"
"809",809,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,"TA","TA","CBlock","TA","TA","Av","ALQ",516,"BLQ",128,380,1024,"GasA"
"810",810,1965,"Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,849,849,"GasA"
"811",811,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","CBlock","TA","TA","No","ALQ",663,"LwQ",377,0,1040,"GasA"
"812",812,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Gd","GLQ",662,"Unf",0,186,848,"GasA"
"813",813,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,540,540,"GasA"
"814",814,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,"TA","TA","CBlock","TA","TA","No","Rec",608,"Unf",0,834,1442,"GasA"
"815",815,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,686,686,"GasW"
"816",816,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1649,1649,"GasA"
"817",817,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA"
"818",818,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,"Gd","TA","PConc","Gd","TA","No","GLQ",1218,"Unf",0,350,1568,"GasA"
"819",819,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","TA","TA","Av","GLQ",504,"Unf",0,506,1010,"GasA"
"820",820,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,"Gd","TA","PConc","Gd","TA","Mn","GLQ",733,"Unf",0,625,1358,"GasA"
"821",821,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,798,798,"GasA"
"822",822,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,936,936,"GasA"
"823",823,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,847,847,"GasA"
"824",824,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,778,778,"GasA"
"825",825,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1489,1489,"GasA"
"826",826,2008,"Hip","CompShg","CemntBd","CmentBd","BrkFace",816,"Ex","TA","PConc","Ex","TA","Av","GLQ",1636,"Unf",0,442,2078,"GasA"
"827",827,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",784,"None",0,0,784,"GasA"
"828",828,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",20,"Unf",0,1434,1454,"GasA"
"829",829,1967,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","TA","PConc","TA","Gd","Gd","LwQ",249,"ALQ",764,0,1013,"GasA"
"830",830,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA"
"831",831,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,"TA","TA","CBlock","TA","TA","No","Rec",1040,"Unf",0,352,1392,"GasA"
"832",832,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA"
"833",833,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,"Gd","TA","PConc","Gd","TA","No","GLQ",483,"Unf",0,458,941,"GasA"
"834",834,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",196,"BLQ",345,975,1516,"GasA"
"835",835,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,"TA","TA","CBlock","TA","TA","No","Rec",572,"Unf",0,572,1144,"GasA"
"836",836,1995,"Gable","CompShg","VinylSd","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",442,"Unf",0,625,1067,"GasA"
"837",837,1973,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",338,"Unf",0,1221,1559,"GasA"
"838",838,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"GasA"
"839",839,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA"
"840",840,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",352,"Unf",0,416,768,"GasA"
"841",841,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA"
"842",842,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"GasA"
"843",843,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,"TA","TA","CBlock","TA","TA","Gd","Rec",312,"ALQ",539,276,1127,"GasA"
"844",844,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1800,1800,"GasA"
"845",845,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,876,876,"GasA"
"846",846,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1390,"None",0,0,1390,"GasA"
"847",847,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,"Gd","TA","PConc","Gd","TA","No","ALQ",513,"Unf",0,227,740,"GasA"
"848",848,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",460,"Unf",0,404,864,"GasA"
"849",849,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,907,907,"GasA"
"850",850,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",360,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,528,528,"GasA"
"851",851,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,189,848,"GasA"
"852",852,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1273,1273,"GasA"
"853",853,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",364,"Unf",0,554,918,"GasA"
"854",854,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",115,"TA","Gd","CBlock","TA","TA","Gd","Rec",564,"Unf",0,563,1127,"GasA"
"855",855,1974,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",306,"Rec",1085,372,1763,"GasA"
"856",856,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",659,"Unf",0,381,1040,"GasA"
"857",857,1978,"Gable","CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA"
"858",858,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,702,702,"GasA"
"859",859,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",189,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1090,1090,"GasA"
"860",860,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,"TA","TA","CBlock","TA","TA","Mn","BLQ",619,"Unf",0,435,1054,"GasA"
"861",861,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA"
"862",862,1965,"Hip","CompShg","Plywood","HdBoard","None",0,"TA","TA","PConc","TA","TA","Mn","BLQ",841,"Unf",0,198,1039,"GasA"
"863",863,1985,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA"
"864",864,1959,"Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1148,"None",0,0,1148,"GasA"
"865",865,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1372,1372,"GasA"
"866",866,1970,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,"TA","TA","CBlock","TA","TA","No","BLQ",828,"Unf",0,174,1002,"GasA"
"867",867,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",274,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1638,1638,"GasA"
"868",868,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",932,"Unf",0,108,1040,"GasA"
"869",869,1950,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"870",870,1994,"Gable","CompShg","MetalSd","MetalSd","BrkFace",246,"Gd","TA","PConc","Gd","TA","No","GLQ",750,"Unf",0,300,1050,"GasA"
"871",871,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA"
"872",872,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",116,"TA","TA","PConc","Gd","TA","No","GLQ",505,"Unf",0,299,804,"GasA"
"873",873,1996,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","Stone","TA","TA","Av","Unf",0,"Unf",0,105,105,"GasA"
"874",874,1950,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",375,"Unf",0,457,832,"GasA"
"875",875,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,676,676,"GasA"
"876",876,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",64,"Unf",0,1120,1184,"GasA"
"877",877,1963,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",633,"Unf",0,431,1064,"GasA"
"878",878,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","Ex","TA","No","GLQ",1170,"Unf",0,292,1462,"GasA"
"879",879,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",899,"Unf",0,210,1109,"GasA"
"880",880,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","CBlock","TA","TA","No","ALQ",646,"Unf",0,218,864,"GasA"
"881",881,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","Gd","No","ALQ",980,"Unf",0,110,1090,"GasA"
"882",882,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"GasA"
"883",883,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA"
"884",884,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,795,795,"GasA"
"885",885,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"GasA"
"886",886,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"GasA"
"887",887,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA"
"888",888,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA"
"889",889,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","Gd","Gd","ALQ",351,"Rec",823,1043,2217,"GasA"
"890",890,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","TA","TA","No","BLQ",1024,"Unf",0,481,1505,"GasA"
"891",891,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,672,672,"GasA"
"892",892,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","TA","No","LwQ",226,"Rec",500,192,918,"GasA"
"893",893,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",663,"Unf",0,396,1059,"GasA"
"894",894,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",1064,"Unf",0,319,1383,"GasA"
"895",895,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"896",896,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","TA","TA","No","BLQ",400,"Unf",0,380,780,"GasA"
"897",897,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",285,"Unf",0,666,951,"GasA"
"898",898,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"899",899,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2188,"Unf",0,142,2330,"GasA"
