"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd","alley_grvl","alley_pave","landslope_sev","landslope_mod"
"525",525,60,1,11882,1,1,0,1,0,"NoRidge",0,0,0,7,5,1996,1997,0,0,0,0
"526",526,20,4,7562,1,0,0,1,0,"Somerst",0,0,0,7,5,2005,2005,0,1,0,0
"527",527,20,1,13370,1,0,0,1,0,"NAmes",0,0,0,5,7,1956,2000,0,0,0,0
"528",528,60,1,15015,1,1,0,1,0,"NridgHt",0,0,0,9,5,2008,2008,0,0,0,0
"529",529,30,1,9156,1,1,0,1,0,"Edwards",0,0,0,4,7,1920,2002,0,0,0,0
"530",530,20,1,32668,1,1,0,1,3,"Crawfor",0,0,0,6,3,1957,1975,0,0,0,0
"531",531,80,1,10285,1,0,0,1,0,"Timber",0,0,0,6,5,1988,1989,0,0,0,0
"532",532,70,2,6215,1,1,0,1,1,"BrkSide",3,1,0,6,8,1920,1999,0,0,0,0
"533",533,20,1,7260,1,0,0,1,0,"NAmes",0,0,0,5,7,1955,2007,0,0,0,0
"534",534,20,1,5050,1,0,2,1,0,"BrkSide",0,0,0,1,3,1946,1950,0,0,0,1
"535",535,60,1,9130,1,1,0,1,0,"Gilbert",0,0,0,8,5,2004,2004,0,0,0,0
"536",536,190,1,7070,1,0,0,1,0,"Edwards",0,0,1,5,7,1910,1991,0,0,0,0
"537",537,60,1,8981,1,1,0,1,3,"CollgCr",0,0,0,7,5,1998,1999,0,0,0,0
"538",538,20,1,12735,1,1,0,1,1,"NAmes",0,0,0,4,5,1972,1972,0,0,0,0
"539",539,20,1,11553,1,1,0,1,0,"Sawyer",0,0,0,5,5,1968,1968,0,0,0,0
"540",540,20,1,11423,1,0,0,1,0,"CollgCr",0,0,0,8,5,2001,2002,0,0,0,0
"541",541,20,1,14686,1,0,0,1,0,"Timber",0,0,0,9,5,2006,2006,0,0,0,0
"542",542,60,1,11000,1,0,0,1,1,"NoRidge",0,0,0,8,5,2000,2000,0,0,0,0
"543",543,20,1,10218,1,0,0,1,0,"NWAmes",3,0,0,7,5,1998,1999,0,0,0,0
"544",544,120,3,4092,1,0,0,1,0,"NAmes",0,0,3,7,5,1998,1998,0,0,0,0
"545",545,60,1,17162,1,1,0,1,0,"Gilbert",0,0,0,7,5,2006,2006,0,0,0,0
"546",546,50,1,13837,1,1,0,1,2,"NWAmes",0,0,0,7,5,1988,1988,0,0,0,0
"547",547,50,1,8807,1,1,1,1,0,"BrkSide",0,0,0,6,7,1923,1950,0,0,0,0
"548",548,85,1,7298,1,0,0,1,0,"Mitchel",0,0,0,5,7,1970,1970,0,0,0,0
"549",549,20,2,8284,1,1,3,1,0,"OldTown",1,3,0,5,7,1955,1995,0,0,0,0
"550",550,60,4,9450,1,0,0,1,0,"Somerst",0,0,0,7,5,2003,2004,0,0,0,0
"551",551,120,1,4096,1,0,0,1,0,"NPkVill",0,0,3,6,6,1977,1977,0,0,0,0
"552",552,20,2,6050,1,0,0,1,0,"OldTown",0,0,0,5,6,1957,1957,0,0,0,0
"553",553,20,1,11233,1,1,0,1,0,"NridgHt",0,0,0,8,5,2006,2006,0,0,0,0
"554",554,20,1,8844,1,0,0,1,0,"Edwards",1,0,0,4,5,1949,2003,0,0,0,0
"555",555,60,1,10710,1,0,0,1,0,"NridgHt",0,0,0,7,5,2003,2004,0,0,0,0
"556",556,45,2,6438,1,0,0,1,0,"BrkSide",0,0,0,5,6,1922,1950,0,0,0,0
"557",557,20,1,14919,1,1,0,1,0,"NAmes",0,0,0,5,5,1957,1957,0,0,0,0
"558",558,50,0,11100,1,0,2,1,0,"IDOTRR",0,0,0,4,6,1920,1950,0,0,0,1
"559",559,60,1,21929,1,2,3,1,1,"Gilbert",0,0,0,7,5,1996,1997,0,0,0,0
"560",560,120,1,3196,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2003,2004,0,0,0,0
"561",561,20,1,11341,1,1,0,1,0,"Sawyer",0,0,0,5,6,1957,1996,0,0,0,0
"562",562,20,1,10087,1,0,0,1,0,"Mitchel",0,0,0,5,5,1974,1975,0,0,0,1
"563",563,30,1,13970,1,0,0,1,0,"Edwards",0,0,0,5,6,1940,1969,0,0,0,0
"564",564,50,1,21846,1,0,0,1,0,"Edwards",0,0,0,6,7,1918,1950,0,0,0,0
"565",565,60,1,13346,1,1,0,1,3,"NoRidge",0,0,0,7,5,1992,2000,0,0,0,0
"566",566,70,1,6924,1,0,1,1,2,"SWISU",0,0,0,6,4,1915,1950,0,0,0,0
"567",567,60,1,11275,1,1,0,1,0,"StoneBr",0,0,0,9,5,2005,2007,0,0,0,0
"568",568,20,1,10241,1,1,0,1,0,"NridgHt",0,0,0,7,5,2004,2004,0,0,0,0
"569",569,50,1,12406,1,1,2,1,0,"SawyerW",0,0,0,8,8,1983,2009,0,0,0,1
"570",570,90,1,7032,1,1,0,1,2,"NAmes",0,0,2,5,5,1979,1979,0,0,0,0
"571",571,90,1,13175,1,1,0,1,0,"NAmes",0,0,2,5,5,1965,1965,0,0,0,0
"572",572,20,1,7392,1,0,0,1,0,"NAmes",0,0,0,6,6,1959,1959,0,0,0,0
"573",573,60,1,13242,1,1,3,1,2,"Timber",0,0,0,7,5,2009,2009,0,0,0,0
"574",574,80,1,10043,1,1,0,1,0,"Gilbert",0,0,0,7,5,2000,2000,0,0,0,0
"575",575,80,1,10570,1,0,0,1,1,"NAmes",0,0,0,5,7,1971,2005,0,0,0,0
"576",576,50,1,8560,1,0,0,1,0,"NAmes",0,0,0,5,5,1947,1950,0,0,0,0
"577",577,50,1,6344,1,0,0,1,0,"SWISU",0,0,0,7,7,1928,1950,0,0,0,0
"578",578,80,1,11873,1,1,0,1,0,"Sawyer",0,0,0,5,6,1966,1966,0,0,0,0
"579",579,160,4,3638,1,0,0,1,2,"Somerst",0,0,3,7,5,2007,2007,0,1,0,0
"580",580,50,2,12231,1,0,0,1,0,"OldTown",0,0,0,5,5,1954,1954,1,0,0,0
"581",581,20,1,14585,1,1,0,1,3,"NAmes",0,0,0,6,6,1960,1987,0,0,0,0
"582",582,20,1,12802,1,0,0,1,0,"NridgHt",0,0,0,8,5,2008,2009,0,0,0,0
"583",583,90,1,11922,0,0,0,1,0,"Edwards",0,0,2,6,5,1990,1990,0,0,0,0
"584",584,75,2,13575,1,0,0,1,0,"OldTown",1,2,0,10,9,1893,2000,0,0,0,0
"585",585,50,2,6171,1,0,0,1,0,"BrkSide",0,0,0,4,7,1935,1995,0,0,0,0
"586",586,20,1,11531,1,0,0,1,0,"Timber",0,0,0,8,5,2005,2006,0,0,0,0
"587",587,30,1,10322,1,0,0,1,0,"BrkSide",3,0,0,6,7,1918,2000,0,0,0,0
"588",588,85,1,8814,1,1,0,1,0,"Sawyer",0,0,0,5,6,1982,1982,0,0,0,0
"589",589,20,1,25160,1,1,2,1,0,"ClearCr",0,0,0,5,8,1968,2003,0,0,1,0
"590",590,40,2,9150,1,0,0,1,0,"BrkSide",3,1,0,5,6,1930,1960,0,0,0,0
"591",591,60,1,8384,1,0,0,1,0,"CollgCr",0,0,0,7,5,2004,2004,0,0,0,0
"592",592,60,1,13575,1,1,0,1,2,"NridgHt",0,0,0,10,5,2008,2008,0,0,0,0
"593",593,20,1,6660,1,0,0,1,0,"Mitchel",0,0,0,5,8,1982,2003,0,0,0,0
"594",594,120,2,4435,1,0,0,1,0,"CollgCr",0,0,3,6,5,2003,2003,0,0,0,0
"595",595,20,1,8078,1,1,0,1,0,"CollgCr",0,0,0,5,6,1975,1975,0,0,0,0
"596",596,20,1,11371,1,1,0,1,0,"StoneBr",0,0,0,8,5,2005,2006,0,0,0,0
"597",597,70,2,3660,1,0,0,1,0,"OldTown",0,0,0,6,7,1910,1993,1,0,0,0
"598",598,120,1,3975,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2006,2007,0,0,0,0
"599",599,20,1,13064,1,0,1,1,0,"Crawfor",0,0,0,5,6,1977,1977,0,0,0,0
"600",600,160,2,1974,1,0,0,1,0,"Blueste",0,0,4,6,6,1980,1980,0,0,0,0
"601",601,60,1,11001,1,0,0,1,0,"NridgHt",0,0,0,8,5,2005,2005,0,0,0,0
"602",602,50,2,9050,1,0,1,1,0,"IDOTRR",0,0,0,6,6,1937,1950,0,0,0,0
"603",603,60,1,10121,1,1,0,1,0,"SawyerW",0,0,0,8,5,1992,1992,0,0,0,0
"604",604,160,4,3212,1,0,0,1,0,"Somerst",0,0,3,7,5,2004,2005,0,1,0,0
"605",605,20,1,12891,1,1,0,1,0,"CollgCr",0,0,0,7,5,2002,2002,0,0,0,0
"606",606,60,1,13685,1,0,0,1,0,"NAmes",0,0,0,7,6,1965,1990,0,0,0,0
"607",607,20,1,12546,1,2,2,1,2,"CollgCr",0,0,0,5,5,1996,1996,0,0,0,1
"608",608,20,1,7878,1,0,1,1,0,"Edwards",0,0,0,5,8,1948,2002,0,0,0,1
"609",609,70,1,12246,1,0,3,1,0,"Crawfor",0,0,0,8,6,1934,1998,0,0,0,1
"610",610,20,1,8004,1,0,0,1,0,"Sawyer",1,0,0,4,5,1961,1961,0,0,0,0
"611",611,60,1,11050,1,0,0,1,0,"CollgCr",2,0,0,9,5,2000,2000,0,0,0,0
"612",612,80,1,10395,1,1,0,1,1,"NWAmes",0,0,0,6,6,1978,1978,0,0,0,0
"613",613,60,1,11885,1,0,0,1,0,"CollgCr",0,0,0,8,5,2001,2001,0,0,0,0
"614",614,20,1,8472,1,0,0,1,0,"Mitchel",1,0,0,5,5,2007,2007,0,0,0,0
"615",615,180,2,1512,1,0,0,1,0,"MeadowV",0,0,3,4,6,1972,1972,0,0,0,0
"616",616,85,1,8880,1,0,0,1,0,"NAmes",1,0,0,6,7,1963,1963,0,0,0,0
"617",617,60,1,7861,1,1,0,1,0,"Gilbert",0,0,0,6,5,2002,2003,0,0,0,0
"618",618,45,1,7286,1,0,3,1,2,"NAmes",1,0,0,6,6,1954,1954,0,0,0,1
"619",619,20,1,11784,1,0,0,1,0,"NridgHt",0,0,0,9,5,2007,2007,0,0,0,0
"620",620,60,1,12329,1,0,0,1,0,"Timber",0,0,0,8,5,2003,2003,0,0,0,0
"621",621,30,1,8293,1,0,0,1,0,"Edwards",0,0,0,3,3,1914,1950,1,0,0,0
"622",622,60,1,10890,1,0,0,1,0,"NWAmes",0,0,0,6,7,1974,1997,0,0,0,0
"623",623,20,1,7135,1,0,0,1,0,"Sawyer",0,0,0,5,6,1977,1977,0,0,0,0
"624",624,160,4,2117,1,0,0,1,0,"Somerst",0,0,3,6,5,2000,2000,0,0,0,0
"625",625,60,1,10480,1,0,0,1,0,"NWAmes",0,0,0,6,5,1972,1972,0,0,0,0
"626",626,20,1,10087,1,1,0,1,2,"NAmes",0,0,0,6,6,1962,1962,0,0,0,0
"627",627,20,1,12342,1,1,0,1,0,"NAmes",0,0,0,5,5,1960,1978,0,0,0,0
"628",628,80,1,9680,1,0,0,1,0,"NAmes",0,0,0,6,6,1955,1972,0,0,0,0
"629",629,60,1,11676,1,1,3,1,0,"NAmes",0,0,0,5,5,1969,1969,0,0,1,0
"630",630,80,1,9102,1,0,0,1,2,"NAmes",1,0,0,6,5,1964,1964,0,0,0,0
"631",631,70,2,9050,1,0,0,1,2,"OldTown",1,0,0,5,6,1880,1991,1,0,0,0
"632",632,120,1,4624,1,0,0,1,0,"NridgHt",0,0,4,8,5,2006,2006,0,0,0,0
"633",633,20,1,11985,1,0,0,1,0,"NWAmes",0,0,0,7,5,1977,1977,0,0,0,0
"634",634,20,1,9330,1,0,0,1,2,"NAmes",0,0,0,5,7,1954,2005,0,0,0,0
"635",635,90,1,7043,1,0,0,1,0,"OldTown",0,0,2,6,5,1980,1980,0,0,0,0
"636",636,190,3,10956,1,0,1,1,0,"SWISU",1,0,1,6,7,1914,1995,0,1,0,0
"637",637,30,2,6171,1,0,0,1,0,"BrkSide",0,0,0,2,3,1936,1950,0,0,0,0
"638",638,190,2,6050,1,0,0,1,0,"OldTown",0,0,1,5,4,1954,1954,0,0,0,0
"639",639,30,1,8844,1,0,0,1,0,"Edwards",1,0,0,5,7,1910,1950,0,0,0,0
"640",640,120,1,4035,1,0,0,1,0,"Blmngtn",0,0,3,8,5,2006,2006,0,0,0,0
"641",641,120,1,12739,1,1,0,1,0,"NridgHt",0,0,3,8,5,2003,2004,0,0,0,0
"642",642,60,4,7050,1,0,0,1,0,"Somerst",0,0,0,7,5,2001,2001,0,0,0,0
"643",643,80,1,13935,1,0,0,1,0,"NAmes",0,0,0,8,7,1972,1995,0,0,0,0
"644",644,60,1,10873,1,0,0,1,0,"NWAmes",3,0,0,5,5,1969,1969,0,0,0,0
"645",645,20,4,9272,1,0,0,1,0,"Somerst",0,0,0,9,5,2009,2009,0,0,0,0
"646",646,20,1,10530,1,1,0,1,2,"NAmes",0,0,0,6,5,1971,1971,0,0,0,0
"647",647,20,1,7260,1,0,0,1,0,"NAmes",0,0,0,5,5,1950,1950,0,0,0,0
"648",648,20,1,10537,1,1,0,1,0,"Edwards",0,0,0,6,5,1953,1953,0,0,0,0
"649",649,60,1,7770,1,0,0,1,0,"NAmes",2,0,0,6,5,1966,1966,0,0,0,0
"650",650,180,2,1957,1,0,0,1,0,"MeadowV",0,0,4,4,6,1970,1970,0,0,0,0
"651",651,60,4,8190,1,0,0,1,0,"Somerst",0,0,0,7,6,2007,2007,0,0,0,0
"652",652,70,1,9144,1,0,0,1,0,"Edwards",1,0,0,4,5,1940,1950,0,0,0,0
"653",653,60,1,8820,1,0,0,1,0,"CollgCr",0,0,0,7,5,1996,1996,0,0,0,0
"654",654,50,2,10380,1,0,0,1,0,"IDOTRR",0,0,0,6,7,1906,1995,1,0,0,0
"655",655,20,1,10528,1,1,0,1,0,"NoRidge",0,0,0,8,6,1995,1995,0,0,0,0
"656",656,160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,5,1971,1971,0,0,0,0
"657",657,20,1,10079,1,1,0,1,0,"NAmes",0,0,0,5,7,1959,2006,0,0,0,0
"658",658,70,1,7260,1,0,3,1,0,"Crawfor",0,0,0,7,6,1931,2000,0,0,0,1
"659",659,50,1,17581,1,0,0,1,0,"NAmes",1,0,0,6,5,1948,1950,0,0,0,0
"660",660,20,1,10012,1,0,0,1,2,"Edwards",0,0,0,5,7,1964,1999,0,0,0,0
"661",661,60,1,12384,1,0,0,1,3,"NWAmes",0,0,0,7,7,1976,1976,0,0,0,0
"662",662,60,1,46641,1,2,0,1,3,"NoRidge",0,0,0,8,7,1994,2005,0,0,0,0
"663",663,20,1,13680,1,0,0,1,2,"NAmes",0,0,0,6,3,1968,1968,0,0,0,0
"664",664,85,1,10102,1,0,0,1,0,"Edwards",0,0,0,4,5,1972,1972,0,0,0,0
"665",665,20,1,20945,1,2,0,1,3,"Somerst",3,0,0,8,5,2005,2006,0,0,0,0
"666",666,60,1,11300,1,1,0,1,2,"Gilbert",0,0,0,8,5,2000,2000,0,0,0,0
"667",667,60,1,18450,1,1,0,1,0,"NAmes",0,0,0,6,5,1965,1979,0,0,0,0
"668",668,20,1,8190,1,0,0,1,0,"SawyerW",0,0,0,6,5,1994,1998,0,0,0,0
"669",669,20,1,14175,1,0,1,1,2,"Sawyer",0,0,0,5,6,1956,1987,0,0,0,1
"670",670,30,1,11680,1,0,0,1,0,"Crawfor",0,0,0,4,5,1922,1950,0,0,0,0
"671",671,60,1,8697,1,0,0,1,1,"CollgCr",0,0,0,6,5,2005,2005,0,0,0,0
"672",672,70,3,6683,1,0,0,1,0,"Edwards",1,0,0,6,6,1925,1950,0,0,0,0
"673",673,20,1,11250,1,1,0,1,0,"Veenker",0,0,0,6,6,1977,1977,0,0,0,0
"674",674,20,1,14552,1,0,0,1,0,"Crawfor",0,0,0,6,7,1957,2004,0,0,0,0
"675",675,20,1,9280,1,0,0,1,0,"NAmes",0,0,0,6,6,1965,1965,0,0,0,0
"676",676,160,1,2313,1,0,0,1,0,"NPkVill",0,0,4,6,6,1978,1978,0,0,0,0
"677",677,70,2,9660,1,0,0,1,0,"OldTown",0,0,0,4,2,1900,1950,1,0,0,0
"678",678,30,1,9074,1,0,0,1,0,"OldTown",0,0,0,5,8,1924,2006,0,0,0,0
"679",679,20,1,11924,1,1,0,1,0,"StoneBr",0,0,0,8,5,2008,2008,0,0,0,0
"680",680,20,1,9945,1,1,0,1,0,"Sawyer",0,0,0,5,5,1961,1961,0,0,0,0
"681",681,120,1,8062,1,0,0,1,0,"SawyerW",0,0,3,6,5,1980,1980,0,0,0,0
"682",682,50,3,4555,1,2,1,1,0,"SWISU",0,0,0,5,5,1932,2000,0,1,0,0
"683",683,120,1,2887,1,0,3,1,0,"ClearCr",0,0,0,6,5,1996,1997,0,0,0,0
"684",684,20,1,11338,1,1,0,1,2,"CollgCr",0,0,0,9,5,2002,2002,0,0,0,0
"685",685,60,1,16828,1,2,0,1,3,"NoRidge",0,0,0,7,5,1998,1998,0,0,0,0
"686",686,160,1,5062,1,1,0,1,3,"StoneBr",0,0,3,7,5,1984,1984,0,0,0,0
"687",687,60,4,10291,1,0,0,1,0,"Somerst",0,0,0,7,6,2007,2007,0,0,0,0
"688",688,160,4,5105,1,2,0,1,1,"Somerst",0,0,3,7,5,2004,2004,0,0,0,0
"689",689,20,1,8149,1,0,3,1,0,"StoneBr",0,0,0,8,6,2007,2007,0,0,0,0
"690",690,120,1,7638,1,1,0,1,2,"NridgHt",0,0,3,6,5,2005,2006,0,0,0,0
"691",691,120,2,4426,1,0,0,1,0,"CollgCr",0,0,3,6,5,2004,2004,0,0,0,0
"692",692,60,1,21639,1,1,0,1,2,"NoRidge",0,0,0,10,6,1994,1995,0,0,0,0
"693",693,60,1,26220,1,1,0,1,0,"Timber",0,0,0,7,5,1989,1990,0,0,0,1
"694",694,30,1,5460,1,0,0,1,2,"OldTown",0,0,0,5,6,1921,1968,0,0,1,0
"695",695,50,2,6171,1,0,0,1,2,"BrkSide",0,0,0,5,6,1936,1950,0,0,0,0
"696",696,20,1,13865,1,1,0,1,0,"Timber",0,0,0,6,6,1987,1987,0,0,0,0
"697",697,30,2,6050,1,0,0,1,0,"BrkSide",0,0,0,5,7,1921,1950,0,0,0,0
"698",698,20,1,6477,1,1,0,1,0,"Edwards",0,0,0,5,7,1952,1952,0,0,0,0
"699",699,20,1,8515,1,0,0,1,0,"Sawyer",3,0,0,5,8,1965,2009,0,0,0,0
"700",700,120,4,4341,1,2,0,1,0,"Somerst",0,0,3,7,5,2004,2004,0,1,0,0
"701",701,20,1,14416,1,0,0,1,0,"Timber",0,0,0,8,5,2002,2002,0,0,0,0
"702",702,20,1,9680,1,0,0,1,0,"NWAmes",0,0,0,7,5,1969,1969,0,0,0,0
"703",703,60,1,12520,1,1,0,1,0,"StoneBr",0,0,0,8,5,2006,2006,0,0,0,0
"704",704,190,2,7706,1,0,0,1,0,"OldTown",1,0,1,5,9,1900,1996,0,0,0,0
"705",705,20,1,8470,1,0,0,1,0,"CollgCr",0,0,0,7,5,2004,2005,0,0,0,0
"706",706,190,2,5670,1,0,0,1,0,"IDOTRR",0,0,1,4,5,1930,1950,0,0,0,0
"707",707,20,1,115149,1,2,2,1,3,"ClearCr",0,0,0,7,5,1971,2002,0,0,1,0
"708",708,120,1,6288,1,0,0,1,0,"NridgHt",0,0,3,8,5,2006,2006,0,0,0,0
"709",709,60,1,9083,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0
"710",710,20,1,7162,1,1,0,1,0,"Sawyer",0,0,0,5,7,1966,1966,0,0,0,0
"711",711,30,1,4186,1,1,0,1,0,"BrkSide",0,0,0,3,6,1935,2003,0,0,0,0
"712",712,50,0,8778,1,0,3,1,0,"IDOTRR",0,0,0,4,7,1900,1950,0,1,0,1
"713",713,120,1,4711,1,1,3,1,0,"StoneBr",0,0,3,8,5,1988,1989,0,0,0,0
"714",714,190,1,9933,1,0,0,1,0,"BrkSide",3,0,1,4,5,1970,1970,0,0,0,0
"715",715,60,1,13517,1,1,0,1,3,"Sawyer",3,0,0,6,8,1976,2005,0,0,0,0
"716",716,20,1,10218,1,0,0,1,0,"NWAmes",0,0,0,6,5,1974,1974,0,0,0,0
"717",717,70,2,10860,1,0,1,1,0,"OldTown",0,0,0,7,8,1890,1998,1,0,0,0
"718",718,20,1,10080,1,0,0,1,0,"NWAmes",0,0,0,5,6,1973,2000,0,0,0,0
"719",719,60,1,10638,1,0,0,1,0,"NoRidge",0,0,0,7,5,1993,1994,0,0,0,0
"720",720,20,1,9989,1,1,0,1,0,"CollgCr",0,0,0,5,6,1969,1969,0,0,0,0
"721",721,120,1,6563,1,1,2,1,3,"StoneBr",0,0,0,8,5,1985,1985,0,0,0,1
"722",722,120,2,4426,1,0,0,1,0,"CollgCr",0,0,3,6,5,2004,2004,0,0,0,0
"723",723,20,1,8190,1,0,0,1,0,"NAmes",0,0,0,4,7,1970,1970,0,0,0,0
"724",724,50,1,8232,1,0,0,1,0,"Edwards",0,0,0,4,6,1954,1972,0,0,0,0
"725",725,20,1,13372,1,1,0,1,0,"Edwards",0,0,0,9,5,2007,2008,0,0,0,0
"726",726,20,1,7020,1,0,0,1,0,"NAmes",0,0,0,4,6,1970,1970,0,0,0,0
"727",727,20,1,21695,1,1,0,1,2,"Crawfor",0,0,0,6,9,1988,2007,0,0,0,0
"728",728,20,1,7378,1,0,0,1,0,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0
"729",729,90,1,11560,1,0,0,1,2,"NAmes",0,0,2,5,5,1958,1958,0,0,0,0
"730",730,30,2,6292,1,0,0,1,0,"IDOTRR",0,0,0,4,5,1925,1950,1,0,0,0
"731",731,120,1,5428,1,1,0,1,0,"StoneBr",0,0,3,8,5,1995,1996,0,0,0,0
"732",732,80,1,9663,1,1,0,1,2,"Timber",0,0,0,7,5,2003,2003,0,0,0,0
"733",733,60,1,11479,1,1,0,1,0,"CollgCr",0,0,0,7,5,1998,1999,0,0,0,0
"734",734,20,1,10080,1,0,0,1,2,"Sawyer",1,0,0,5,6,1961,1983,0,0,0,0
"735",735,20,1,8978,1,1,0,1,2,"Sawyer",0,0,0,5,5,1968,1968,0,0,0,0
"736",736,75,2,10860,1,0,0,1,0,"OldTown",0,0,0,7,7,1914,1970,0,0,0,0
"737",737,90,1,8604,1,0,0,1,0,"NAmes",0,0,2,3,4,1950,1950,0,0,0,0
"738",738,60,1,10535,1,1,3,1,3,"Gilbert",0,0,0,8,5,2005,2005,0,0,0,0
"739",739,90,1,10860,1,0,0,1,0,"Edwards",0,0,2,5,5,1987,1988,0,0,0,0
"740",740,60,1,9378,1,1,0,1,0,"CollgCr",0,0,0,7,5,2004,2004,0,0,0,0
"741",741,70,2,9660,1,0,0,1,0,"OldTown",0,0,0,5,7,1910,2002,1,0,0,0
"742",742,20,1,6833,1,1,0,1,0,"Sawyer",1,0,0,6,8,1961,1996,0,0,0,0
"743",743,20,1,8515,1,0,0,1,0,"SawyerW",0,0,0,7,5,2000,2001,0,0,0,0
"744",744,80,1,12956,1,1,0,1,0,"Sawyer",0,0,0,5,6,1963,1999,0,0,0,0
"745",745,120,1,5436,1,1,3,1,0,"StoneBr",0,0,3,8,5,1993,1993,0,0,0,0
"746",746,60,1,8963,1,1,0,1,0,"NWAmes",0,0,0,8,9,1976,1996,0,0,0,0
"747",747,60,1,8795,1,1,0,1,0,"Gilbert",0,0,0,7,5,2000,2000,0,0,0,0
"748",748,70,2,11765,1,1,0,1,2,"OldTown",0,0,0,7,7,1880,2003,0,1,0,0
"749",749,20,1,10652,1,1,0,1,0,"NoRidge",0,0,0,7,5,1996,1996,0,0,0,0
"750",750,50,1,8455,1,0,0,1,0,"Edwards",0,0,0,4,3,1945,1950,0,0,0,0
"751",751,50,2,8855,1,0,0,1,2,"OldTown",0,0,0,4,7,1910,2004,1,0,0,0
"752",752,60,1,7750,1,0,0,1,0,"Gilbert",3,0,0,7,5,2003,2003,0,0,0,0
"753",753,20,1,9315,1,1,0,1,0,"CollgCr",0,0,0,6,5,1997,1997,0,0,0,0
"754",754,60,1,10320,1,0,0,1,0,"NridgHt",0,0,0,8,5,2005,2005,0,0,0,0
"755",755,20,1,7991,1,0,0,1,0,"NAmes",0,0,0,6,8,1969,2005,0,0,0,0
"756",756,160,4,3264,1,0,0,1,0,"Somerst",0,0,3,6,5,1999,1999,0,1,0,0
"757",757,60,1,10837,1,1,0,1,0,"CollgCr",0,0,0,8,5,2007,2007,0,0,0,0
"758",758,60,1,11616,1,1,0,1,3,"Sawyer",0,0,0,6,5,1978,1978,0,0,0,0
"759",759,160,4,2304,1,0,0,1,0,"Somerst",0,0,4,7,5,1999,1999,0,1,0,0
"760",760,60,1,12322,1,1,0,1,0,"NoRidge",0,0,0,8,5,1995,1995,0,0,0,0
"761",761,20,1,9170,1,0,0,1,0,"NAmes",0,0,0,6,6,1959,1959,0,0,0,0
"762",762,30,2,6971,1,0,0,1,1,"BrkSide",1,0,0,5,5,1924,1950,0,0,0,0
"763",763,60,4,8712,1,0,0,1,0,"Somerst",0,0,0,7,5,2009,2009,0,0,0,0
"764",764,60,1,9512,1,0,0,1,0,"NoRidge",0,0,0,8,5,1999,1999,0,0,0,0
"765",765,120,1,9579,1,1,0,1,3,"Veenker",0,0,3,8,5,1995,1996,0,0,0,0
"766",766,20,1,14662,1,1,0,1,0,"Somerst",0,0,0,9,5,2008,2008,0,0,0,0
"767",767,60,1,10501,1,0,0,1,0,"NWAmes",0,0,0,7,5,1988,1988,0,0,0,0
"768",768,50,1,12583,1,1,0,1,0,"Mitchel",0,0,0,6,7,1940,1985,0,0,0,0
"769",769,20,1,9170,1,0,0,1,0,"CollgCr",0,0,0,7,5,2004,2005,0,0,0,0
"770",770,60,1,53551,1,2,3,1,3,"StoneBr",0,0,0,8,5,2003,2003,0,0,0,1
"771",771,85,1,7252,1,1,0,1,3,"Sawyer",0,0,0,5,5,1982,1982,0,0,0,0
"772",772,20,1,8944,1,0,0,1,0,"Edwards",0,0,0,4,5,1951,1951,0,0,0,0
"773",773,80,1,7913,1,0,0,1,0,"Edwards",0,0,0,6,5,1976,1976,0,0,0,0
"774",774,20,1,10220,1,0,0,1,0,"NAmes",1,0,0,5,5,1958,1958,0,0,0,0
"775",775,20,1,14336,1,0,0,1,2,"NridgHt",0,0,0,8,5,2006,2006,0,0,0,0
"776",776,120,2,4532,1,0,0,1,1,"Mitchel",0,0,3,6,5,1998,1998,0,0,0,0
"777",777,20,1,11296,1,1,0,1,0,"CollgCr",0,0,0,7,5,2005,2006,0,0,0,0
"778",778,20,1,13450,1,1,0,1,0,"Sawyer",0,0,0,5,5,1974,1974,0,0,0,0
"779",779,90,3,8460,1,0,0,1,0,"SawyerW",1,0,2,5,5,1977,1977,0,0,0,0
"780",780,90,1,10608,1,0,0,1,0,"Mitchel",0,0,2,6,5,1977,1977,0,0,0,0
"781",781,20,1,7938,1,0,0,1,0,"Gilbert",0,0,0,7,5,1995,1996,0,0,0,0
"782",782,60,1,7218,1,0,0,1,0,"SawyerW",0,0,0,6,5,1992,1992,0,0,0,0
"783",783,20,1,16352,1,2,0,1,0,"CollgCr",0,0,0,7,5,2001,2002,0,0,0,0
"784",784,85,1,9101,1,1,0,1,2,"Mitchel",0,0,0,5,6,1978,1978,0,0,0,0
"785",785,75,2,6335,1,0,0,1,0,"OldTown",0,0,0,6,6,1914,2001,1,0,0,0
"786",786,20,1,9790,1,0,0,1,0,"NWAmes",1,0,0,6,5,1967,1967,0,0,0,0
"787",787,50,2,10860,1,0,0,1,0,"OldTown",1,0,0,5,6,1915,1950,0,0,0,0
"788",788,60,1,10218,1,1,0,1,0,"SawyerW",0,0,0,7,5,2004,2004,0,0,0,0
