"","x1stflrsf","x2ndflrsf","grlivarea","totrmsabvgrd","centralair_y","masvnrarea","totalbsmtsf","mssubclass","lotarea","overallqual","neighborhood","yearbuilt","overallcond","garagecars","garagearea","openporchsf","paveddrive_fy","saletype_fcwd","garagefinish_fnone","fence_fnone","fireplaces","heatingqc_ex","saleprice"
"509",689,689,1378,7,1,0,689,70,9660,7,7,1928,9,2,360,0,0,0,0,1,1,1,161000
"510",1041,0,1041,6,1,132,1041,20,9680,5,11,1959,6,1,270,88,1,0,0,0,0,1,124500
"511",1363,0,1363,6,1,70,1008,20,14634,5,11,1951,7,1,288,42,1,0,0,1,2,1,164900
"512",1368,0,1368,6,1,94,1368,120,6832,7,10,2005,5,2,474,35,1,0,0,1,1,1,202665
"513",864,0,864,5,1,0,864,20,9170,5,11,1958,5,2,624,0,1,0,0,1,0,0,129900
"514",1080,0,1080,5,1,0,1084,20,9258,6,4,1983,5,2,484,0,1,0,0,1,0,0,134000
"515",789,0,789,5,0,0,768,45,10649,5,2,1926,5,1,200,0,1,0,0,0,0,0,96500
"516",2020,0,2020,9,1,305,2006,20,12314,10,10,2009,5,3,900,54,1,0,0,1,1,1,402861
"517",1378,741,2119,7,1,333,689,80,10448,6,6,1972,6,2,583,104,1,0,0,0,1,0,158000
"518",1277,1067,2344,7,1,921,1264,60,10287,7,3,1996,5,3,889,0,1,0,0,1,1,1,265000
"519",882,914,1796,7,1,0,794,60,9531,6,0,1998,5,2,546,36,1,0,0,0,0,1,211000
"520",1276,804,2080,9,1,0,1276,70,10971,7,2,1926,9,1,282,0,1,0,0,0,2,1,234000
"521",694,600,1294,7,0,0,0,190,10860,4,7,1900,7,0,0,114,0,0,1,1,0,0,106250
"522",1244,0,1244,6,1,0,1244,20,12078,6,11,1957,6,1,336,40,1,0,0,1,2,1,150000
"523",1004,660,1664,7,1,0,1004,50,5050,6,8,1947,7,2,420,24,1,0,0,1,2,1,159000
"524",3138,1538,4676,11,1,762,3138,60,40224,10,15,2007,5,3,884,406,1,0,0,1,1,1,184750
"525",1383,1015,2398,8,1,594,1379,60,11882,7,3,1996,5,3,834,60,1,0,0,1,1,1,315750
"526",1266,0,1266,6,1,0,1257,20,7562,7,5,2005,5,2,453,144,1,0,0,1,1,1,176000
"527",928,0,928,4,1,0,928,20,13370,5,11,1956,7,1,252,0,1,0,0,1,0,0,132000
"528",1476,1237,2713,11,1,268,1452,60,15015,9,10,2008,5,3,858,66,1,0,0,1,1,1,446261
"529",605,0,605,5,1,0,528,30,9156,4,15,1920,7,0,0,0,0,0,1,1,0,1,86000
"530",2515,0,2515,9,1,0,2035,20,32668,6,2,1957,3,2,484,0,1,0,0,1,2,0,200624
"531",1509,0,1509,5,1,219,1461,80,10285,6,16,1988,5,2,600,0,1,0,0,1,1,1,175000
"532",751,611,1362,6,1,0,611,70,6215,6,8,1920,8,2,502,0,1,0,0,1,0,1,128000
"533",827,0,827,5,1,0,0,20,7260,5,11,1955,7,1,392,0,1,0,0,1,1,1,107500
"534",334,0,334,2,0,0,0,20,5050,1,8,1946,3,0,0,0,0,0,1,1,0,0,39300
"535",707,707,1414,6,1,0,707,60,9130,8,17,2004,5,2,403,35,1,0,0,1,1,1,178000
"536",820,527,1347,5,1,0,1117,190,7070,5,15,1910,7,0,0,0,0,0,1,1,0,0,107500
"537",880,844,1724,8,1,0,880,60,8981,7,0,1998,5,2,527,155,1,0,0,1,0,1,188000
"538",864,0,864,5,1,0,864,20,12735,4,11,1972,5,2,576,0,1,0,0,0,0,0,111250
"539",1159,0,1159,7,1,188,1051,20,11553,5,9,1968,5,1,336,0,1,0,0,1,1,0,158000
"540",1601,0,1601,6,1,479,1581,20,11423,8,0,2001,5,2,670,0,1,0,0,0,1,1,272000
"541",1838,0,1838,8,1,584,1838,20,14686,9,16,2006,5,3,765,68,1,0,0,1,1,1,315000
"542",997,1288,2285,8,1,72,969,60,11000,8,3,2000,5,3,648,56,1,0,0,1,1,1,248000
"543",1680,0,1680,7,1,0,1650,20,10218,7,6,1998,5,2,583,73,1,0,0,1,1,1,213250
"544",767,0,767,4,1,182,723,120,4092,7,11,1998,5,1,367,40,1,0,0,1,0,1,133000
"545",664,832,1496,7,1,0,654,60,17162,7,17,2006,5,2,426,24,1,0,0,1,1,1,179665
"546",1377,806,2183,9,1,178,1204,50,13837,7,6,1988,5,3,786,0,1,0,0,1,0,0,229000
"547",915,720,1635,6,1,0,1065,50,8807,6,8,1923,7,2,440,38,1,0,0,1,1,1,210000
"548",768,0,768,5,1,0,768,85,7298,5,4,1970,7,2,624,0,1,0,0,1,0,1,129500
"549",825,0,825,4,1,0,825,20,8284,5,7,1955,7,2,720,50,1,0,0,0,0,0,125000
"550",912,1182,2094,8,1,0,912,60,9450,7,5,2003,5,2,615,182,1,0,0,1,1,1,263000
"551",1069,0,1069,4,1,0,1069,120,4096,6,20,1977,6,2,440,55,1,0,0,1,0,0,140000
"552",928,0,928,5,1,0,928,20,6050,5,7,1957,6,1,288,0,1,0,0,1,0,0,112500
"553",1717,0,1717,7,1,250,1709,20,11233,8,10,2006,5,3,908,39,1,0,0,1,1,1,255500
"554",1126,0,1126,5,1,0,0,20,8844,4,15,1949,5,2,520,96,0,0,0,0,0,1,108000
"555",1006,1040,2046,8,1,292,998,60,10710,7,10,2003,5,3,871,62,1,0,0,1,1,1,284000
"556",1048,0,1048,5,1,0,993,45,6438,5,8,1922,6,1,280,0,1,0,0,1,1,0,113000
"557",1092,0,1092,6,1,0,1092,20,14919,5,11,1957,5,1,299,0,1,0,0,0,1,0,141000
"558",897,439,1336,7,1,0,637,50,11100,4,13,1920,6,1,570,47,1,0,0,1,0,0,108000
"559",729,717,1446,6,1,0,729,60,21929,7,17,1996,5,2,406,22,1,0,0,1,1,1,175000
"560",1557,0,1557,7,1,18,1374,120,3196,7,21,2003,5,2,420,20,1,0,0,1,1,1,234000
"561",1392,0,1392,5,1,180,1392,20,11341,5,9,1957,6,2,528,0,1,0,0,1,1,0,121500
"562",1389,0,1389,6,1,0,1389,20,10087,5,4,1974,5,2,418,38,1,0,0,1,1,0,170000
"563",996,0,996,6,1,0,996,30,13970,5,15,1940,6,0,0,0,1,0,1,1,1,1,108000
"564",1163,511,1674,8,1,0,1163,50,21846,6,15,1918,7,2,396,36,0,0,0,1,1,1,185000
"565",1166,1129,2295,9,1,0,1095,60,13346,7,3,1992,5,2,590,40,1,0,0,1,1,1,268000
"566",841,806,1647,6,0,0,806,70,6924,6,23,1915,4,1,216,66,1,0,0,1,0,0,128000
"567",1134,1370,2504,11,1,245,1122,60,11275,9,18,2005,5,3,656,39,1,0,0,1,1,1,325000
"568",1535,0,1535,7,1,168,1517,20,10241,7,10,2004,5,2,532,0,1,0,0,1,0,1,214000
"569",1496,636,2132,5,1,0,1496,50,12406,8,12,1983,8,2,612,40,1,0,0,1,1,1,316600
"570",943,0,943,4,1,0,943,90,7032,5,11,1979,5,2,600,0,1,0,0,1,2,0,135960
"571",1728,0,1728,10,1,108,1728,90,13175,5,11,1965,5,2,576,0,1,0,0,1,0,0,142600
"572",864,0,864,4,1,207,864,20,7392,6,11,1959,6,1,288,0,1,0,0,1,0,1,120000
"573",846,846,1692,6,1,0,846,60,13242,7,16,2009,5,2,650,114,1,0,0,1,0,0,224500
"574",774,656,1430,8,1,0,384,80,10043,7,17,2000,5,2,400,0,1,0,0,1,1,1,170000
"575",576,533,1109,5,1,82,372,80,10570,5,11,1971,7,1,288,0,1,0,0,0,0,0,139000
"576",832,384,1216,6,1,0,832,50,8560,5,11,1947,5,1,336,0,1,0,0,1,0,0,118500
"577",877,600,1477,6,1,0,861,50,6344,7,23,1928,7,1,216,50,1,0,0,1,1,0,145000
"578",1320,0,1320,6,1,97,1164,80,11873,5,9,1966,6,2,564,68,1,0,0,1,2,1,164500
"579",703,689,1392,5,1,0,689,160,3638,7,5,2007,5,2,540,102,1,0,0,1,0,1,146000
"580",1050,745,1795,7,0,335,1050,50,12231,5,7,1954,5,1,352,0,1,0,0,1,0,1,131500
"581",1429,0,1429,7,1,85,1144,20,14585,6,11,1960,6,2,572,110,1,0,0,1,2,1,181900
"582",2042,0,2042,8,1,306,2042,20,12802,8,10,2008,5,3,1390,90,1,0,0,1,1,1,253293
"583",816,0,816,5,1,104,816,90,11922,6,15,1990,5,0,0,32,1,0,1,1,0,0,118500
"584",1521,1254,2775,9,1,0,1237,75,13575,10,7,1893,9,2,880,502,1,0,0,1,1,0,325000
"585",989,584,1573,6,1,0,884,50,6171,4,8,1935,7,1,240,0,1,0,0,1,0,1,133000
"586",2028,0,2028,7,1,208,1868,20,11531,8,16,2005,5,3,880,66,1,0,0,1,2,1,369900
"587",838,0,838,5,1,0,816,30,10322,6,8,1918,7,1,275,0,0,0,0,0,0,1,130000
"588",860,0,860,4,1,0,840,85,8814,5,9,1982,6,2,528,0,1,0,0,1,0,0,137000
"589",1473,0,1473,5,1,0,1437,20,25160,5,19,1968,8,1,452,48,1,0,0,1,2,1,143000
"590",779,0,935,4,1,0,742,40,9150,5,8,1930,6,1,308,0,0,0,0,1,0,0,79500
"591",770,812,1582,6,1,0,770,60,8384,7,0,2004,5,2,520,45,1,0,0,1,0,1,185900
"592",1728,568,2296,10,1,420,1722,60,13575,10,10,2008,5,3,842,274,1,0,0,1,1,1,451950
"593",816,0,816,4,1,0,816,20,6660,5,4,1982,8,2,816,0,1,0,0,1,0,1,138000
"594",848,0,848,4,1,170,848,120,4435,6,0,2003,5,2,420,0,1,0,0,1,0,1,140000
"595",924,0,924,5,1,0,924,20,8078,5,0,1975,6,1,280,0,1,0,0,0,0,0,110000
"596",1826,0,1826,7,1,238,1814,20,11371,8,18,2005,5,3,758,75,1,0,0,1,1,1,319000
"597",684,684,1368,7,0,0,684,70,3660,6,7,1910,7,1,216,158,0,0,0,1,0,1,114504
"598",1402,0,1402,7,1,72,1258,120,3975,7,21,2006,5,3,648,16,1,0,0,1,1,1,194201
"599",1647,0,1647,7,1,459,1430,20,13064,5,2,1977,6,2,621,0,1,0,0,1,1,1,217500
"600",716,840,1556,6,1,0,716,160,1974,6,24,1980,6,2,452,0,1,0,0,0,1,0,151000
"601",1058,846,1904,8,1,280,1058,60,11001,8,10,2005,5,2,736,60,1,0,0,1,1,1,275000
"602",780,595,1375,6,1,0,780,50,9050,6,13,1937,6,1,544,162,0,0,0,1,1,0,141000
"603",927,988,1915,8,1,0,908,60,10121,8,12,1992,5,2,506,150,1,0,0,1,1,1,220000
"604",600,600,1200,4,1,0,600,160,3212,7,5,2004,5,2,480,172,1,0,0,1,0,1,151000
"605",1494,0,1494,6,1,99,1494,20,12891,7,0,2002,5,2,530,36,1,0,0,1,1,1,221000
"606",1186,800,1986,7,1,176,768,60,13685,7,11,1965,6,2,486,42,1,0,0,1,3,0,205000
"607",1040,0,1040,6,1,0,1040,20,12546,5,0,1996,5,2,576,0,1,0,0,0,0,0,152000
"608",1112,896,2008,8,1,0,896,20,7878,5,15,1948,8,1,230,0,1,0,0,1,0,1,225000
"609",1940,1254,3194,10,1,0,965,70,12246,8,2,1934,6,2,380,0,1,0,0,1,2,0,359100
"610",1029,0,1029,5,1,192,1029,20,8004,4,9,1961,5,1,261,0,1,0,0,1,0,0,118500
"611",1476,677,2153,8,1,204,1440,60,11050,9,0,2000,5,3,736,142,1,0,0,1,2,1,313000
"612",1032,0,1032,6,1,233,1032,80,10395,6,6,1978,6,2,564,0,1,0,0,0,1,0,148000
"613",1299,573,1872,7,1,108,1299,60,11885,8,0,2001,5,2,531,122,1,0,0,1,1,1,261500
"614",1120,0,1120,6,1,0,1120,20,8472,5,4,2007,5,0,0,30,1,0,1,1,0,1,147000
"615",630,0,630,3,1,0,630,180,1512,4,14,1972,6,0,0,24,1,0,1,1,0,1,75500
"616",1054,0,1054,6,1,156,936,85,8880,6,11,1963,7,2,480,0,1,0,0,0,0,1,137500
"617",807,702,1509,7,1,0,783,60,7861,6,17,2002,5,2,393,75,1,0,0,1,1,1,183200
"618",832,0,832,4,1,0,832,45,7286,6,11,1954,6,2,528,0,1,0,0,1,0,0,105500
"619",1828,0,1828,9,1,452,1822,20,11784,9,10,2007,5,3,774,108,1,0,0,1,1,1,314813
"620",1482,780,2262,10,1,226,1482,60,12329,8,16,2003,5,3,749,0,1,0,0,1,2,1,305000
"621",864,0,864,5,0,0,864,30,8293,3,15,1914,3,0,0,0,0,0,1,1,0,0,67000
"622",1548,1066,2614,9,1,0,1522,60,10890,6,6,1974,7,2,624,243,1,0,0,1,1,0,240000
"623",980,0,980,6,1,153,980,20,7135,5,9,1977,6,2,484,0,1,0,0,1,0,0,135000
"624",756,756,1512,4,1,513,756,160,2117,6,5,2000,5,2,440,32,1,0,0,1,1,1,168500
"625",1012,778,1790,8,1,288,732,60,10480,6,6,1972,5,2,484,0,1,0,0,1,1,0,165150
"626",1116,0,1116,5,1,261,1116,20,10087,6,11,1962,6,2,440,0,1,0,0,1,0,0,160000
"627",1422,0,1422,6,1,0,978,20,12342,5,11,1960,5,1,286,0,1,0,0,0,1,0,139900
"628",1520,0,1520,7,1,164,1156,80,9680,6,11,1955,6,1,364,0,1,0,0,1,2,1,153000
"629",1040,1040,2080,9,1,192,1040,60,11676,5,11,1969,5,2,504,0,1,0,0,1,2,0,135000
"630",1350,0,1350,6,1,259,1248,80,9102,6,11,1964,5,2,520,0,1,0,0,0,0,0,168500
"631",1089,661,1750,8,1,0,636,70,9050,5,7,1880,6,1,240,0,0,0,0,0,0,0,124000
"632",1554,0,1554,6,1,108,1554,120,4624,8,10,2006,5,2,627,73,1,0,0,1,1,1,209500
"633",1411,0,1411,6,1,209,1386,20,11985,7,6,1977,5,2,544,0,1,0,0,1,1,0,82500
"634",1056,0,1056,6,1,0,1056,20,9330,5,11,1954,7,1,260,0,1,0,0,1,0,0,139400
"635",1056,0,1056,4,1,0,1056,90,7043,6,7,1980,5,2,576,56,1,0,0,0,0,0,144000
"636",1440,1440,3395,14,1,0,1440,190,10956,6,23,1914,7,0,0,110,0,0,1,1,0,1,200000
"637",800,0,800,4,0,0,264,30,6171,2,8,1936,3,0,0,0,0,0,1,1,1,0,60000
"638",811,576,1387,7,1,0,811,190,6050,5,7,1954,4,1,256,0,1,0,0,1,0,0,93000
"639",796,0,796,4,1,0,796,30,8844,5,15,1910,7,0,0,0,0,0,1,0,0,0,85000
"640",1567,0,1567,7,1,0,1520,120,4035,8,21,2006,5,3,648,0,1,0,0,1,1,1,264561
"641",1518,0,1518,6,1,472,1518,120,12739,8,10,2003,5,2,588,140,1,0,0,1,1,1,274000
"642",1057,872,1929,7,1,0,1057,60,7050,7,5,2001,5,2,650,235,1,0,0,1,1,1,226000
"643",2000,704,2704,9,1,0,1952,80,13935,8,11,1972,7,2,538,111,1,0,0,0,3,0,345000
"644",780,840,1620,7,1,263,780,60,10873,5,6,1969,5,2,462,0,1,0,0,0,0,1,152000
"645",1766,0,1766,7,1,162,1766,20,9272,9,5,2009,5,3,478,130,1,0,0,1,1,1,370878
"646",981,0,981,5,1,0,981,20,10530,6,11,1971,5,2,576,312,1,0,0,1,0,0,143250
"647",1048,0,1048,7,1,0,0,20,7260,5,11,1950,5,2,420,27,1,0,0,1,0,0,98300
"648",1094,0,1094,5,1,216,1094,20,10537,6,15,1953,5,2,495,0,1,0,0,1,2,1,155000
"649",1051,788,1839,7,1,351,756,60,7770,6,11,1966,5,2,442,124,1,0,0,1,1,0,155000
"650",630,0,630,3,1,0,630,180,1957,4,14,1970,6,0,0,0,1,0,1,0,0,0,84500
"651",822,843,1665,7,1,0,813,60,8190,7,5,2007,6,2,562,0,1,0,0,1,0,1,205950
"652",755,755,1510,7,1,0,755,70,9144,4,15,1940,5,1,296,0,0,0,0,0,1,0,108000
"653",909,807,1716,7,1,0,880,60,8820,7,0,1996,5,2,512,120,1,0,0,1,1,1,191000
"654",756,713,1469,7,1,0,756,50,10380,6,13,1906,7,1,216,0,1,0,0,0,0,1,135000
"655",2113,0,2113,7,1,660,2109,20,10528,8,3,1995,6,3,839,46,1,0,0,1,1,1,350000
"656",525,567,1092,6,1,381,525,160,1701,6,22,1971,5,1,264,0,1,0,0,1,0,0,88000
"657",1053,0,1053,5,1,54,1053,20,10079,5,11,1959,7,1,312,0,1,0,0,0,0,1,145500
"658",851,651,1502,6,1,0,776,70,7260,7,2,1931,6,1,270,0,0,0,0,0,1,0,149000
"659",912,546,1458,6,1,0,912,50,17581,6,11,1948,5,1,330,0,1,0,0,1,1,0,97500
"660",1486,0,1486,7,1,0,1486,20,10012,5,15,1964,7,2,480,0,1,0,0,0,0,1,167000
"661",1142,793,1935,7,1,233,793,60,12384,7,6,1976,7,2,550,113,1,0,0,1,1,0,197900
"662",1686,762,2448,8,1,528,1629,60,46641,8,3,1994,7,3,711,76,1,0,0,1,1,1,402000
"663",1392,0,1392,5,1,216,1392,20,13680,6,11,1968,3,2,576,0,1,0,0,1,2,0,110000
"664",1181,0,1181,6,1,0,1138,85,10102,4,15,1972,5,2,588,0,1,0,0,0,0,0,137500
"665",2097,0,2097,8,1,0,2077,20,20945,8,5,2005,5,3,1134,267,1,0,0,1,1,1,423000
"666",1454,482,1936,7,1,40,1406,60,11300,8,17,2000,5,2,504,124,1,0,0,1,1,1,230500
"667",1465,915,2380,7,1,113,1021,60,18450,6,11,1965,5,2,596,265,1,0,0,1,1,0,129000
"668",1679,0,1679,7,1,258,1408,20,8190,6,12,1994,5,2,575,42,1,0,0,1,1,1,193500
"669",1437,0,1437,6,1,0,1188,20,14175,5,9,1956,6,2,576,0,1,0,0,1,1,0,168000
"670",1180,0,1180,5,1,0,700,30,11680,4,2,1922,5,1,252,0,1,0,0,1,1,1,137500
"671",738,738,1476,7,1,0,738,60,8697,6,0,2005,5,2,540,35,1,0,0,1,0,1,173500
"672",697,672,1369,6,0,0,672,70,6683,6,15,1925,6,1,300,0,1,0,0,1,0,0,103600
"673",1208,0,1208,6,1,0,1208,20,11250,6,1,1977,6,2,546,42,1,0,0,1,1,0,165000
"674",1839,0,1839,7,1,106,1477,20,14552,6,2,1957,7,2,416,87,1,0,0,1,2,1,257500
"675",1136,0,1136,5,1,0,1136,20,9280,6,11,1965,6,1,384,0,1,0,0,1,1,0,140000
"676",855,586,1441,7,1,0,855,160,2313,6,20,1978,6,2,440,0,1,0,0,1,1,0,148500
"677",1095,679,1774,8,0,0,1095,70,9660,4,7,1900,2,3,779,0,0,0,0,1,0,0,87000
"678",792,0,792,5,1,0,768,30,9074,5,7,1924,8,1,240,0,0,0,0,1,0,1,109500
"679",2046,0,2046,7,1,464,2046,20,11924,8,18,2008,5,3,834,82,1,0,0,1,1,1,372500
"680",988,0,988,5,1,57,988,20,9945,5,9,1961,5,2,572,0,1,0,0,1,0,0,128500
"681",923,0,923,5,1,0,923,120,8062,6,12,1980,5,1,264,0,1,0,0,1,1,0,143000
"682",848,672,1520,6,1,0,793,50,4555,5,23,1932,5,1,281,0,1,0,0,1,0,1,159434
"683",1291,0,1291,6,1,0,1291,120,2887,6,19,1996,5,2,431,0,1,0,0,1,1,1,173000
"684",1668,0,1668,7,1,215,1626,20,11338,9,0,2002,5,3,702,45,1,0,0,1,1,1,285000
"685",1195,644,1839,7,1,30,1195,60,16828,7,3,1998,5,2,486,81,1,0,0,1,0,0,221000
"686",1190,900,2090,6,1,0,1190,160,5062,7,18,1984,5,2,577,0,1,0,0,1,1,0,207500
"687",874,887,1761,7,1,0,874,60,10291,7,5,2007,6,2,578,105,1,0,0,1,0,1,227875
"688",551,551,1102,4,1,0,551,160,5105,7,5,2004,5,2,480,60,1,0,0,1,0,1,148800
"689",1419,0,1419,7,1,0,1419,20,8149,8,18,2007,6,2,567,0,1,0,0,1,1,1,392000
"690",1362,0,1362,6,1,256,1362,120,7638,6,10,2005,5,2,460,28,1,0,0,1,1,1,194700
"691",848,0,848,3,1,147,848,120,4426,6,0,2004,5,2,420,0,1,0,0,1,1,1,141000
"692",2444,1872,4316,10,1,1170,2444,60,21639,10,3,1994,6,3,832,50,1,0,0,1,2,1,755000
"693",1238,1281,2519,9,1,293,1210,60,26220,7,16,1989,5,2,628,27,1,0,0,1,2,1,335000
"694",1073,0,1073,4,1,0,1073,30,5460,5,7,1921,6,1,326,0,1,0,0,1,0,1,108480
"695",1067,472,1539,5,1,0,927,50,6171,5,8,1936,6,2,576,0,1,0,0,0,0,0,141500
"696",1137,0,1137,5,1,72,1112,20,13865,6,16,1987,6,2,551,0,1,0,0,1,1,0,176000
"697",616,0,616,4,1,0,616,30,6050,5,8,1921,7,1,205,0,1,0,0,1,0,0,89000
"698",1148,0,1148,6,1,0,980,20,6477,5,15,1952,7,1,308,0,1,0,0,1,0,0,123500
"699",894,0,894,5,1,0,894,20,8515,5,9,1965,8,1,336,144,1,0,0,0,1,1,138500
"700",1391,0,1391,5,1,0,1391,120,4341,7,5,2004,5,2,530,158,1,0,0,1,0,1,196000
"701",1800,0,1800,7,1,630,1800,20,14416,8,16,2002,5,3,765,78,1,0,0,1,1,1,312500
"702",1164,0,1164,6,1,168,1164,20,9680,7,6,1969,5,2,528,0,1,0,0,1,0,0,140000
"703",1264,1312,2576,10,1,466,1234,60,12520,8,18,2006,5,3,666,100,1,0,0,1,1,1,361919
"704",1032,780,1812,8,1,0,360,190,7706,5,7,1900,9,2,672,0,0,0,0,0,1,0,140000
"705",1484,0,1484,7,1,109,1473,20,8470,7,0,2004,5,2,606,35,1,0,0,1,0,1,213000
"706",372,720,1092,7,0,0,0,190,5670,4,13,1930,5,0,0,0,0,0,1,1,0,0,55000
"707",1824,0,1824,5,1,351,1643,20,115149,7,19,1971,5,2,739,48,1,0,0,1,2,0,302000
"708",1324,0,1324,6,1,176,1324,120,6288,8,10,2006,5,2,550,38,1,0,0,1,1,1,254000
"709",728,728,1456,8,1,0,728,60,9083,7,17,2007,5,2,400,24,1,0,0,1,1,1,179540
"710",904,0,904,6,1,41,876,20,7162,5,9,1966,7,1,408,0,1,0,0,0,0,0,109900
"711",729,0,729,5,1,0,270,30,4186,3,8,1935,6,0,0,0,0,0,1,1,0,0,52000
"712",859,319,1178,7,1,0,859,50,8778,4,13,1900,7,1,384,0,0,0,0,1,0,0,102776
"713",1228,0,1228,5,1,0,1228,120,4711,8,18,1988,5,2,472,120,1,0,0,1,1,0,189000
"714",960,0,960,6,0,160,960,190,9933,4,8,1970,5,2,576,288,1,0,0,1,0,0,129000
"715",725,754,1479,6,1,289,725,60,13517,6,9,1976,8,2,475,44,1,0,0,1,0,1,130500
"716",1350,0,1350,7,1,174,1064,20,10218,6,6,1974,5,2,478,0,1,0,0,0,1,0,165000
"717",1576,978,2554,8,1,0,718,70,10860,7,7,1890,8,2,704,48,0,0,0,1,0,1,159500
"718",1178,0,1178,5,1,0,1176,20,10080,5,6,1973,6,2,439,0,1,0,0,0,1,0,157000
"719",1325,1093,2418,9,1,651,1311,60,10638,7,3,1993,5,3,983,154,1,0,0,1,1,1,341000
"720",971,0,971,5,1,0,971,20,9989,5,0,1969,6,1,300,0,1,0,0,1,1,0,128500
"721",1742,0,1742,5,1,0,1742,120,6563,8,18,1985,5,2,564,28,1,0,0,1,1,0,275000
"722",848,0,848,3,1,169,848,120,4426,6,0,2004,5,2,420,0,1,0,0,1,0,1,143000
"723",864,0,864,5,1,0,864,20,8190,4,11,1970,7,2,463,0,1,0,0,1,0,1,124500
"724",997,473,1470,7,1,0,941,50,8232,4,15,1954,6,1,548,0,1,0,0,1,0,1,135000
"725",1698,0,1698,8,1,340,1698,20,13372,9,15,2007,5,3,768,64,1,0,0,1,1,1,320000
"726",864,0,864,5,1,0,864,20,7020,4,11,1970,6,2,660,0,1,0,0,1,0,0,120500
"727",1680,0,1680,5,1,260,880,20,21695,6,2,1988,9,2,540,44,1,0,0,1,1,1,222000
"728",1232,0,1232,6,1,82,1232,20,7378,7,0,2007,5,2,632,0,1,0,0,1,0,1,194500
"729",1776,0,1776,9,1,95,1584,90,11560,5,11,1958,5,3,888,25,1,0,0,1,0,0,110000
"730",848,0,1208,5,1,0,780,30,6292,4,13,1925,5,2,539,23,1,0,0,1,0,0,103000
"731",1616,0,1616,5,1,0,1595,120,5428,8,18,1995,5,2,608,152,1,0,0,1,1,1,236500
"732",1146,0,1146,6,1,442,868,80,9663,7,16,2003,5,2,438,22,1,0,0,1,1,1,187500
"733",1153,878,2031,8,1,202,1153,60,11479,7,0,1998,5,2,541,84,1,0,0,1,1,1,222500
"734",1144,0,1144,6,1,0,864,20,10080,5,9,1961,6,1,264,0,1,0,0,0,1,1,131400
"735",948,0,948,6,1,0,948,20,8978,5,9,1968,5,1,300,0,1,0,0,1,0,0,108000
"736",880,888,1768,6,0,0,880,75,10860,7,7,1914,7,2,320,341,0,0,0,1,2,0,163000
"737",1040,0,1040,6,0,0,0,90,8604,3,11,1950,4,2,400,0,1,0,0,1,0,0,93500
"738",901,900,1801,8,1,0,893,60,10535,8,17,2005,5,3,800,116,1,0,0,1,1,1,239900
"739",1200,0,1200,5,1,0,1200,90,10860,5,15,1987,5,0,0,0,1,0,1,1,0,0,179000
"740",864,864,1728,7,1,0,864,60,9378,7,0,2004,5,2,572,56,1,0,0,1,0,1,190000
"741",768,664,1432,7,1,0,264,70,9660,5,7,1910,7,2,360,0,1,0,0,0,0,1,132000
"742",912,0,912,5,1,0,912,20,6833,6,9,1961,8,1,288,0,1,0,0,0,0,0,142000
"743",1349,0,1349,6,1,108,1349,20,8515,7,12,2000,5,2,539,55,1,0,0,0,0,1,179000
"744",1464,0,1464,6,1,0,520,80,12956,5,9,1963,6,2,480,0,1,0,0,1,1,1,175000
"745",1337,0,1337,5,1,0,1337,120,5436,8,18,1993,5,2,462,0,1,0,0,1,1,0,180000
"746",1175,1540,2715,11,1,289,1142,60,8963,8,6,1976,9,2,831,204,1,0,0,1,2,1,299800
"747",980,1276,2256,8,1,0,952,60,8795,7,17,2000,5,2,554,54,1,0,0,1,1,1,236000
"748",1320,1320,2640,8,0,0,1240,70,11765,7,7,1880,7,4,864,0,0,0,0,1,1,0,265979
"749",1720,0,1720,7,1,338,1720,20,10652,7,3,1996,5,2,527,56,1,0,0,1,1,1,260400
"750",1088,441,1529,9,0,0,0,50,8455,4,15,1945,3,1,240,0,0,0,0,1,0,0,98000
"751",792,348,1140,7,1,0,576,50,8855,4,7,1910,7,0,0,160,0,0,1,1,0,0,96500
"752",660,660,1320,6,1,0,660,60,7750,7,17,2003,5,2,400,48,1,0,0,1,0,1,162000
"753",1494,0,1494,6,1,0,1479,20,9315,6,0,1997,5,2,576,27,1,0,0,1,0,1,217000
"754",1038,1060,2098,8,1,178,1030,60,10320,8,10,2005,5,3,878,52,1,0,0,1,1,0,275500
"755",1026,0,1026,5,1,0,1026,20,7991,6,11,1969,8,2,440,48,1,0,0,1,0,0,156000
"756",742,729,1471,6,1,894,729,160,3264,6,5,1999,5,2,440,24,1,0,0,1,0,0,172500
"757",866,902,1768,7,1,0,866,60,10837,8,0,2007,5,2,578,105,1,0,0,1,0,1,212000
"758",672,714,1386,6,1,328,672,60,11616,6,9,1978,5,2,440,0,1,0,0,0,1,0,158900
"759",757,744,1501,6,1,360,744,160,2304,7,5,1999,5,2,440,0,1,0,0,1,0,0,179400
"760",1328,1203,2531,9,1,513,1318,60,12322,8,3,1995,5,3,752,98,1,0,0,1,1,1,290000
"761",864,0,864,5,1,0,864,20,9170,6,11,1959,6,1,300,0,1,0,0,1,0,1,127500
"762",1301,0,1301,5,1,0,1145,30,6971,5,8,1924,5,2,440,0,1,0,0,1,0,0,100000
"763",764,783,1547,7,1,0,756,60,8712,7,5,2009,5,2,614,45,1,0,0,1,0,1,215200
"764",1268,1097,2365,8,1,673,1252,60,9512,8,3,1999,5,3,856,128,1,0,0,1,1,1,337000
