"id","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","dtsold","paveddrive_fp","paveddrive_fy","saletype_fcon","saletype_fconld","saletype_fconli","saletype_fconlw","saletype_fcwd","saletype_fnew","saletype_foth","saletype_fwd","garagefinish_fnone","garagefinish_frfn","garagefinish_funf","garagecond_ffa","garagecond_fgd","garagecond_fnone","garagecond_fpo","garagecond_fta","garagequal_ffa","garagequal_fgd","garagequal_fnone","garagequal_fpo","garagequal_fta","poolqc_ffa","poolqc_fgd","poolqc_fnone","fence_fgdwo","fence_fmnprv","fence_fmnww","fence_fnone","miscfeature_fnone","miscfeature_fothr","miscfeature_fshed","miscfeature_ftenc","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","totrmsabvgrd","fireplaces","garageyrblt","heatingqc_ex","heatingqc_fa","heatingqc_gd","heatingqc_po","centralair_y","electrical_fusef","electrical_fusep","electrical_mix","electrical_sbrkr","garagetype_2types","garagetype_attchd","garagetype_basment","garagetype_builtin","garagetype_carport","garagetype_detchd","kitchenqual_ex","kitchenqual_fa","kitchenqual_gd","functional_maj1","functional_maj2","functional_min1","functional_min2","functional_mod","functional_sev","fireplacequ_ex","fireplacequ_fa","fireplacequ_gd","fireplacequ_po","fireplacequ_ta","yearremodadd","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd1","alley_grvl","alley_pave","landslope_sev","landslope_mod","saleprice"
"620",620,3,749,168,0,0,0,0,0,0,"2008-08-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1482,780,0,2262,1,0,2,1,4,1,10,2,2003,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2003,"Hip","CompShg","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871,"Unf",0,611,1482,"GasA",60,1,12329,1,0,0,1,0,"Timber",0,0,0,8,5,2003,2003,0,0,0,0,305000
"621",621,0,0,0,0,100,0,0,0,0,"2008-09-01",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA",30,1,8293,1,0,0,1,0,"Edwards",0,0,0,3,3,1914,1950,1,0,0,0,67000
"622",622,2,624,38,243,0,0,0,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1548,1066,0,2614,0,0,2,1,4,1,9,1,1974,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA",60,1,10890,1,0,0,1,0,"NWAmes",0,0,0,6,7,1974,1997,0,0,0,0,240000
"623",623,2,484,192,0,0,0,0,0,0,"2009-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,980,0,0,980,0,0,1,0,3,1,6,0,1986,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA",20,1,7135,1,0,0,1,0,"Sawyer",0,0,0,5,6,1977,1977,0,0,0,0,135000
"624",624,2,440,0,32,0,0,0,0,0,"2007-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,756,756,0,1512,0,0,2,1,2,1,4,1,2000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"GasA",160,4,2117,1,0,0,1,0,"Somerst",0,0,3,6,5,2000,2000,0,0,0,0,168500
"625",625,2,484,148,0,0,0,147,0,0,"2006-11-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1012,778,0,1790,1,0,1,2,4,1,8,1,1972,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA",60,1,10480,1,0,0,1,0,"NWAmes",0,0,0,6,5,1972,1972,0,0,0,0,165150
"626",626,2,440,0,0,0,0,385,0,0,"2010-02-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1116,0,0,1116,0,0,1,1,3,1,5,0,1962,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"GasA",20,1,10087,1,1,0,1,2,"NAmes",0,0,0,6,6,1962,1962,0,0,0,0,160000
"627",627,1,286,0,0,36,0,0,0,600,"2007-08-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1422,0,0,1422,0,0,1,0,3,1,6,1,1960,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1978,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,978,978,"GasA",20,1,12342,1,1,0,1,0,"NAmes",0,0,0,5,5,1960,1978,0,0,0,0,139900
"628",628,1,364,0,0,189,0,0,0,0,"2010-03-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1520,0,0,1520,1,0,1,0,3,1,7,2,1955,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"GasA",80,1,9680,1,0,0,1,0,"NAmes",0,0,0,6,6,1955,1972,0,0,0,0,153000
"629",629,2,504,335,0,0,0,0,0,0,"2007-09-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1040,1040,0,2080,0,1,1,2,5,1,9,2,1969,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA",60,1,11676,1,1,3,1,0,"NAmes",0,0,0,5,5,1969,1969,0,0,1,0,135000
"630",630,2,520,176,0,0,0,0,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1350,0,0,1350,1,0,1,1,3,1,6,0,1964,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624,"Rec",336,288,1248,"GasA",80,1,9102,1,0,0,1,2,"NAmes",1,0,0,6,5,1964,1964,0,0,0,0,168500
"631",631,1,240,0,0,293,0,0,0,0,"2006-06-01",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1089,661,0,1750,0,0,1,0,3,1,8,0,1937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA",70,2,9050,1,0,0,1,2,"OldTown",1,0,0,5,6,1880,1991,1,0,0,0,124000
"632",632,2,627,156,73,0,0,0,0,0,"2007-08-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1554,0,0,1554,0,0,2,0,2,1,6,1,2006,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA",120,1,4624,1,0,0,1,0,"NridgHt",0,0,4,8,5,2006,2006,0,0,0,0,209500
"633",633,2,544,192,0,0,0,0,0,0,"2009-04-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1411,0,0,1411,0,0,2,0,3,1,6,1,1977,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"GasA",20,1,11985,1,0,0,1,0,"NWAmes",0,0,0,7,5,1977,1977,0,0,0,0,82500
"634",634,1,260,390,0,0,0,0,0,0,"2007-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1056,0,0,1056,0,1,1,0,3,1,6,0,1954,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"GasA",20,1,9330,1,0,0,1,2,"NAmes",0,0,0,5,7,1954,2005,0,0,0,0,139400
"635",635,2,576,264,56,0,0,0,0,600,"2010-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1056,0,0,1056,2,0,0,0,0,2,4,0,1980,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"None",0,0,1056,"GasA",90,1,7043,1,0,0,1,0,"OldTown",0,0,2,6,5,1980,1980,0,0,0,0,144000
"636",636,0,0,0,110,0,0,0,0,0,"2007-03-01",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1440,1440,515,3395,0,0,2,0,8,2,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA",190,3,10956,1,0,1,1,0,"SWISU",1,0,1,6,7,1914,1995,0,1,0,0,200000
"637",637,0,0,0,0,0,0,0,0,0,"2009-01-01",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,800,0,0,800,0,0,1,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,264,264,"Grav",30,2,6171,1,0,0,1,0,"BrkSide",0,0,0,2,3,1936,1950,0,0,0,0,60000
"638",638,1,256,0,0,0,0,0,0,0,"2009-11-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,811,576,0,1387,0,0,2,0,3,2,7,0,1954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,811,811,"GasA",190,2,6050,1,0,0,1,0,"OldTown",0,0,1,5,4,1954,1954,0,0,0,0,93000
"639",639,0,0,328,0,164,0,0,0,0,"2008-05-01",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,796,0,0,796,0,0,1,0,2,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"GasA",30,1,8844,1,0,0,1,0,"Edwards",1,0,0,5,7,1910,1950,0,0,0,0,85000
"640",640,3,648,312,0,0,0,0,0,0,"2006-10-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1567,0,0,1567,1,0,2,0,1,1,7,1,2006,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154,"Unf",0,366,1520,"GasA",120,1,4035,1,0,0,1,0,"Blmngtn",0,0,3,8,5,2006,2006,0,0,0,0,264561
"641",641,2,588,185,140,0,0,0,0,0,"2008-04-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1518,0,0,1518,0,0,1,1,1,1,6,1,2003,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"GasA",120,1,12739,1,1,0,1,0,"NridgHt",0,0,3,8,5,2003,2004,0,0,0,0,274000
"642",642,2,650,0,235,0,0,0,0,0,"2007-05-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1057,872,0,1929,1,0,2,1,3,1,7,1,2001,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"GasA",60,4,7050,1,0,0,1,0,"Somerst",0,0,0,7,5,2001,2001,0,0,0,0,226000
"643",643,2,538,269,111,0,0,0,0,0,"2009-07-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2000,704,0,2704,1,0,2,1,4,1,9,3,1972,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,"Gable","CompShg","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410,"Unf",0,542,1952,"GasA",80,1,13935,1,0,0,1,0,"NAmes",0,0,0,8,7,1972,1995,0,0,0,0,345000
"644",644,2,462,208,0,0,0,0,0,0,"2007-04-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,780,840,0,1620,0,0,2,1,4,1,7,0,1969,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA",60,1,10873,1,0,0,1,0,"NWAmes",3,0,0,5,5,1969,1969,0,0,0,0,152000
"645",645,3,478,195,130,0,0,0,0,0,"2009-10-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1766,0,0,1766,1,0,2,1,2,1,7,1,2009,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA",20,4,9272,1,0,0,1,0,"Somerst",0,0,0,9,5,2009,2009,0,0,0,0,370878
"646",646,2,576,0,312,40,0,0,0,0,"2007-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,981,0,0,981,1,0,1,1,3,1,5,0,1979,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282,"LwQ",35,664,981,"GasA",20,1,10530,1,1,0,1,2,"NAmes",0,0,0,6,5,1971,1971,0,0,0,0,143250
"647",647,2,420,0,27,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,1950,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA",20,1,7260,1,0,0,1,0,"NAmes",0,0,0,5,5,1950,1950,0,0,0,0,98300
"648",648,2,495,0,0,0,0,287,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1094,0,0,1094,0,0,1,0,3,1,5,2,1953,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"GasA",20,1,10537,1,1,0,1,0,"Edwards",0,0,0,6,5,1953,1953,0,0,0,0,155000
"649",649,2,442,0,124,216,0,0,0,0,"2010-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1051,788,0,1839,0,0,1,1,4,1,7,1,1966,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA",60,1,7770,1,0,0,1,0,"NAmes",2,0,0,6,5,1966,1966,0,0,0,0,155000
"650",650,0,0,0,0,0,0,0,0,0,"2007-12-01",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA",180,2,1957,1,0,0,1,0,"MeadowV",0,0,4,4,6,1970,1970,0,0,0,0,84500
"651",651,2,562,0,0,0,0,0,0,0,"2008-05-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,822,843,0,1665,0,0,2,1,3,1,7,0,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA",60,4,8190,1,0,0,1,0,"Somerst",0,0,0,7,6,2007,2007,0,0,0,0,205950
"652",652,1,296,120,0,0,0,0,0,0,"2009-10-01",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,755,755,0,1510,1,0,1,0,4,1,7,1,1940,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,755,755,"GasA",70,1,9144,1,0,0,1,0,"Edwards",1,0,0,4,5,1940,1950,0,0,0,0,108000
"653",653,2,512,0,120,0,0,0,0,0,"2009-07-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,909,807,0,1716,0,0,2,1,2,1,7,1,1996,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA",60,1,8820,1,0,0,1,0,"CollgCr",0,0,0,7,5,1996,1996,0,0,0,0,191000
"654",654,1,216,57,0,239,0,0,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,756,713,0,1469,0,0,1,0,3,1,7,0,1906,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA",50,2,10380,1,0,0,1,0,"IDOTRR",0,0,0,6,7,1906,1995,1,0,0,0,135000
"655",655,3,839,236,46,0,0,0,0,0,"2008-08-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2113,0,0,2113,1,0,2,1,2,1,7,1,1995,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"GasA",20,1,10528,1,1,0,1,0,"NoRidge",0,0,0,8,6,1995,1995,0,0,0,0,350000
"656",656,1,264,0,0,0,0,0,0,0,"2010-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,525,567,0,1092,0,0,1,1,3,1,6,0,1971,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"GasA",160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,5,1971,1971,0,0,0,0,88000
"657",657,1,312,0,0,0,0,0,0,0,"2008-08-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1053,0,0,1053,1,0,1,1,3,1,5,0,1959,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA",20,1,10079,1,1,0,1,0,"NAmes",0,0,0,5,7,1959,2006,0,0,0,0,145500
"658",658,1,270,0,0,112,0,0,0,0,"2008-02-01",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,851,651,0,1502,0,0,1,1,3,1,6,1,1931,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA",70,1,7260,1,0,3,1,0,"Crawfor",0,0,0,7,6,1931,2000,0,0,0,1,149000
"659",659,1,330,192,0,0,0,0,0,0,"2010-01-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,912,546,0,1458,0,1,1,0,3,1,6,1,1948,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA",50,1,17581,1,0,0,1,0,"NAmes",1,0,0,6,5,1948,1950,0,0,0,0,97500
"660",660,2,480,0,0,0,0,0,0,0,"2009-03-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1486,0,0,1486,1,0,1,0,3,1,7,0,1968,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637,"Unf",0,849,1486,"GasA",20,1,10012,1,0,0,1,2,"Edwards",0,0,0,5,7,1964,1999,0,0,0,0,167000
