"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
876,"60","FV",75,9000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","8","5",2007,2007,"Low","Low","CemntBd","Highest","None",0,"Gd","TA","Other","Gd","High","Med","High",64,"Unf",0,1120,1184,"GasA","Ex","Y","High",1184,1426,0,2610,0,0,2,1,4,1,"Ex",11,"High",1,"TA","Highest",2007,"Fin",2,550,"TA","TA","Y",208,364,0,0,0,0,"Low","None","None",0,8,2007,"High","High",303477
877,"20","RL",94,25286,"Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med","Med","Norm","Fam","Med","4","5",1963,1963,"Low","Low","High","Med","None",0,"TA","TA","Other","TA","High","Gd","Med",633,"Unf",0,431,1064,"GasA","Med","Y","High",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"High",0,"Low","High",1963,"Unf",2,648,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,1,2007,"Med","Med_High",132250
878,"60","RL",74,8834,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","9","5",2004,2005,"Med","Low","VinylSd","VinylSd","Stone",216,"Gd","TA","Other","Ex","High","No","High",1170,"Unf",0,292,1462,"GasA","Ex","Y","High",1462,762,0,2224,1,0,2,1,4,1,"Ex",10,"High",1,"TA","High",2004,"Fin",3,738,"TA","TA","Y",184,0,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med_High",350000
879,"85","RL",88,11782,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Low","5","7",1961,1995,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","Med","Med",899,"Unf",0,210,1109,"GasA","Med","Y","High",1155,0,0,1155,1,0,1,0,3,1,"Gd",6,"Med",0,"Low","Med",1987,"Unf",2,576,"TA","TA","Y",192,0,0,0,0,0,"Low","Med","Shed",400,6,2010,"Med","Med_High",148000
880,"20","RL",62.1959750631123,7000,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam","Med","5","8",1978,2005,"Low","Low","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","Stone","TA","High","No","Med",646,"Unf",0,218,864,"GasA","Ex","Y","High",864,0,0,864,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1978,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,7,2009,"Med","Med_High",136500
881,"20","RL",60,7024,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","5",2005,2006,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Ex","High","No","Med",980,"Unf",0,110,1090,"GasA","Med","Y","High",1090,0,0,1090,1,0,1,1,2,1,"TA",5,"High",0,"Low","High",2005,"Fin",2,450,"TA","TA","Y",0,49,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",157000
882,"50","RL",44,13758,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Med","Norm","Fam","Low","7","5",1990,1991,"Low","Low","High","Med","BrkFace",117,"Gd","Gd","Stone","Gd","High","Med","Low",902,"Unf",0,254,1156,"GasA","Ex","Y","High",1187,530,0,1717,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",1990,"RFn",2,400,"TA","TA","Y",168,36,0,0,0,0,"Low","None","None",0,4,2007,"Med","Med_High",187500
883,"60","RL",69.1352156934201,9636,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",1992,1993,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,808,808,"GasA","Med","Y","High",808,785,0,1593,0,0,2,1,3,1,"TA",7,"High",1,"TA","Highest",1993,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,"Low","Med","None",0,12,2009,"Med","Med_High",178000
884,"75","RL",60,6204,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","4","5",1912,1950,"Low","Low","Med","Low","None",0,"Gd","TA","Other","TA","Med","No","Med",0,"Unf",0,795,795,"GasA","Med","N","High",954,795,481,2230,1,0,1,0,5,1,"TA",10,"High",0,"Low","Med",1997,"Unf",1,440,"TA","Gd","Y",0,188,0,0,0,0,"Low","None","None",0,3,2006,"Med","Med_High",118500
885,"20","RL",65,7150,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","5",1967,1967,"Low","Low","High","Med","BrkFace",60,"TA","TA","Stone","TA","High","No","Low",432,"Unf",0,460,892,"GasA","Med","Y","High",892,0,0,892,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1967,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,7,2009,"Med","Med_High",100000
886,"120","FV",50,5119,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Med","Norm","Fam","Med","9","5",1999,2000,"Low","Low","Med","Low","BrkFace",60,"Gd","TA","Other","Ex","High","Med","High",1238,"Unf",0,460,1698,"GasA","Ex","Y","High",1709,0,0,1709,1,0,2,0,2,1,"Gd",5,"High",1,"TA","High",1999,"Fin",2,506,"TA","TA","Y",97,65,0,0,0,0,"Low","None","None",0,1,2008,"CWD","Med",328900
887,"90","RL",70,8393,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","fmCon","Med","5","5",1959,2005,"Low","Low","Med","Low","BrkFace",122,"TA","TA","Stone","TA","High","No","Low",528,"Unf",0,1098,1626,"GasA","Ex","Y","High",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"High",0,"Low","High",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med",145000
888,"50","RL",59,16466,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","7",1955,1955,"Low","Low","Med","Low","None",0,"TA","Gd","Other","TA","High","No","Med",0,"Unf",0,816,816,"GasA","Med","Y","High",872,521,0,1393,0,0,1,1,3,1,"TA",8,"High",0,"Low","High",1955,"Unf",1,300,"TA","TA","Y",121,0,0,0,265,0,"Low","None","None",0,4,2008,"Med","Med_High",135500
889,"20","RL",95,15865,"Pave","None","IRG","Lvl","AllPub","NotCulD","Othr","Med_Low","Med","Norm","Fam","Med","8","6",1970,1970,"Med","Low","Med","Low","None",0,"Gd","Gd","Other","TA","High","Gd","Med",351,"Rec",823,1043,2217,"GasA","Ex","Y","High",2217,0,0,2217,1,0,2,0,4,1,"Gd",8,"High",1,"TA","High",1970,"Unf",2,621,"TA","TA","Y",81,207,0,0,224,0,"Low","None","None",0,10,2007,"Med","Med_High",268000
890,"20","RL",128,12160,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","Med","6","4",1953,1953,"Med","Low","Med","Low","BrkFace",90,"TA","TA","Stone","TA","High","No","Low",1024,"Unf",0,481,1505,"GasA","Ex","Y","High",1505,0,0,1505,1,0,1,0,2,1,"TA",6,"High",1,"TA","High",1953,"RFn",2,505,"TA","TA","Y",0,0,0,162,0,0,"Low","None","None",0,2,2009,"Med","Med_High",149500
891,"50","RL",60,8064,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","Low","5","7",1949,2006,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","Med","Med",0,"Unf",0,672,672,"GasA","Ex","Y","High",672,252,0,924,0,0,1,0,3,1,"TA",6,"High",1,"Low","Med",2003,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","Shed",2000,7,2007,"Med","Med_High",122900
892,"60","RL",70,11184,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","6","5",1978,1978,"Med","Low","High","Med","BrkFace",92,"TA","TA","Stone","TA","High","No","Low",226,"Rec",500,192,918,"GasA","Med","Y","High",918,765,0,1683,0,0,2,1,3,1,"TA",7,"High",1,"TA","High",1978,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,"Low","None","None",0,7,2009,"Med","Med_High",172500
893,"20","RL",70,8414,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","8",1963,2003,"Med","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","High",663,"Unf",0,396,1059,"GasA","Med","Y","High",1068,0,0,1068,0,1,1,0,3,1,"TA",6,"High",0,"Low","High",1963,"RFn",1,264,"TA","TA","Y",192,0,0,0,0,0,"Low","Med","None",0,2,2006,"Med","Med_High",154500
894,"20","RL",78.7385350482618,13284,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","High","Norm","Fam","Med","5","5",1954,1954,"Low","Low","Med","Med","None",0,"TA","TA","Other","Gd","High","Med","Low",1064,"Unf",0,319,1383,"GasA","Med","Y","High",1383,0,0,1383,1,0,1,0,3,1,"TA",6,"High",1,"TA","High",1954,"Unf",1,354,"TA","TA","Y",511,116,0,0,0,0,"Low","High","None",0,6,2008,"Med","Med_High",165000
895,"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","True_Med","Med","Norm","fmCon","Med","5","5",1979,1979,"Low","Low","Highest","Med","None",0,"TA","TA","Slab","None","Med","None","None",0,"None",0,0,0,"GasA","Med","Y","High",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"High",0,"Low","High",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med",118858
896,"60","RL",71,7056,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","6","5",1963,1963,"Med","Low","High","Med","BrkFace",415,"TA","TA","Stone","TA","High","No","Low",400,"Unf",0,380,780,"GasA","Med","Y","High",983,813,0,1796,1,0,1,1,4,1,"TA",8,"High",1,"TA","High",1963,"RFn",2,483,"TA","TA","Y",0,50,0,0,0,0,"Low","None","None",0,10,2008,"Med","Med_High",140000
897,"30","Othr",50,8765,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Med","4","6",1936,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",285,"Unf",0,666,951,"GasA","Ex","N","High",951,0,0,951,0,0,1,0,2,1,"TA",6,"High",0,"Low","Med",1936,"Unf",1,327,"TA","TA","Y",0,28,0,0,0,0,"Low","None","None",0,4,2006,"Med","Med",106500
898,"90","RL",64,7018,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Low","Norm","fmCon","High","5","5",1979,1979,"Low","Low","Highest","Med","None",0,"TA","TA","Slab","None","Med","None","None",0,"None",0,0,0,"GasA","Med","Y","High",1120,1120,0,2240,0,0,2,0,6,2,"TA",12,"High",0,"Low","Med",1979,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med",142953
899,"20","RL",100,12919,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","9","5",2009,2010,"Med","Low","VinylSd","VinylSd","Stone",760,"Ex","TA","Other","Ex","High","Gd","High",2188,"Unf",0,142,2330,"GasA","Ex","Y","High",2364,0,0,2364,1,0,2,1,2,1,"Ex",11,"High",2,"TA","High",2009,"Fin",3,820,"TA","TA","Y",0,67,0,0,0,0,"Low","None","None",0,3,2010,"High","High",611657
900,"20","RL",65,6993,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","Med","5","7",1961,1994,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",465,"Unf",0,447,912,"GasA","Med","Y","High",1236,0,0,1236,0,0,1,0,3,1,"TA",6,"High",1,"TA","High",1961,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",135000
901,"20","RL",63.0910212749123,7340,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","6",1971,1971,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",322,"Unf",0,536,858,"GasA","Med","Y","High",858,0,0,858,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1979,"Unf",1,684,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",110000
902,"20","RL",64,8712,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","7",1957,2000,"Med","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","Med","Low",860,"Unf",0,132,992,"GasA","Med","Y","High",1306,0,0,1306,1,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1968,"Unf",1,756,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med_High",153000
903,"60","RL",63,7875,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",2003,2003,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,783,783,"GasA","Ex","Y","High",807,702,0,1509,0,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2003,"Fin",2,393,"TA","TA","Y",0,75,0,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",180000
904,"20","RL",50,14859,"Pave","None","IRG","HLS","AllPub","CulD","Gtl","True_Med","Med","Norm","Fam","Med","7","5",2006,2006,"Med","Low","VinylSd","VinylSd","BrkFace",27,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,1670,1670,"GasA","Ex","Y","High",1670,0,0,1670,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2006,"RFn",3,690,"TA","TA","Y",144,60,0,0,0,0,"Low","None","None",0,8,2006,"High","High",240000
905,"20","RL",60.0189067773519,6173,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","6",1967,1967,"Low","Low","High","Low","BrkFace",75,"TA","TA","Stone","TA","High","No","High",599,"Unf",0,277,876,"GasA","Med","Y","High",902,0,0,902,0,0,1,0,3,1,"TA",6,"High",0,"Low","High",1967,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,8,2007,"Med","Med_High",125500
906,"20","RL",80,9920,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","5",1954,1954,"Low","Low","High","Med","Stone",110,"TA","TA","Stone","TA","High","No","Low",354,"LwQ",290,412,1056,"GasA","Med","Y","High",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1954,"RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,"Low","Med","None",0,2,2010,"Med","Med_High",128000
907,"20","RL",116,13501,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",208,"Gd","TA","Other","Gd","High","No","High",63,"Unf",0,1560,1623,"GasA","Ex","Y","High",1636,0,0,1636,1,0,2,0,3,1,"Gd",8,"High",1,"TA","High",2006,"RFn",3,865,"TA","TA","Y",0,60,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",255000
908,"50","RL",86,11500,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Low","7","7",1936,1987,"Low","Low","Highest","Med","None",0,"Gd","TA","Stone","Gd","High","No","Low",223,"Unf",0,794,1017,"GasA","Med","Y","High",1020,1037,0,2057,0,0,1,1,3,1,"Gd",6,"High",1,"TA","High",1936,"Fin",1,180,"Fa","TA","Y",0,0,0,0,322,0,"Low","None","None",0,6,2006,"Med","Med_High",250000
909,"20","RL",67.1582165608855,8885,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med","Med","Norm","Fam","Med","5","5",1983,1983,"Low","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","Med","Low",301,"ALQ",324,239,864,"GasA","Med","Y","High",902,0,0,902,1,0,1,0,2,1,"TA",5,"High",0,"Low","High",1983,"Unf",2,484,"TA","TA","Y",164,0,0,0,0,0,"Low","Med","None",0,6,2006,"Med","Med_High",131000
910,"60","RL",149,12589,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,742,742,"GasA","Ex","Y","High",742,742,0,1484,0,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2005,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med_High",174000
911,"90","RL",80,11600,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","fmCon","High","5","5",1960,1960,"Low","Low","Med","Low","BrkFace",361,"TA","TA","Stone","TA","High","No","Low",443,"Unf",0,662,1105,"GasA","Med","Y","Med",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"High",0,"Low","Med",1960,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,1,2010,"Med","Med_High",154300
912,"20","RL",68.2138445930378,9286,"Pave","None","IRG","Lvl","AllPub","CulD","Othr","Med_High","Med","Norm","Fam","Med","5","7",1977,1989,"Low","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","Med","Med",196,"Unf",0,1072,1268,"GasA","Med","Y","High",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"High",0,"Low","Med",1978,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,"Low","None","None",0,10,2009,"Med","Med_High",143500
913,"30","Othr",51,6120,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","7",1925,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",489,"Unf",0,279,768,"GasA","Med","N","High",1015,0,0,1015,0,0,1,0,3,1,"TA",6,"Med",0,"Low","Med",1925,"Unf",1,450,"TA","TA","Y",0,0,112,0,120,0,"Low","Med","Shed",620,7,2006,"Med","Med",88000
914,"90","Othr",82,6270,"Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Med_High","Med","Norm","fmCon","High","5","6",1949,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",284,"Unf",0,717,1001,"GasA","Med","N","Med",1001,1001,0,2002,0,0,2,0,4,2,"TA",8,"High",0,"Low","Med",1949,"Unf",3,871,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,8,2007,"Med","Med_High",145000
915,"160","FV",30,3000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","6","5",2009,2009,"Low","Low","VinylSd","VinylSd","Stone",76,"Gd","TA","Other","Gd","High","Med","High",294,"Unf",0,318,612,"GasA","Ex","Y","High",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"High",0,"Low","Med",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,"Low","None","None",0,6,2009,"High","High",173733
916,"160","Othr",21,2001,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon","High","4","5",1970,1970,"Low","Low","CemntBd","Highest","BrkFace",80,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,546,546,"GasA","Med","Y","High",546,546,0,1092,0,0,1,1,3,1,"TA",6,"High",0,"Low","High",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,1,2007,"Med","Med_High",75000
917,"20","C (all)",50,9000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Med","2","Low",1949,1950,"Low","Low","Low","Lowest","None",0,"TA","TA","Stone","TA","High","Med","Low",50,"Unf",0,430,480,"GasA","Med","N","Med",480,0,0,480,1,0,0,0,1,1,"TA",4,"High",0,"Low","Med",1958,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,10,2006,"Med","Med",35311
918,"20","RL",88.8894120856163,17140,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","6",1956,1956,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",1059,"Unf",0,75,1134,"GasA","Ex","Y","Med",1229,0,0,1229,0,0,1,0,3,1,"TA",6,"High",0,"Low","High",1956,"RFn",1,284,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,4,2009,"Med","Med_High",135000
919,"60","RL",103,13125,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1991,1991,"Low","Low","High","Med","None",0,"Gd","TA","Other","Ex","High","Med","Low",48,"GLQ",634,422,1104,"GasA","Ex","Y","High",912,1215,0,2127,1,0,2,1,4,1,"Gd",8,"High",1,"TA","High",1991,"RFn",3,833,"TA","TA","Y",72,192,224,0,0,0,"Low","High","None",0,11,2007,"Med","Med_High",238000
920,"20","RL",87,11029,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","8",1958,2002,"Med","Low","Med","Low","None",0,"Ex","TA","Stone","Gd","High","No","Med",528,"BLQ",411,245,1184,"GasA","Ex","Y","High",1414,0,0,1414,1,0,1,0,3,1,"TA",6,"Med",1,"TA","High",1990,"Unf",2,601,"TA","TA","Y",0,51,0,0,190,0,"Low","None","None",0,5,2008,"Med","Med_High",176500
921,"60","RL",70,8462,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",1994,1994,"Low","Low","High","Med","BrkFace",105,"Gd","Gd","Other","Gd","High","No","High",814,"Unf",0,114,928,"GasA","Ex","Y","High",936,785,0,1721,0,1,2,1,3,1,"Gd",7,"High",0,"Low","High",1994,"RFn",2,471,"TA","TA","Y",300,87,0,0,0,0,"Low","None","None",0,7,2007,"Med","Med_High",201000
922,"90","RL",67,8777,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","fmCon","Low","5","7",1900,2003,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",1084,"Unf",0,188,1272,"GasA","Med","Y","High",1272,928,0,2200,2,0,2,2,4,2,"TA",9,"High",0,"Low","Low",9999,"None",0,0,"None","None","N",0,70,0,0,0,0,"Low","High","None",0,9,2008,"Med","Med_High",145900
923,"20","RL",65,10237,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","5",2005,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",28,"Unf",0,1288,1316,"GasA","Ex","Y","High",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"High",1,"TA","High",2005,"Fin",2,397,"TA","TA","Y",100,0,0,23,0,0,"Low","None","None",0,10,2006,"High","High",169990
924,"120","RL",50,8012,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","5",1993,1994,"Low","Low","Highest","Med","None",0,"Gd","TA","Other","Gd","High","No","Low",165,"GLQ",841,598,1604,"GasA","Ex","Y","High",1617,0,0,1617,1,0,2,0,2,1,"Gd",5,"High",1,"Fa","High",1993,"RFn",2,533,"TA","TA","Y",0,69,0,0,0,0,"Low","None","None",0,7,2008,"Med","Med_High",193000
925,"20","RL",79,10240,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","6",1980,1980,"Low","Low","Highest","Med","BrkFace",157,"TA","Gd","Stone","Gd","High","No","Low",625,"LwQ",1061,0,1686,"GasA","Med","Y","High",1686,0,0,1686,1,0,2,0,3,1,"TA",7,"High",1,"TA","High",1980,"Unf",2,612,"TA","TA","Y",384,131,0,0,0,0,"Low","None","None",0,5,2006,"Med","Med_High",207500
926,"20","RL",84.8643366213749,15611,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","5","6",1977,1977,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","Med","Med",767,"LwQ",93,266,1126,"GasA","Med","Y","High",1126,0,0,1126,0,1,2,0,3,1,"Ex",6,"High",0,"Low","High",1977,"RFn",2,540,"TA","TA","Y",180,0,0,0,0,0,"Low","None","None",0,3,2008,"Med","Med",175000
927,"60","RL",93,11999,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",2003,2004,"Med","Low","VinylSd","VinylSd","BrkFace",340,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,1181,1181,"GasA","Ex","Y","High",1234,1140,0,2374,0,0,2,1,4,1,"Ex",10,"High",1,"TA","Highest",2003,"Fin",3,656,"TA","TA","Y",104,100,0,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",285000
928,"60","RL",69.8301927519942,9900,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Low","Norm","Fam","High","7","5",1968,1968,"Low","Low","Med","Low","BrkFace",342,"TA","TA","Stone","TA","High","No","Low",552,"Unf",0,280,832,"GasA","Med","Y","High",1098,880,0,1978,0,0,2,1,4,1,"TA",9,"High",1,"TA","High",1968,"RFn",2,486,"TA","TA","Y",0,43,0,0,0,0,"Low","High","None",0,4,2008,"Med","Med_High",176000
929,"20","RL",74.9319561592538,11838,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","8","5",2001,2001,"Med","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,"Unf",0,1753,1753,"GasA","Ex","Y","High",1788,0,0,1788,0,0,2,0,3,1,"Ex",7,"High",1,"TA","High",2001,"RFn",2,522,"TA","TA","Y",202,151,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med_High",236500
930,"60","RL",78.0067031456724,13006,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1997,1997,"Low","Low","High","Med","BrkFace",285,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,964,964,"GasA","Med","Y","High",993,1243,0,2236,0,0,2,1,4,1,"Gd",8,"High",1,"TA","Highest",1997,"Fin",2,642,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,11,2006,"Med","Med_High",222000
