"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
573,60,"RL",114.712684564524,"Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2009,2009,"Low","Low","VinylSd","None",0,"TA","TA","Other","Ex","High","Med","Med","Unf",29.086079144498,29.086079144498,"GasA","Med","Y","High",0,41.1339276024063,0,0,2,1,3,1,"Gd",6,"High",0,"Low","High",2009,25.4950975679639,"Y",14.422205101856,10.6770782520313,0,0,0,0,"None","None",7,2009,"High","High",12.3216309861644
574,80,"RL",99.8348636499294,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",7,"5",2000,2000,"Low","Low","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",19.5959179422654,19.5959179422654,"GasA","Ex","Y","High",0,37.8153408023781,0,0,2,1,3,1,"TA",8,"High",1,"TA","Highest",2000,20,"Y",10,0,0,0,0,0,"None","None",12,2007,"Med","Med_High",12.0435537160324
575,80,"RL",102.469507659596,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"7",1971,2005,"Low","Low","Med","BrkFace",82,"TA","TA","Stone","TA","High","Med","Med","Unf",4.79583152331272,19.2873015219859,"GasA","Med","Y","High",0,33.3016516106934,0,1,1,0,3,1,"TA",5,"High",0,"Low","Highest",1971,16.9705627484771,"Y",5.91607978309962,0,0,0,0,0,"Med","None",12,2007,"Med","Med_High",11.8422292121128
576,50,"RL",92.0869154657707,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"5",1947,1950,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",19.7484176581315,28.8444102037119,"GasA","Med","Y","High",0,34.8711915483254,0,0,1,0,2,1,"TA",6,"High",0,"Low","Med",1947,18.3303027798234,"Y",12.5698050899765,0,102,0,0,0,"None","None",10,2008,"Med","Med",11.6826682395573
577,50,"RL",79.3221280602078,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",7,"7",1928,1950,"Low","Low","Med","None",0,"TA","TA","BrkTil","TA","High","No","Med","Unf",29.3428015022424,29.3428015022424,"GasA","Med","Y","High",0,38.4317577011513,0,1,2,0,3,1,"TA",6,"High",1,"TA","Med",1928,14.6969384566991,"Y",0,7.07106781186548,0,0,0,0,"None","None",8,2009,"Med","Med_High",11.8844890214027
578,80,"RL",108.521887193322,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1966,1966,"Low","Low","VinylSd","BrkFace",97,"TA","TA","Stone","TA","High","Med","Low","ALQ",16.8819430161341,34.117444218464,"GasA","Ex","Y","High",0,36.3318042491699,1,0,1,0,3,1,"TA",6,"High",2,"Fa","High",1966,23.7486841740758,"Y",12.6491106406735,8.24621125123532,240,0,0,0,"None","None",5,2006,"Med","Med",12.0106658491876
579,160,"FV",60.0333240792145,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2007,2007,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",26.2488094968134,26.2488094968134,"GasA","Ex","Y","High",0,37.3095162123553,0,0,2,0,2,1,"Gd",5,"High",0,"Low","Med",2007,23.2379000772445,"Y",0,10.0995049383621,0,0,0,0,"None","None",2,2008,"Med","Med",11.8913619006905
580,50,"Othr",110.227038425243,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"5",1954,1954,"Low","Low","Med","BrkFace",335,"TA","TA","BrkTil","TA","High","No","Med","Unf",32.4037034920393,32.4037034920393,"GasA","Ex","N","Med",0,42.3674403286297,0,0,2,0,4,1,"TA",7,"High",0,"Low","High",1954,18.7616630392937,"Y",0,0,0,0,0,0,"None","None",11,2008,"Med","Med_High",11.7867621306
581,20,"RL",120.768373343355,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","Med","Norm","Fam",6,"6",1960,1987,"Low","Low","Med","BrkFace",85,"TA","TA","Stone","TA","High","No","Low","Rec",18.1934053986603,33.8230690505755,"GasA","Ex","Y","High",0,37.8021163428716,0,1,1,0,3,1,"Gd",7,"High",2,"TA","High",1960,23.9165214862028,"Y",14.6969384566991,10.4880884817015,0,0,0,0,"None","None",6,2007,"Med","Med_High",12.1112123645062
582,20,"RL",112.712022428843,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",2008,2009,"Med","Low","VinylSd","BrkFace",306,"Ex","TA","Other","Ex","High","No","Med","Unf",45.18849411078,45.18849411078,"GasA","Ex","Y","High",0,45.18849411078,0,0,2,1,3,1,"Ex",8,"High",1,"TA","High",2009,37.2827037646145,"Y",0,9.48683298050514,0,0,0,0,"None","None",8,2009,"High","High",12.4423022003927
583,90,"RL",108.816359064251,"Grvl","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","fmCon",6,"5",1990,1990,"Low","Low","High","BrkFace",104,"TA","Gd","Stone","Gd","High","Med","High","Unf",0,28.5657137141714,"GasA","Med","Y","High",0,28.5657137141714,1,0,1,0,3,1,"TA",5,"High",0,"Low","Low",1996,0,"Y",0,5.65685424949238,0,0,0,0,"None","None",5,2007,"Med","Med_High",11.6826682395573
584,75,"Othr",116.189500386223,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","PosA","Fam",10,"9",1893,2000,"Low","Low","Med","None",0,"Ex","TA","BrkTil","TA","High","No","Med","Unf",35.1710107901379,35.1710107901379,"GasA","Med","Y","High",0,52.6782687642637,0,0,3,1,3,1,"Gd",9,"High",1,"TA","Med",1988,29.6647939483827,"Y",10.2469507659596,22.4053565024081,0,0,0,0,"None","None",7,2008,"Med","Med_High",12.6915804613119
585,50,"Othr",78.2304288624318,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",4,"7",1935,1995,"Low","Low","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med","Unf",29.732137494637,29.732137494637,"GasA","Ex","Y","High",0,39.6610640301039,0,0,1,0,3,1,"Gd",6,"High",0,"Low","Med",1935,15.4919333848297,"Y",0,0,54,0,120,0,"None","None",7,2009,"Med","Med_High",11.7981044072039
586,20,"RL",106.971958942519,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2005,2006,"Med","Low","VinylSd","BrkFace",208,"Gd","TA","Other","Ex","High","Gd","High","Unf",20.1990098767242,43.2203655699486,"GasA","Ex","Y","High",0,45.0333209967908,1,0,2,0,2,1,"Gd",7,"High",2,"TA","High",2005,29.6647939483827,"Y",18.0554700852678,8.12403840463596,0,0,0,0,"None","None",3,2006,"High","High",12.8209879778205
587,30,"RL",101.326205889691,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"7",1918,2000,"Low","Low","High","None",0,"TA","Gd","BrkTil","TA","High","Med","Low","ALQ",0,28.5657137141714,"GasA","Ex","Y","High",0,28.9482296522603,1,0,1,0,2,1,"Fa",5,"High",0,"Low","Med",1961,16.583123951777,"N",0,0,112,0,0,0,"Low","None",5,2008,"Med","Med_High",11.7752897294377
588,85,"RL",93.4879671401619,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1982,1982,"Med","Low","High","None",0,"TA","TA","Stone","TA","High","Med","Med","Unf",12.9614813968157,28.9827534923789,"GasA","Med","Y","High",0,29.3257565972304,1,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1996,22.9782505861521,"Y",0,0,0,0,0,0,"None","None",7,2009,"Med","Med_High",11.8277362048103
589,20,"RL",158.414014531543,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Med","Norm","Fam",5,"8",1968,2003,"Med","Low","Med","None",0,"TA","TA","Stone","TA","High","Gd","High","Unf",10.6301458127346,37.9077828420497,"GasA","Ex","Y","High",0,38.379682124791,2,0,1,0,1,1,"Ex",5,"High",2,"TA","High",1968,21.2602916254693,"Y",0,6.92820323027551,0,0,60,0,"None","None",6,2009,"Med","High",11.870599909242
590,40,"Othr",95.3939201416946,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Feedr","Fam",5,"6",1930,1960,"Low","Low","VinylSd","None",0,"TA","TA","BrkTil","TA","High","No","Med","Unf",27.2396769437525,27.2396769437525,"GasA","Med","Y","Med",156,30.5777697028413,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1988,17.5499287747842,"P",0,0,0,0,0,0,"None","Shed",8,2008,"Med","Med_High",11.2835123006424
591,60,"RL",91.214034007931,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2004,2004,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High","Unf",16.7332005306815,27.7488738510232,"GasA","Ex","Y","High",0,39.7743636027027,0,0,2,1,3,1,"Gd",6,"High",0,"Low","High",2004,22.8035085019828,"Y",0,6.70820393249937,0,0,0,0,"None","None",9,2008,"Med","Med_High",12.1329641737095
592,60,"RL",116.094788858071,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",10,"5",2008,2008,"Low","Low","CemntBd","Stone",420,"Ex","TA","Other","Ex","High","Gd","High","Unf",19.5959179422654,41.4969878424929,"GasA","Ex","Y","High",0,47.9165942028438,1,0,2,1,3,1,"Ex",10,"High",1,"TA","Highest",2008,29.0172362570938,"Y",19.5448202856921,16.5529453572468,0,0,0,0,"None","None",6,2009,"Low","Med_High",13.0213268332266
593,20,"RL",81.2403840463596,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam",5,"8",1982,2003,"Low","Low","High","None",0,"TA","Gd","Other","TA","High","No","High","Unf",0,28.5657137141714,"GasA","Ex","Y","High",0,28.5657137141714,1,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1985,28.5657137141714,"Y",0,0,0,0,0,0,"None","None",6,2008,"Med","Med_High",11.8350089641393
594,120,"Othr",66.5957956630897,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",6,"5",2003,2003,"Low","Low","VinylSd","BrkFace",170,"Gd","TA","Other","Gd","High","Med","High","Unf",12.7671453348037,29.1204395571221,"GasA","Ex","Y","High",0,29.1204395571221,1,0,1,0,1,1,"Gd",4,"High",0,"Low","High",2003,20.4939015319192,"Y",11.8321595661992,0,0,0,0,0,"None","None",5,2009,"Med","Med_High",11.8493977015914
595,20,"RL",89.3867999203462,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"6",1975,1975,"Med","Low","High","None",0,"TA","TA","Stone","Gd","High","No","Med","Unf",30.3973683071413,30.3973683071413,"GasA","Med","Y","High",0,30.3973683071413,0,0,1,0,3,1,"TA",5,"High",0,"Low","Med",1981,16.7332005306815,"Y",0,0,0,0,0,0,"Med","None",4,2008,"Med","Med_High",11.6082356447746
596,20,"RL",106.310864919819,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",2005,2006,"Low","Low","VinylSd","BrkFace",238,"Gd","TA","Other","Gd","High","Gd","High","Unf",19.7989898732233,42.5910788780937,"GasA","Ex","Y","High",0,42.731721238443,1,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2005,27.5317997958724,"Y",13.4164078649987,8.66025403784439,0,0,120,0,"None","None",8,2006,"High","High",12.672946381767
597,70,"Othr",60,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"7",1910,1993,"Low","Low","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",26.153393661244,26.153393661244,"GasA","Ex","N","Med",0,36.9864840178139,0,0,1,0,3,1,"TA",7,"High",0,"Low","Med",1930,14.6969384566991,"N",0,12.5698050899765,0,0,0,0,"None","None",10,2006,"Med","Med_High",11.6483650358641
598,120,"RL",62.6258732474047,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2006,2007,"Low","Low","VinylSd","BrkFace",72,"Gd","TA","Other","Ex","High","Med","Med","Unf",35.4682957019364,35.4682957019364,"GasA","Ex","Y","High",0,37.4432904536981,0,2,0,2,2,1,"Gd",7,"High",1,"TA","High",2006,25.4558441227157,"Y",10.9544511501033,4,0,0,0,0,"None","None",2,2007,"High","High",12.1766489841567
599,20,"RL",113.947356265953,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"6",1977,1977,"Low","Low","Highest","BrkFace",459,"TA","TA","Stone","Gd","High","Med","Med","LwQ",0,37.8153408023781,"GasA","Ex","Y","High",0,40.5832477754061,1,0,2,0,3,1,"Gd",7,"High",1,"TA","High",1977,24.9198715887542,"Y",0,0,0,0,0,0,"None","None",3,2006,"Med","Med_High",12.2899541295109
600,160,"Othr",44.1588043316392,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","fmCon",6,"6",1980,1980,"Low","Low","Med","None",0,"TA","Gd","Stone","Gd","High","No","Low","GLQ",4.79583152331272,26.7581763205193,"GasA","Med","Y","High",0,39.446165846632,1,0,2,1,3,1,"TA",6,"High",1,"TA","High",1980,21.2602916254693,"Y",12.6885775404495,0,0,0,0,0,"High","None",7,2008,"Med","Med_High",11.9250351157971
601,60,"RL",104.532291661477,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",2005,2005,"Low","Low","VinylSd","BrkFace",280,"Gd","TA","Other","Gd","High","Med","High","Unf",22.6274169979695,32.5269119345812,"GasA","Ex","Y","High",0,43.6348484585429,1,0,2,1,3,1,"Ex",8,"High",1,"TA","Highest",2003,27.1293199325011,"Y",13.3790881602597,7.74596669241483,0,0,0,0,"None","None",6,2006,"Med","Med_High",12.5245263766487
602,50,"Othr",94.8683298050514,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",6,"6",1937,1950,"Low","Low","Med","None",0,"TA","Gd","Other","TA","High","No","Med","Unf",27.9284800875379,27.9284800875379,"GasA","Med","Y","High",0,37.0809924354783,0,0,1,1,3,1,"Gd",6,"High",1,"TA","Med",1979,23.3238075793812,"P",0,12.7279220613579,0,0,126,0,"None","None",12,2007,"Med","Med_High",11.8565151693603
603,60,"RL",100.204790304656,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",8,"5",1992,1992,"Low","Low","High","None",0,"Gd","TA","Other","Gd","High","Med","High","Unf",10.9087121146357,30.1330383466387,"GasA","Ex","Y","High",0,43.7607129740821,1,0,2,1,3,1,"Gd",8,"High",1,"TA","High",1992,22.494443758404,"Y",10.9544511501033,12.2474487139159,0,0,0,0,"None","None",2,2006,"Med","Med",12.3013828253345
604,160,"FV",56.4092191046818,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2004,2005,"Low","Low","Med","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",24.4948974278318,24.4948974278318,"GasA","Ex","Y","High",0,34.6410161513775,0,0,2,1,2,1,"Gd",4,"High",0,"Low","Med",2004,21.9089023002066,"Y",0,13.114877048604,0,0,0,0,"None","None",6,2010,"Med","Med_High",11.9250351157971
605,20,"RL",113.150342465235,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2002,2002,"Low","Low","VinylSd","BrkFace",99,"Gd","TA","Other","Gd","High","Med","High","Unf",23.9165214862028,38.6522961801754,"GasA","Ex","Y","High",0,38.6522961801754,1,0,2,0,3,1,"Gd",6,"High",1,"TA","High",2002,23.0217288664427,"Y",13.856406460551,6,0,0,0,0,"None","None",9,2008,"Med","Med_High",12.3059179804999
606,60,"RL",116.619037896906,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",7,"6",1965,1990,"Low","Low","High","BrkFace",176,"TA","TA","Stone","TA","High","No","Low","Unf",17.7200451466693,27.712812921102,"GasA","Med","Y","High",0,44.5645599103144,0,0,2,1,3,1,"TA",7,"High",3,"Fa","High",1965,22.0454076850486,"Y",0,6.48074069840786,0,0,189,0,"None","None",10,2009,"Med","Med_High",12.2307652581205
607,20,"RL",111.642285895623,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Med","Norm","Fam",5,"5",1996,1996,"Low","Low","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","High","Unf",17.5499287747842,32.2490309931942,"GasA","Med","Y","High",0,32.2490309931942,1,0,1,0,3,1,"Gd",6,"High",0,"Low","Med",2000,24,"Y",12.9614813968157,0,0,0,0,0,"High","None",11,2009,"Med","Med_High",11.9316357998284
608,20,"RL",88.3176086632785,"Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Low","Med","Norm","Fam",5,"8",1948,2002,"Low","Low","Med","None",0,"TA","Gd","Stone","TA","High","No","High","Unf",17.1172427686237,29.9332590941915,"GasA","Ex","Y","High",0,44.8107130048162,1,0,3,0,3,1,"Ex",8,"High",0,"Low","High",1948,15.1657508881031,"Y",10.1488915650922,0,0,0,0,0,"None","None",8,2006,"Med","Med_High",12.3238556811866
609,70,"RL",110.308657865101,"Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med_High","Med","Norm","Fam",8,"6",1934,1998,"Low","Low","Highest","None",0,"TA","TA","Other","Gd","High","Med","Low","Unf",23.1732604525129,31.0644491340181,"GasA","Med","Y","High",0,56.5154846037792,0,0,2,1,4,1,"TA",10,"High",2,"TA","Med",1934,19.4935886896179,"Y",0,0,0,0,0,0,"None","None",9,2007,"Med","Med",12.7913561802142
610,20,"RL",89.1235098052136,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam",4,"5",1961,1961,"Low","Low","VinylSd","None",192,"TA","Po","Stone","TA","High","Med","Low","Unf",11.2249721603218,32.0780298646909,"GasA","Med","Y","High",0,32.0780298646909,1,0,1,0,3,1,"TA",5,"High",0,"Low","High",1961,16.1554944214035,"Y",8,0,39,0,0,0,"None","None",4,2007,"Med","Med_High",11.6826682395573
611,60,"RL",105.118980208143,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","High","Norm","Fam",9,"5",2000,2000,"Med","Low","VinylSd","BrkFace",204,"Gd","TA","Other","Ex","High","Med","High","Unf",23.1516738055805,37.9473319220206,"GasA","Ex","Y","High",0,46.4004310324807,1,0,2,1,3,1,"Ex",8,"High",2,"Ex","High",2000,27.1293199325011,"Y",15.9059737205869,11.916375287813,0,0,0,0,"None","None",5,2009,"Med","Med_High",12.6539584695223
612,80,"RL",101.955872807799,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"6",1978,1978,"Low","Low","High","BrkFace",233,"TA","TA","Stone","Gd","High","Med","Med","Unf",20.6639783197718,32.124756808418,"GasA","Med","Y","High",0,32.124756808418,0,1,2,0,3,1,"TA",6,"High",1,"TA","High",1978,23.7486841740758,"Y",0,0,0,0,0,0,"Med","Shed",7,2007,"Med","Med_High",11.9049675527463
613,60,"RL",109.018347079746,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",8,"5",2001,2001,"Low","Low","VinylSd","BrkFace",108,"Gd","TA","Other","Gd","High","Med","High","Unf",17.5783958312469,36.0416425818802,"GasA","Ex","Y","High",0,43.2666153055679,1,0,2,1,3,1,"Ex",7,"High",1,"TA","Highest",2001,23.0434372436058,"Y",12.6491106406735,11.0453610171873,0,0,0,0,"None","None",11,2009,"Med","Med_High",12.4741895624871
614,20,"RL",91.6624241442479,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Low","Norm","Fam",5,"5",2007,2007,"Low","Low","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",30.2324329156619,33.466401061363,"GasA","Ex","Y","High",0,33.466401061363,0,0,1,0,3,1,"TA",6,"High",0,"Low","Low",1990,0,"Y",0,5.47722557505166,0,0,0,0,"None","None",12,2007,"High","High",11.8981878657609
615,180,"Othr",38.6134691526156,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",4,"6",1972,1972,"Low","Low","CemntBd","None",0,"TA","TA","Stone","Gd","High","Med","Low","GLQ",0,25.0998007960223,"GasA","Ex","Y","High",0,25.0998007960223,1,0,1,0,1,1,"TA",3,"High",0,"Low","Low",1959,0,"Y",9.79795897113271,4.89897948556636,0,0,0,0,"None","None",5,2010,"Med","Med_High",11.2318879352371
616,85,"RL",93.8083151964686,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam",6,"7",1963,1963,"Low","Low","Med","BrkFace",156,"TA","Gd","Other","TA","High","Gd","High","Unf",13.1529464379659,30.5941170815567,"GasA","Ex","Y","High",0,32.4653661614959,1,0,1,0,3,1,"Gd",6,"High",0,"Low","High",1963,21.9089023002066,"Y",10.9544511501033,0,0,0,0,0,"Med","None",5,2010,"Med","Med",11.8313791960888
617,60,"RL",88.6622805932715,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",2002,2003,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High","Unf",18.0554700852678,27.9821371592664,"GasA","Ex","Y","High",0,38.8458491991101,1,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2002,19.824227601599,"Y",10,8.66025403784439,0,0,0,0,"None","None",6,2006,"Med","Med_High",12.1183337312222
618,45,"RL",85.0117638918285,"Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med_Low","Low","Norm","Fam",6,"6",1954,1954,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",28.8444102037119,28.8444102037119,"GasA","Med","Y","High",0,28.8444102037119,0,0,1,0,2,1,"Gd",4,"High",0,"Low","Med",1962,22.9782505861521,"Y",0,0,0,0,0,0,"None","None",6,2008,"Med","Med_High",11.5664662318983
619,20,"RL",108.138799697426,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",9,"5",2007,2007,"Med","Low","CemntBd","BrkFace",452,"Ex","TA","Other","Ex","High","Med","High","Unf",42.1188793773054,42.6848919408261,"GasA","Ex","Y","High",0,42.7551166528639,0,0,2,0,3,1,"Gd",9,"High",1,"TA","High",2007,27.8208554864871,"Y",0,10.3923048454133,0,0,260,0,"None","None",7,2007,"High","High",12.6597340907337
620,60,"RL",110.652609548984,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2003,2003,"Med","Low","VinylSd","Stone",226,"Gd","TA","Other","Gd","High","Gd","High","Unf",24.7184141886165,38.4967531098403,"GasA","Ex","Y","High",0,47.5604878023765,1,0,2,1,4,1,"Gd",10,"High",2,"TA","High",2003,27.367864366808,"Y",12.9614813968157,0,0,0,0,0,"None","None",8,2008,"Med","Med_High",12.6280670555895
621,30,"RL",90.8185003179418,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",3,"Low",1914,1950,"Low","Low","High","None",0,"TA","TA","BrkTil","TA","High","No","Low","Unf",28.6879765755621,29.3938769133981,"GasA","Med","N","Med",0,29.3938769133981,1,0,1,0,2,1,"TA",5,"High",0,"Low","Low",1928,0,"N",0,0,100,0,0,0,"None","None",9,2008,"Med","Med_High",11.1124478983731
622,60,"RL",103.923048454133,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"7",1974,1997,"Low","Low","High","None",0,"TA","TA","Stone","TA","High","No","Med","Rec",19.5959179422654,39.0128184062623,"GasA","Med","Y","High",0,51.1272921246569,0,0,2,1,4,1,"TA",9,"High",1,"TA","High",1974,24.9799919935936,"Y",6.16441400296898,15.5884572681199,0,0,0,0,"None","None",6,2008,"Med","Med_High",12.3883942023241
623,20,"RL",84.0476055578028,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1977,1977,"Low","Low","Highest","BrkFace",153,"TA","TA","Stone","TA","High","No","Low","Unf",20.4939015319192,31.3049516849971,"GasA","Med","Y","High",0,31.3049516849971,0,0,1,0,3,1,"TA",6,"High",0,"Low","Med",1986,22,"Y",13.856406460551,0,0,0,0,0,"None","None",7,2009,"Med","Med_High",11.8130300574206
624,160,"FV",46.0108682813094,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",6,"5",2000,2000,"Low","Low","Med","BrkFace",513,"Gd","TA","Other","Gd","High","No","High","Unf",18.3303027798234,27.495454169735,"GasA","Ex","Y","High",0,38.8844441904472,0,0,2,1,2,1,"Gd",4,"High",1,"TA","Med",2000,20.976176963403,"Y",0,5.65685424949238,0,0,0,0,"None","None",6,2007,"Med","Med_High",12.0346910287746
625,60,"RL",101.980390271856,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1972,1972,"Low","Low","VinylSd","None",288,"TA","TA","Stone","TA","High","No","Low","Unf",22.0227155455452,27.0554985169374,"GasA","Med","Y","High",0,42.3083916026124,1,0,1,2,4,1,"TA",8,"Med",1,"TA","High",1972,22,"Y",12.1655250605964,0,0,0,147,0,"None","None",11,2006,"Med","Med_High",12.0146094308189
626,20,"RL",100,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"6",1962,1962,"Med","Low","Med","BrkFace",261,"TA","TA","Stone","TA","High","No","Med","Unf",33.4065861769801,33.4065861769801,"GasA","Med","Y","High",0,33.4065861769801,0,0,1,1,3,1,"TA",5,"High",0,"Low","High",1962,20.976176963403,"Y",0,0,0,0,385,0,"None","None",2,2010,"Med","Med_High",11.982929094216
627,20,"RL",111.094554321983,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"5",1960,1978,"Med","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",31.2729915422238,31.2729915422238,"GasA","Med","Y","High",0,37.7094152699296,0,0,1,0,3,1,"TA",6,"Med",1,"TA","High",1960,16.9115345252878,"Y",0,0,36,0,0,0,"Med","Shed",8,2007,"Med","Med_High",11.8486831606536
