"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd.x","alley_grvl","alley_pave","landslope_sev","landslope_mod","yearremodadd.y","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating.x","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","paveddrive.fp","paveddrive.fy","saletype.fcon","saletype.fconld","saletype.fconli","saletype.fconlw","saletype.fcwd","saletype.fnew","saletype.foth","saletype.fwd","garagefinish.fnone","garagefinish.frfn","garagefinish.funf","garagecond.ffa","garagecond.fgd","garagecond.fnone","garagecond.fpo","garagecond.fta","garagequal.ffa","garagequal.fgd","garagequal.fnone","garagequal.fpo","garagequal.fta","poolqc.ffa","poolqc.fgd","poolqc.fnone","fence.fgdwo","fence.fmnprv","fence.fmnww","fence.fnone","miscfeature.fnone","miscfeature.fothr","miscfeature.fshed","miscfeature.ftenc","heating.y","heatingqc","centralair","electrical","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","heatingqc_gd","heatingqc_ta","heatingqc_fa","heatingqc_po","centralair_n","electrical_fusef","electrical_fusea","electrical_fusep","electrical_mix","electrical_na","garagetype_detchd","garagetype_builtin","garagetype_carport","garagetype_na","garagetype_basment","garagetype_2types","kitchenqual_ta","kitchenqual_ex","kitchenqual_fa","functional_min1","functional_maj1","functional_min2","functional_mod","functional_maj2","functional_sev","fireplacequ_ta","fireplacequ_gd","fireplacequ_fa","fireplacequ_ex","fireplacequ_po","yrsold","monthsold"
"833",833,60,0,9592,1,1,0,1,3,"CollgCr",0,0,0,7,6,2003,2003,0,0,0,0,2003,0,"CompShg","VinylSd","VinylSd","BrkFace",223,"Gd","TA","PConc","Gd","TA","No","GLQ",483,"Unf",0,458,941,"GasA",2,613,192,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",543,92,0,596,1,0,0,0,0,0,0,2,"Typ",1,"TA","Attchd",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,1
"834",834,20,0,10104,1,0,0,1,0,"NAmes",0,0,0,6,6,1964,1964,0,0,0,0,1964,0,"CompShg","HdBoard","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",196,"BLQ",345,975,1516,"GasA",2,472,0,0,0,0,152,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",544,1,0,597,0,0,1,0,0,0,1,1,"Typ",0,NA,"Attchd",1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2
"835",835,20,0,7950,1,0,0,1,0,"NAmes",0,0,0,5,6,1961,1961,0,0,0,0,1961,0,"CompShg","VinylSd","VinylSd","BrkFace",136,"TA","TA","CBlock","TA","TA","No","Rec",572,"Unf",0,572,1144,"GasA",2,456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",316,1,0,327,1,0,1,1,0,0,1,1,"Typ",0,NA,"Attchd",1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,9
"836",836,20,0,9660,1,0,0,1,0,"Sawyer",0,0,0,4,7,1950,1995,0,0,0,0,1995,0,"CompShg","VinylSd","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",442,"Unf",0,625,1067,"GasA",2,436,290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",491,1,0,598,0,0,0,1,3,0,0,6,"Min2",0,NA,"Attchd",1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,2
"837",837,30,1,8190,1,0,0,1,0,"OldTown",0,0,0,5,6,1948,1973,0,1,0,0,1973,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",338,"Unf",0,1221,1559,"GasA",2,812,0,116,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",545,1,0,599,1,0,1,1,3,0,1,4,"Min2",0,NA,"Detchd",1948,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,6
"838",838,160,1,1701,1,0,0,1,0,"BrDale",0,0,4,6,5,1973,1973,0,0,0,0,1973,0,"CompShg","HdBoard","HdBoard","BrkFace",158,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"GasA",1,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",190,86,0,200,1,0,1,0,3,0,1,4,"Typ",0,NA,"Detchd",1973,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,11
"839",839,20,0,9600,1,0,0,1,0,"CollgCr",0,0,0,5,6,1995,2006,0,0,0,0,2006,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA",1,352,278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",546,1,0,600,0,0,1,0,0,0,0,1,"Typ",0,NA,"Attchd",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6
"840",840,50,0,11837,1,0,0,1,0,"Edwards",0,0,0,5,6,1946,1995,0,0,0,0,1995,0,"CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",352,"Unf",0,416,768,"GasA",1,240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",407,269,0,144,0,0,1,1,0,0,1,1,"Typ",0,NA,"Detchd",1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5
"841",841,70,4,12155,1,1,0,1,0,"SWISU",0,0,0,6,8,1925,1950,0,0,0,0,1950,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA",1,400,0,0,254,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","N","SBrkr",182,84,0,601,0,0,0,1,1,0,3,2,"Typ",0,NA,"Detchd",1934,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,3
"842",842,70,1,10500,1,0,0,1,0,"OldTown",0,0,0,5,8,1904,2002,1,0,0,0,2002,0,"CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"GasA",2,686,70,78,68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",117,270,0,525,0,0,0,1,0,0,0,0,"Typ",1,"Po","Detchd",1983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,6
"843",843,80,0,9102,1,0,0,1,0,"NAmes",0,0,0,6,7,1966,1966,0,0,0,0,1966,0,"CompShg","HdBoard","HdBoard","BrkFace",183,"TA","TA","CBlock","TA","TA","Gd","Rec",312,"ALQ",539,276,1127,"GasA",2,490,0,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",321,1,0,602,1,0,1,0,0,0,1,1,"Typ",0,NA,"Attchd",1966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5
"844",844,90,0,8080,1,0,0,1,2,"NAmes",1,0,2,5,4,1961,1961,0,0,0,0,1961,0,"CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1800,1800,"GasA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","N","SBrkr",493,1,0,314,0,0,0,1,6,1,1,7,"Typ",0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,7
"845",845,50,1,12765,1,1,0,1,0,"OldTown",1,0,0,5,8,1915,1950,1,0,0,0,1950,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,876,876,"GasA",3,720,418,0,194,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",317,271,0,603,0,0,1,0,1,0,1,2,"Typ",1,"Gd","Detchd",1949,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,6
"846",846,85,0,16647,1,1,0,1,3,"Sawyer",3,0,0,5,5,1975,1981,0,0,0,0,1981,0,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1390,"None",0,0,1390,"GasA",2,611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",547,1,0,604,1,0,0,1,0,0,1,1,"Min2",2,"TA","Basment",1975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2007,1
"847",847,60,0,9392,1,0,0,1,0,"SawyerW",0,0,0,7,5,1993,1993,0,0,0,0,1993,0,"CompShg","HdBoard","HdBoard","BrkFace",137,"Gd","TA","PConc","Gd","TA","No","ALQ",513,"Unf",0,227,740,"GasA",2,425,234,72,192,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",412,272,0,605,1,0,0,0,0,0,0,2,"Typ",1,"TA","Attchd",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,7
"848",848,20,0,15559,1,1,0,1,3,"CollgCr",0,0,0,5,6,1972,1972,0,0,0,0,1972,0,"CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",460,"Unf",0,404,864,"GasA",1,338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",125,1,0,132,1,0,1,1,0,0,1,4,"Typ",1,"Fa","Attchd",1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,8
"849",849,50,0,45675,1,2,1,1,0,"ClearCr",0,0,0,6,8,1908,1997,0,0,0,0,1997,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,907,907,"GasA",2,360,486,40,0,0,175,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",548,273,0,606,0,0,2,1,5,0,1,7,"Typ",1,"Gd","Detchd",1908,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,9
"850",850,80,0,9680,1,0,0,1,1,"Veenker",1,0,0,6,7,1976,1994,0,0,0,0,1994,1,"CompShg","Plywood","Plywood","BrkFace",360,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,528,528,"GasA",2,512,113,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",461,274,0,104,0,0,0,0,0,0,1,2,"Typ",1,"TA","Attchd",1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,8
"851",851,120,1,4471,1,0,0,1,0,"CollgCr",0,0,3,6,5,2003,2003,0,0,0,0,2003,0,"CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,189,848,"GasA",2,420,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",172,1,0,182,1,0,1,1,2,0,0,9,"Typ",0,NA,"Attchd",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,11
"852",852,120,0,3196,1,0,0,1,0,"Blmngtn",0,0,3,8,5,2003,2003,0,0,0,0,2003,0,"CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1273,1273,"GasA",2,400,143,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",549,1,0,113,0,0,0,1,3,0,0,2,"Typ",1,"TA","Attchd",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,5
"853",853,75,0,7181,1,0,0,1,0,"Crawfor",0,0,0,7,5,1941,1950,0,0,0,0,1950,0,"CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",364,"Unf",0,554,918,"GasA",1,240,0,0,0,0,126,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",550,44,0,607,0,0,0,1,1,0,1,2,"Typ",2,"Gd","Detchd",1941,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,8
"854",854,80,0,12095,1,1,0,1,2,"NAmes",0,0,0,6,6,1964,1964,0,0,0,0,1964,0,"CompShg","MetalSd","HdBoard","BrkFace",115,"TA","Gd","CBlock","TA","TA","Gd","Rec",564,"Unf",0,563,1127,"GasA",2,645,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",268,1,0,608,0,0,1,0,0,0,1,2,"Typ",1,"Fa","Attchd",1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,8
"855",855,20,0,18022,1,0,0,1,0,"Sawyer",0,0,0,5,4,1955,1974,0,0,0,0,1974,1,"CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",306,"Rec",1085,372,1763,"GasA",2,454,0,418,0,0,312,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",551,1,0,609,1,0,1,0,0,0,1,1,"Typ",1,"Gd","Attchd",1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,7
"856",856,20,0,6897,1,1,0,1,2,"Sawyer",0,0,0,5,8,1962,2010,0,0,0,0,2010,0,"CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",659,"Unf",0,381,1040,"GasA",1,260,0,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",10,1,0,10,1,0,1,0,0,0,1,1,"Typ",0,NA,"Detchd",1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4
"857",857,80,0,10970,1,1,2,1,0,"CollgCr",0,0,0,6,6,1978,1978,0,0,0,1,1978,0,"CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA",2,576,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",308,1,0,552,1,0,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,10
"858",858,60,0,8190,1,0,0,1,0,"Gilbert",0,0,0,6,5,1994,1995,0,0,0,0,1995,0,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,702,702,"GasA",2,343,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",552,275,0,610,0,0,0,0,0,0,1,1,"Typ",1,"TA","Attchd",1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,3
"859",859,20,0,10480,1,0,0,1,0,"NWAmes",0,0,0,7,5,1976,1976,0,0,0,0,1976,0,"CompShg","HdBoard","HdBoard","BrkFace",189,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1090,1090,"GasA",2,479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",58,1,0,60,0,0,0,1,0,0,1,1,"Typ",1,"TA","Attchd",1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,6
"860",860,60,0,11029,1,1,0,1,2,"NWAmes",2,0,0,6,7,1968,1984,0,0,0,0,1984,0,"CompShg","HdBoard","HdBoard","BrkFace",220,"TA","TA","CBlock","TA","TA","Mn","BLQ",619,"Unf",0,435,1054,"GasA",2,619,0,65,0,0,222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",553,8,0,611,1,0,0,0,1,0,0,3,"Typ",1,"Gd","Attchd",1968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,8
"861",861,50,0,7697,1,0,0,1,2,"Crawfor",0,0,0,7,8,1918,1998,0,0,0,0,1998,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA",1,216,0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",12,276,0,612,0,0,1,0,0,0,0,2,"Typ",1,"Gd","Detchd",1925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,6
"862",862,190,0,11700,1,0,0,1,0,"Sawyer",0,0,1,5,4,1965,1965,0,0,0,0,1965,1,"CompShg","Plywood","HdBoard","None",0,"TA","TA","PConc","TA","TA","Mn","BLQ",841,"Unf",0,198,1039,"GasA",2,504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",554,1,0,613,1,0,1,0,0,0,1,1,"Typ",0,NA,"Attchd",1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4
"863",863,20,0,9753,1,0,0,1,2,"SawyerW",0,0,0,6,5,1984,1985,0,0,0,0,1985,1,"CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"GasA",2,480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",34,1,0,34,0,0,0,1,0,0,1,1,"Typ",0,NA,"Attchd",1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,5
"864",864,20,0,8001,1,0,0,1,0,"NAmes",0,0,0,5,5,1959,1959,0,0,0,0,1959,1,"CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1148,"None",0,0,1148,"GasA",1,672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",237,1,0,528,1,0,1,1,0,0,1,1,"Typ",0,NA,"Attchd",1959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7
"865",865,20,3,8712,1,0,0,1,0,"Somerst",0,0,0,7,5,2007,2008,0,0,0,0,2008,0,"CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1372,1372,"GasA",2,529,0,140,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",258,1,0,614,0,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5
"866",866,20,0,8750,1,1,0,1,0,"NAmes",0,0,0,5,6,1970,1970,0,0,0,0,1970,0,"CompShg","MetalSd","MetalSd","BrkFace",76,"TA","TA","CBlock","TA","TA","No","BLQ",828,"Unf",0,174,1002,"GasA",2,902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",555,1,0,615,1,0,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1973,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,8
"867",867,20,0,10723,1,1,3,1,0,"Timber",0,0,0,8,5,2006,2007,0,0,0,0,2007,0,"CompShg","VinylSd","VinylSd","Stone",274,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1638,1638,"GasA",3,870,192,80,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",556,1,0,607,0,0,0,1,0,0,0,1,"Typ",1,"Gd","Attchd",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,11
"868",868,20,0,7055,1,0,0,1,2,"Sawyer",1,0,0,4,5,1961,1961,0,0,0,0,1961,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",932,"Unf",0,108,1040,"GasA",2,544,168,0,0,0,0,0,400,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"GasA","TA","Y","SBrkr",299,1,0,474,1,0,1,0,0,0,3,4,"Typ",0,NA,"Attchd",1961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,5
"869",869,60,0,14762,1,2,0,1,2,"Gilbert",1,0,0,5,6,1948,1950,0,0,0,0,1950,0,"CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA",2,672,120,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",557,67,15,108,0,0,0,1,3,0,1,2,"Typ",1,"TA","Attchd",1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,5
"870",870,60,0,10018,1,0,0,1,0,"SawyerW",0,0,0,7,5,1993,1994,0,0,0,0,1994,0,"CompShg","MetalSd","MetalSd","BrkFace",246,"Gd","TA","PConc","Gd","TA","No","GLQ",750,"Unf",0,300,1050,"GasA",2,574,156,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",526,234,0,616,1,0,0,0,0,0,0,0,"Typ",1,"TA","Attchd",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,6
